DATE\TEAM,ANH,ARI,ATL,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MON,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WSH
2/17/2011,,ATL-H,ARI-A,NYI-A,,,,,,,,TBL-A,MON-H,,NYR-A,,EDM-A,,VAN-H,BOS-H,LAK-H,,,,WSH-H,,DET-H,,NSH-A,SJS-A
2/18/2011,MIN-A,,,OTT-A,STL-H,PHI-H,CHI-A,,CBJ-H,,,FLA-A,,DET-H,,ANH-H,,NYR-H,,,NJD-A,BOS-H,CAR-A,,,BUF-A,,,,
2/19/2011,STL-A,NSH-A,EDM-A,,,NJD-H,,,,SJS-A,VAN-A,,ATL-H,TBL-A,NYI-A,,,CAR-A,ARI-H,LAK-H,,TOR-A,,,COL-H,ANH-H,FLA-H,OTT-H,DAL-H,
2/20/2011,,,,,WSH-H,,,MON-H,PIT-H,,,MIN-A,,,,DET-H,CGY-A,,,,PHI-H,,NYR-A,CHI-A,,,,,,BUF-A
2/21/2011,,,,,,,,,STL-A,,,,,NYI-A,,,,,,FLA-H,,,,WSH-H,,CHI-H,,,,PIT-A
2/22/2011,,PHI-A,,CGY-A,,NYR-H,NSH-H,BOS-H,,STL-A,NJD-H,SJS-H,MIN-A,,,EDM-H,VAN-A,DAL-A,CBJ-A,TOR-A,CAR-A,,ARI-H,,DET-A,COL-H,,NYI-H,MON-H,
2/23/2011,LAK-H,TBL-A,BUF-A,,ATL-H,,,,,EDM-H,,,COL-A,OTT-A,ANH-A,,,,,,,FLA-H,,SJS-H,PIT-A,,ARI-H,,,
2/24/2011,,,,,,,,,NSH-A,,DET-A,DAL-H,,,MIN-H,LAK-A,TOR-H,,CHI-H,PHI-A,,,NYI-H,,,VAN-A,,MON-A,STL-H,
2/25/2011,MIN-H,CBJ-A,FLA-H,,OTT-H,PIT-H,ARI-H,SJS-H,,,,,STL-H,ATL-A,,ANH-A,,TBL-A,,,WSH-A,BUF-A,,CAR-A,CGY-A,EDM-A,NJD-H,,,NYR-H
2/26/2011,,,,VAN-A,DET-H,MON-A,,,,LAK-A,NSH-H,BUF-A,,,COL-H,,CAR-H,,DAL-A,WSH-H,,PHI-H,OTT-A,TOR-A,,,,PIT-H,BOS-H,NYI-A
2/27/2011,COL-H,CHI-A,TOR-H,EDM-A,,,NSH-A,STL-H,ARI-H,ANH-A,,,BOS-H,NJD-H,,,,FLA-A,CBJ-H,,TBL-H,,,,,CGY-A,NYR-A,ATL-A,,
2/28/2011,,,,,,,,,MIN-A,,,LAK-A,,,DET-H,CHI-H,,,,,,,,,,,,,,
3/1/2011,,DAL-H,MON-H,OTT-A,NYR-A,FLA-H,VAN-A,STL-A,,SJS-A,ARI-A,,NSH-H,CAR-A,,,ATL-A,,EDM-A,WSH-A,BUF-H,BOS-H,,,COL-H,CGY-H,,,CBJ-H,NYI-H
3/2/2011,DET-H,,,,,,,CHI-A,CGY-H,,,ANH-A,,,,NYI-A,,TBL-H,,MIN-H,,,,TOR-A,,,NJD-A,PIT-H,,
3/3/2011,,LAK-A,OTT-H,TBL-H,CAR-A,BUF-H,EDM-A,,,,,SJS-A,CBJ-H,MON-H,ARI-H,NYR-A,FLA-A,,VAN-A,,MIN-H,ATL-A,TOR-H,,DET-H,WSH-A,BOS-A,PHI-A,NSH-H,STL-H
3/4/2011,DAL-H,,,,,CHI-A,CGY-A,CBJ-H,CAR-H,,ANH-A,,,,,,,PIT-H,,,OTT-A,NYR-H,,NJD-A,,,,,,
3/5/2011,,DET-H,FLA-H,PIT-H,PHI-A,,,,TOR-A,EDM-H,SJS-A,ARI-A,COL-A,ATL-A,VAN-H,,TBL-A,,,STL-H,,,BUF-H,BOS-A,DAL-H,NYI-A,MON-H,CHI-H,LAK-A,
3/6/2011,VAN-H,,,,MIN-A,,,NSH-H,,,,,,WSH-H,,BUF-H,,NYI-A,CGY-A,NJD-H,PHI-H,,NYR-A,,,,,,ANH-A,FLA-A
3/7/2011,,,,,,,STL-A,,,,LAK-A,,,,DAL-H,,,,,,,,,,,CBJ-H,WSH-H,,,TBL-A
3/8/2011,,VAN-H,,MON-A,PIT-A,,,,FLA-A,MIN-A,,,PHI-A,CHI-H,,COL-H,BOS-H,OTT-H,SJS-A,TOR-H,,NJD-A,EDM-H,BUF-H,NSH-H,,,NYI-A,ARI-A,
3/9/2011,NYR-H,,CAR-A,,,ATL-H,STL-H,DAL-A,TBL-A,,CGY-H,LAK-H,WSH-A,,DET-A,,,,,,ANH-A,,,,,CBJ-A,CHI-H,,,EDM-H
3/10/2011,,CGY-H,,BUF-H,BOS-A,,,ARI-A,,,,,,OTT-H,,NSH-A,STL-A,,MIN-H,,,FLA-A,TOR-A,,VAN-H,MON-H,,PHI-H,SJS-A,
3/11/2011,COL-A,,NJD-H,NYI-A,,WSH-A,LAK-H,,,ANH-H,MIN-H,EDM-H,DET-A,,CBJ-A,DAL-A,,ATL-A,,BOS-H,,TBL-A,,,,,OTT-H,,,CAR-H
3/12/2011,,,PHI-A,,TOR-A,CBJ-H,CAR-A,VAN-H,,NSH-A,,STL-A,,TBL-H,,,PIT-A,NYI-H,COL-H,NJD-A,SJS-A,,ATL-H,MON-H,NYR-H,DET-H,FLA-A,BUF-H,CGY-A,
3/13/2011,ARI-H,ANH-A,,,OTT-H,,,,WSH-A,,LAK-H,,PIT-A,,DAL-A,,,,,,,BUF-A,,EDM-H,,,,,,CHI-H
3/14/2011,,,,,,,,,SJS-H,,,,,,,VAN-A,,,,,,,,,CHI-A,,TOR-A,TBL-H,MIN-H,
3/15/2011,,CGY-A,NJD-A,CBJ-A,CAR-H,BUF-A,BOS-H,ARI-H,,,SJS-H,,,PHI-H,NSH-A,,WSH-H,ATL-H,LAK-H,NYR-A,NYI-H,PIT-H,FLA-A,OTT-A,DAL-A,,,,,MON-A
3/16/2011,STL-H,,,,,TOR-H,,,,VAN-A,,WSH-H,,,,,,,,,,,,,,ANH-A,,CAR-A,COL-H,DET-A
3/17/2011,,EDM-A,PHI-H,NSH-A,,,DET-H,COL-H,DAL-A,CGY-A,CHI-H,CBJ-A,ARI-H,TOR-H,STL-H,SJS-A,TBL-H,OTT-A,BOS-H,,,NJD-H,ATL-A,,MIN-H,LAK-A,MON-A,FLA-A,,
3/18/2011,,VAN-A,,,,NYI-H,,,,,,,,,,,NYR-A,WSH-H,,CAR-A,MON-H,,,,,,,,ARI-H,NJD-A
3/19/2011,LAK-A,,BUF-A,TOR-A,ATL-H,,MIN-A,,,EDM-A,PHI-H,NSH-A,COL-H,NYI-H,ANH-H,CBJ-H,,,DET-H,FLA-A,,TBL-H,DAL-A,,STL-H,SJS-A,OTT-A,BOS-H,,
3/20/2011,CGY-H,CHI-H,,,NSH-H,,NJD-H,ANH-A,ARI-A,,,,,,,MON-H,MIN-A,CBJ-A,BUF-A,,PIT-A,,,NYR-H,,,,,,
3/21/2011,,,,,,,,LAK-A,,,,PIT-H,,,CGY-H,,,,,,,,,DET-A,,,,,,
3/22/2011,,STL-H,,NJD-H,MON-A,OTT-H,COL-A,,,CBJ-H,,,NSH-A,NYR-A,,TOR-H,BUF-H,BOS-A,EDM-H,TBL-A,FLA-H,CAR-A,WSH-H,,,ARI-A,NYI-H,MIN-A,,PHI-A
3/23/2011,DAL-A,,,,,,,SJS-A,FLA-H,,ANH-H,VAN-H,,CHI-A,,,,,,,,,,,CGY-H,,,,DET-A,
3/24/2011,NSH-A,CBJ-H,NYI-A,MON-H,,,ARI-A,,,TOR-H,,,STL-A,,SJS-H,,BOS-A,,ANH-H,ATL-H,OTT-H,NYR-A,PIT-H,PHI-A,LAK-A,EDM-H,,COL-A,,
3/25/2011,,,VAN-H,,FLA-H,TBL-A,,,,,,,,BUF-A,,,,PIT-A,,,,WSH-H,,NJD-H,,,CAR-H,,ATL-A,OTT-A
3/26/2011,CHI-A,SJS-H,,NYR-H,NJD-H,TBL-H,,EDM-A,ANH-H,LAK-A,NSH-A,TOR-H,CGY-H,,COL-H,STL-H,WSH-H,BUF-A,DAL-H,PHI-H,BOS-A,,NYI-A,,ARI-A,MIN-A,CAR-A,DET-A,,MON-A
3/27/2011,,,OTT-H,PHI-A,,,VAN-H,,,,,,,PIT-A,,,,,,,,ATL-A,BOS-H,FLA-H,,,,,CBJ-A,
3/28/2011,COL-H,,,,,,,,DET-A,ANH-A,,CHI-H,,,,,,,,,,,,,,,,,,
3/29/2011,,DAL-H,MON-A,CHI-H,TOR-A,WSH-A,FLA-H,,BOS-A,,ARI-A,,LAK-H,CBJ-A,EDM-A,STL-A,ATL-H,,VAN-H,,,TBL-A,PIT-A,PHI-H,,MIN-H,OTT-H,BUF-H,NSH-A,CAR-H
3/30/2011,CGY-A,,,,NYR-H,MON-H,,ANH-H,,,,STL-H,,,,,CAR-A,NYI-H,,NJD-A,BUF-A,,,,,DET-A,,,,
3/31/2011,,,PHI-A,TOR-H,,,WSH-A,,,NSH-H,SJS-A,,MIN-A,OTT-H,VAN-A,EDM-H,,,COL-A,NYR-H,NYI-A,FLA-A,ATL-H,TBL-A,DAL-H,,PIT-H,BOS-A,LAK-H,CBJ-H
4/1/2011,,COL-H,,,,,CHI-H,STL-A,CBJ-A,ARI-A,,,,,,,,PHI-H,,,,,NJD-A,,,CGY-H,,,,
4/2/2011,SJS-A,,BOS-A,ATL-H,WSH-A,NYI-A,,,,,LAK-A,NSH-A,VAN-A,PIT-H,DAL-H,TBL-H,NJD-A,MON-H,DET-H,CAR-H,,TOR-H,,FLA-A,ANH-H,,MIN-A,OTT-A,EDM-H,BUF-H
4/3/2011,DAL-H,,,,CAR-A,BUF-H,STL-H,COL-A,TBL-H,CGY-H,ANH-A,MIN-H,,,,DET-A,,,,,PHI-A,,NYR-H,,,CBJ-A,CHI-A,,,
4/4/2011,,,,NYR-A,,,,,,,,,,,SJS-A,,,,,,BOS-H,,,,LAK-H,,,,,
4/5/2011,,,NSH-A,,TBL-H,,DAL-A,,MON-A,STL-A,CBJ-H,,VAN-H,,,,CHI-H,PIT-A,ATL-H,,,PHI-H,OTT-A,NJD-H,,COL-H,BUF-A,WSH-H,EDM-A,TOR-A
4/6/2011,SJS-H,LAK-A,,NYI-H,,DET-H,,EDM-H,STL-H,,,CAR-A,CGY-A,WSH-A,ARI-H,,,TOR-H,,BOS-A,,,,,ANH-A,CHI-A,,NJD-A,,FLA-H
4/7/2011,,,NYR-A,,,,,,,DAL-A,COL-H,,,,,VAN-A,OTT-A,,,,ATL-H,MON-H,,,,,,,MIN-H,
4/8/2011,LAK-H,SJS-H,CAR-H,,PHI-H,ATL-A,NSH-A,,DET-A,DAL-H,COL-A,CHI-H,MIN-H,TBL-A,ANH-A,EDM-A,,,CBJ-H,PIT-H,,,BUF-A,NYI-A,ARI-A,,FLA-H,,,
4/9/2011,LAK-A,SJS-A,,OTT-H,CBJ-A,TBL-H,BUF-H,VAN-H,,,,,,WSH-H,ANH-H,,TOR-A,NYR-A,STL-A,PHI-A,NJD-H,BOS-A,NYI-H,,ARI-H,NSH-H,CAR-A,MON-H,CGY-A,FLA-A
4/10/2011,,,PIT-H,NJD-A,,,,,DET-H,EDM-H,MIN-A,CHI-A,COL-A,,,DAL-H,,BOS-H,,,,,,ATL-A,,,,,,
