HOME,AWAY,DATE,TIME (MT)
COL,SJS,10/1/2009,8:00 PM
COL,VAN,10/3/2009,1:00 PM
NSH,COL,10/8/2009,6:00 PM
CHI,COL,10/10/2009,6:30 PM
BOS,COL,10/12/2009,11:00 PM
TOR,COL,10/13/2009,5:30 PM
MON,COL,10/15/2009,5:30 PM
DET,COL,10/17/2009,5:00 PM
MIN,COL,10/21/2009,6:00 PM
COL,CAR,10/23/2009,7:00 PM
COL,DET,10/24/2009,7:00 PM
EDM,COL,10/27/2009,7:30 PM
CGY,COL,10/28/2009,7:30 PM
SJS,COL,10/30/2009,8:30 PM
VAN,COL,11/1/2009,8:00 PM
COL,ARI,11/4/2009,7:00 PM
COL,CHI,11/6/2009,7:00 PM
COL,EDM,11/8/2009,6:00 PM
CHI,COL,11/11/2009,6:30 PM
COL,VAN,11/14/2009,8:00 PM
CGY,COL,11/17/2009,7:30 PM
EDM,COL,11/18/2009,7:00 PM
VAN,COL,11/20/2009,8:00 PM
COL,PHI,11/23/2009,7:00 PM
COL,NSH,11/25/2009,7:00 PM
MIN,COL,11/27/2009,0:00 PM
COL,MIN,11/28/2009,7:00 PM
TBL,COL,11/30/2009,5:30 PM
FLA,COL,12/2/2009,5:30 PM
PIT,COL,12/3/2009,5:30 PM
CBJ,COL,12/5/2009,5:00 PM
STL,COL,12/7/2009,6:00 PM
COL,MIN,12/9/2009,7:00 PM
COL,TBL,12/11/2009,7:00 PM
COL,CGY,12/13/2009,6:00 PM
COL,WSH,12/15/2009,7:30 PM
COL,CBJ,12/19/2009,7:00 PM
MIN,COL,12/21/2009,6:00 PM
COL,ANH,12/22/2009,8:00 PM
COL,DAL,12/26/2009,7:00 PM
OTT,COL,12/30/2009,5:00 PM
DET,COL,12/31/2009,5:00 PM
CBJ,COL,1/2/2010,5:00 PM
COL,NYI,1/6/2010,7:00 PM
CAR,COL,1/8/2010,5:00 PM
BUF,COL,1/9/2010,5:00 PM
CGY,COL,1/11/2010,8:00 PM
COL,NJD,1/16/2010,1:00 PM
COL,EDM,1/18/2010,7:00 PM
COL,NSH,1/22/2010,7:00 PM
COL,DAL,1/24/2010,6:00 PM
COL,MIN,1/28/2010,7:00 PM
DAL,COL,1/29/2010,6:30 PM
COL,NYR,1/31/2010,6:00 PM
COL,CBJ,2/2/2010,7:00 PM
NSH,COL,2/4/2010,6:00 PM
COL,EDM,2/6/2010,8:00 PM
COL,STL,2/8/2010,7:30 PM
COL,ATL,2/10/2010,7:00 PM
COL,ARI,2/12/2010,7:00 PM
LAK,COL,2/13/2010,8:30 PM
COL,DET,3/1/2010,7:00 PM
ANH,COL,3/3/2010,8:00 PM
ARI,COL,3/4/2010,7:00 PM
COL,STL,3/6/2010,7:00 PM
COL,VAN,3/9/2010,7:00 PM
COL,FLA,3/11/2010,7:00 PM
DAL,COL,3/14/2010,1:00 PM
STL,COL,3/16/2010,6:00 PM
COL,CGY,3/17/2010,7:00 PM
ANH,COL,3/21/2010,6:00 PM
LAK,COL,3/22/2010,8:30 PM
COL,LAK,3/24/2010,7:00 PM
ARI,COL,3/27/2010,7:00 PM
SJS,COL,3/28/2010,6:00 PM
COL,ANH,3/31/2010,7:00 PM
COL,CGY,4/2/2010,7:30 PM
COL,SJS,4/4/2010,6:00 PM
VAN,COL,4/6/2010,8:00 PM
EDM,COL,4/7/2010,7:30 PM
COL,CHI,4/9/2010,7:00 PM
COL,LAK,4/11/2010,1:00 PM
