HOME,AWAY,DATE,TIME (CT)
CBJ,MIN,10/3/2009,6:00 PM
VAN,CBJ,10/5/2009,9:00 PM
SJS,CBJ,10/8/2009,9:30 PM
ARI,CBJ,10/10/2009,8:00 PM
CBJ,CGY,10/13/2009,6:00 PM
CBJ,LAK,10/17/2009,6:00 PM
CGY,CBJ,10/20/2009,8:30 PM
EDM,CBJ,10/22/2009,8:30 PM
ANH,CBJ,10/24/2009,9:00 PM
LAK,CBJ,10/25/2009,8:00 PM
CBJ,ARI,10/28/2009,6:00 PM
CBJ,PIT,10/30/2009,6:00 PM
WSH,CBJ,11/1/2009,4:00 PM
CBJ,SJS,11/4/2009,6:00 PM
ATL,CBJ,11/5/2009,6:00 PM
CBJ,CAR,11/7/2009,6:00 PM
CBJ,DET,11/11/2009,6:00 PM
CBJ,ANH,11/13/2009,6:00 PM
CBJ,EDM,11/16/2009,6:00 PM
DAL,CBJ,11/19/2009,7:30 PM
NSH,CBJ,11/21/2009,7:00 PM
NYR,CBJ,11/23/2009,6:00 PM
MON,CBJ,11/24/2009,6:30 PM
OTT,CBJ,11/26/2009,6:30 PM
CBJ,CGY,11/28/2009,6:00 PM
CBJ,STL,11/30/2009,6:00 PM
CHI,CBJ,12/1/2009,7:00 PM
CBJ,TOR,12/3/2009,6:00 PM
CBJ,COL,12/5/2009,6:00 PM
CBJ,FLA,12/9/2009,6:00 PM
NSH,CBJ,12/10/2009,7:00 PM
CBJ,ANH,12/12/2009,6:00 PM
CBJ,NSH,12/14/2009,6:00 PM
MIN,CBJ,12/15/2009,7:00 PM
CBJ,ARI,12/17/2009,6:00 PM
COL,CBJ,12/19/2009,8:00 PM
ARI,CBJ,12/21/2009,8:00 PM
DAL,CBJ,12/23/2009,7:30 PM
DET,CBJ,12/26/2009,6:00 PM
CBJ,DET,12/28/2009,6:00 PM
NYI,CBJ,12/29/2009,6:00 PM
CBJ,NSH,12/31/2009,6:00 PM
CBJ,COL,1/2/2010,6:00 PM
VAN,CBJ,1/5/2010,9:00 PM
EDM,CBJ,1/7/2010,8:00 PM
CGY,CBJ,1/8/2010,8:00 PM
CBJ,DAL,1/10/2010,6:00 PM
STL,CBJ,1/12/2010,7:00 PM
CHI,CBJ,1/14/2010,7:30 PM
CBJ,CHI,1/16/2010,1:00 PM
CBJ,STL,1/18/2010,6:00 PM
PHI,CBJ,1/19/2010,6:00 PM
BOS,CBJ,1/21/2010,6:00 PM
MIN,CBJ,1/23/2010,8:00 PM
CBJ,NSH,1/26/2010,6:00 PM
CBJ,LAK,1/28/2010,6:00 PM
STL,CBJ,1/30/2010,7:00 PM
COL,CBJ,2/2/2010,8:00 PM
CBJ,DAL,2/4/2010,6:00 PM
CBJ,BUF,2/6/2010,6:00 PM
CBJ,SJS,2/10/2010,6:00 PM
CBJ,VAN,2/12/2010,6:00 PM
CBJ,CHI,2/14/2010,4:00 PM
CBJ,VAN,3/2/2010,6:00 PM
SJS,CBJ,3/6/2010,9:30 PM
LAK,CBJ,3/8/2010,9:30 PM
ANH,CBJ,3/9/2010,9:00 PM
CBJ,ATL,3/11/2010,6:00 PM
CBJ,STL,3/13/2010,6:00 PM
CBJ,EDM,3/15/2010,6:00 PM
CBJ,MIN,3/19/2010,6:00 PM
NSH,CBJ,3/20/2010,7:00 PM
NJD,CBJ,3/23/2010,6:00 PM
CBJ,CHI,3/25/2010,6:00 PM
CBJ,NYI,3/27/2010,6:00 PM
CHI,CBJ,3/28/2010,6:00 PM
CBJ,TBL,3/30/2010,6:00 PM
DET,CBJ,4/1/2010,6:30 PM
CBJ,WSH,4/3/2010,6:00 PM
STL,CBJ,4/5/2010,7:00 PM
DET,CBJ,4/7/2010,6:30 PM
CBJ,DET,4/9/2010,6:00 PM
