HOME,AWAY,DATE,TIME (CT)
DAL,NSH,10/3/2009,7:00 PM
EDM,DAL,10/6/2009,8:30 PM
CGY,DAL,10/9/2009,8:00 PM
VAN,DAL,10/11/2009,9:00 PM
DAL,NSH,10/14/2009,7:30 PM
DAL,BOS,10/16/2009,7:30 PM
CHI,DAL,10/17/2009,7:30 PM
DAL,LAK,10/19/2009,7:30 PM
ANH,DAL,10/21/2009,9:00 PM
LAK,DAL,10/22/2009,9:30 PM
STL,DAL,10/24/2009,7:00 PM
DAL,TOR,10/28/2009,7:00 PM
DAL,FLA,10/30/2009,7:30 PM
NSH,DAL,10/31/2009,7:00 PM
DAL,CGY,11/4/2009,7:30 PM
DAL,VAN,11/6/2009,7:30 PM
MIN,DAL,11/7/2009,7:00 PM
SJS,DAL,11/12/2009,9:30 PM
ARI,DAL,11/14/2009,7:00 PM
DET,DAL,11/18/2009,6:30 PM
DAL,CBJ,11/19/2009,7:30 PM
DAL,NJD,11/21/2009,7:00 PM
DAL,CAR,11/23/2009,7:30 PM
DAL,STL,11/25/2009,7:00 PM
ARI,DAL,11/27/2009,8:00 PM
DAL,TBL,11/28/2009,7:30 PM
DET,DAL,11/30/2009,6:30 PM
DAL,ANH,12/3/2009,7:30 PM
DAL,EDM,12/5/2009,1:00 PM
ANH,DAL,12/8/2009,9:00 PM
SJS,DAL,12/11/2009,9:00 PM
LAK,DAL,12/12/2009,9:30 PM
CAR,DAL,12/16/2009,6:00 PM
ATL,DAL,12/17/2009,6:00 PM
DAL,DET,12/19/2009,2:00 PM
DAL,SJS,12/21/2009,7:30 PM
DAL,CBJ,12/23/2009,7:30 PM
COL,DAL,12/26/2009,8:00 PM
DAL,CHI,12/29/2009,7:00 PM
DAL,ANH,12/31/2009,7:00 PM
DAL,VAN,1/2/2010,1:00 PM
NJD,DAL,1/5/2010,6:00 PM
NYR,DAL,1/6/2010,6:00 PM
DAL,NYI,1/8/2010,7:30 PM
CBJ,DAL,1/10/2010,6:00 PM
PHI,DAL,1/12/2010,6:00 PM
MON,DAL,1/14/2010,6:30 PM
DAL,DET,1/16/2010,1:00 PM
DAL,MIN,1/18/2010,7:00 PM
VAN,DAL,1/21/2010,9:00 PM
EDM,DAL,1/22/2010,8:00 PM
COL,DAL,1/24/2010,7:00 PM
DAL,CGY,1/27/2010,7:30 PM
DAL,COL,1/29/2010,7:30 PM
DAL,ARI,1/31/2010,5:00 PM
DAL,MIN,2/2/2010,7:00 PM
CBJ,DAL,2/4/2010,6:00 PM
DAL,ARI,2/6/2010,5:00 PM
CHI,DAL,2/9/2010,7:30 PM
CGY,DAL,2/11/2010,8:30 PM
ARI,DAL,2/13/2010,7:00 PM
DAL,LAK,3/2/2010,7:30 PM
DAL,STL,3/4/2010,7:30 PM
PIT,DAL,3/6/2010,0:00 PM
WSH,DAL,3/8/2010,6:00 PM
BUF,DAL,3/10/2010,6:00 PM
DAL,LAK,3/12/2010,7:30 PM
DAL,COL,3/14/2010,2:00 PM
DAL,SJS,3/16/2010,7:30 PM
DAL,PHI,3/18/2010,7:30 PM
DAL,OTT,3/20/2010,1:00 PM
DAL,ARI,3/21/2010,6:00 PM
NSH,DAL,3/23/2010,7:00 PM
SJS,DAL,3/25/2010,9:30 PM
LAK,DAL,3/27/2010,9:30 PM
ANH,DAL,3/29/2010,9:00 PM
DAL,SJS,3/31/2010,7:30 PM
DAL,EDM,4/2/2010,7:30 PM
STL,DAL,4/3/2010,7:00 PM
DAL,CHI,4/6/2010,7:30 PM
DAL,ANH,4/8/2010,7:30 PM
MIN,DAL,4/10/2010,7:00 PM
