HOME,AWAY,DATE,TIME (ET)
CHI,FLA,10/2/2009,0:00 PM
FLA,CHI,10/3/2009,0:00 PM
CAR,FLA,10/9/2009,7:00 PM
FLA,NJD,10/10/2009,7:00 PM
TBL,FLA,10/12/2009,7:30 PM
FLA,PHI,10/16/2009,7:30 PM
FLA,BUF,10/21/2009,7:30 PM
PIT,FLA,10/23/2009,7:30 PM
PHI,FLA,10/24/2009,7:00 PM
FLA,OTT,10/28/2009,7:30 PM
DAL,FLA,10/30/2009,8:30 PM
STL,FLA,10/31/2009,8:00 PM
FLA,CAR,11/4/2009,7:30 PM
FLA,WSH,11/6/2009,7:30 PM
WSH,FLA,11/7/2009,7:00 PM
BOS,FLA,11/12/2009,7:00 PM
FLA,NYI,11/14/2009,7:00 PM
FLA,LAK,11/16/2009,7:30 PM
BUF,FLA,11/18/2009,7:00 PM
DET,FLA,11/20/2009,7:30 PM
NYR,FLA,11/21/2009,7:00 PM
FLA,PIT,11/23/2009,7:30 PM
FLA,NYR,11/25/2009,7:30 PM
FLA,TOR,11/27/2009,7:30 PM
NSH,FLA,11/28/2009,8:00 PM
ATL,FLA,11/30/2009,7:00 PM
FLA,COL,12/2/2009,7:30 PM
WSH,FLA,12/3/2009,7:00 PM
FLA,ATL,12/5/2009,7:00 PM
FLA,EDM,12/7/2009,7:30 PM
CBJ,FLA,12/9/2009,7:00 PM
NJD,FLA,12/11/2009,7:00 PM
PIT,FLA,12/12/2009,7:30 PM
NYI,FLA,12/14/2009,7:00 PM
FLA,ATL,12/16/2009,7:30 PM
FLA,CAR,12/18/2009,7:30 PM
CAR,FLA,12/19/2009,7:00 PM
PHI,FLA,12/21/2009,7:00 PM
NYR,FLA,12/23/2009,7:00 PM
FLA,BOS,12/27/2009,5:00 PM
FLA,MON,12/31/2009,5:00 PM
FLA,PIT,1/3/2010,5:00 PM
TOR,FLA,1/5/2010,7:00 PM
MON,FLA,1/7/2010,7:30 PM
OTT,FLA,1/9/2010,7:00 PM
FLA,WSH,1/13/2010,7:30 PM
TBL,FLA,1/14/2010,7:30 PM
FLA,TBL,1/16/2010,7:00 PM
FLA,ATL,1/18/2010,7:30 PM
NJD,FLA,1/20/2010,7:00 PM
NYI,FLA,1/21/2010,7:00 PM
FLA,TOR,1/23/2010,7:00 PM
FLA,MON,1/26/2010,7:30 PM
WSH,FLA,1/29/2010,7:00 PM
FLA,NYI,1/31/2010,4:00 PM
FLA,ANH,2/1/2010,7:30 PM
FLA,CGY,2/5/2010,7:30 PM
ATL,FLA,2/6/2010,7:00 PM
CAR,FLA,2/9/2010,7:00 PM
FLA,VAN,2/11/2010,7:30 PM
FLA,BOS,2/13/2010,7:00 PM
ATL,FLA,3/2/2010,7:00 PM
FLA,PHI,3/3/2010,7:30 PM
FLA,CAR,3/6/2010,7:00 PM
MIN,FLA,3/9/2010,8:00 PM
COL,FLA,3/11/2010,9:00 PM
SJS,FLA,3/13/2010,4:00 PM
FLA,WSH,3/16/2010,7:30 PM
FLA,ARI,3/18/2010,7:30 PM
FLA,BUF,3/20/2010,7:00 PM
FLA,TBL,3/21/2010,5:00 PM
TOR,FLA,3/23/2010,7:00 PM
MON,FLA,3/25/2010,7:30 PM
OTT,FLA,3/27/2010,7:00 PM
FLA,NSH,3/29/2010,7:30 PM
BUF,FLA,3/31/2010,7:00 PM
BOS,FLA,4/1/2010,7:00 PM
FLA,NYR,4/3/2010,7:00 PM
FLA,OTT,4/6/2010,7:00 PM
FLA,NJD,4/8/2010,7:30 PM
TBL,FLA,4/10/2010,7:30 PM
FLA,TBL,4/11/2010,5:00 PM
