HOME,AWAY,DATE,TIME (ET)
ATL,TBL,10/3/2009,7:00 PM
STL,ATL,10/8/2009,8:00 PM
OTT,ATL,10/10/2009,7:00 PM
NJD,ATL,10/16/2009,7:00 PM
BUF,ATL,10/17/2009,7:00 PM
MON,ATL,10/20/2009,7:30 PM
ATL,WSH,10/22/2009,7:00 PM
ATL,SJS,10/24/2009,7:00 PM
ATL,WSH,10/29/2009,7:00 PM
OTT,ATL,10/31/2009,2:00 PM
MON,ATL,11/3/2009,7:30 PM
ATL,CBJ,11/5/2009,7:00 PM
NYI,ATL,11/7/2009,7:00 PM
ATL,STL,11/8/2009,5:00 PM
NYR,ATL,11/12/2009,7:00 PM
ATL,LAK,11/13/2009,7:30 PM
ATL,EDM,11/15/2009,2:00 PM
ATL,BOS,11/19/2009,7:00 PM
ATL,PIT,11/21/2009,7:00 PM
ATL,TBL,11/22/2009,5:00 PM
DET,ATL,11/25/2009,7:30 PM
CAR,ATL,11/27/2009,7:00 PM
ATL,PHI,11/28/2009,7:00 PM
ATL,FLA,11/30/2009,7:00 PM
ATL,NYI,12/3/2009,7:00 PM
FLA,ATL,12/5/2009,7:00 PM
TOR,ATL,12/7/2009,7:00 PM
CGY,ATL,12/9/2009,9:30 PM
VAN,ATL,12/10/2009,10:00 PM
ATL,MON,12/12/2009,7:00 PM
NYR,ATL,12/14/2009,7:00 PM
FLA,ATL,12/16/2009,7:30 PM
ATL,DAL,12/17/2009,7:00 PM
ATL,NJD,12/19/2009,7:00 PM
ATL,MON,12/21/2009,7:00 PM
BOS,ATL,12/23/2009,7:00 PM
TBL,ATL,12/26/2009,7:30 PM
NJD,ATL,12/28/2009,7:00 PM
BOS,ATL,12/30/2009,7:00 PM
BUF,ATL,1/1/2010,7:30 PM
NYI,ATL,1/2/2010,7:00 PM
PIT,ATL,1/5/2010,7:30 PM
ATL,NYR,1/7/2010,7:00 PM
ATL,WSH,1/9/2010,7:00 PM
ATL,OTT,1/12/2010,7:00 PM
ATL,BUF,1/14/2010,7:00 PM
CAR,ATL,1/16/2010,8:00 PM
FLA,ATL,1/18/2010,7:30 PM
ATL,TOR,1/19/2010,7:00 PM
ATL,CAR,1/21/2010,7:00 PM
TBL,ATL,1/23/2010,7:30 PM
ATL,ANH,1/26/2010,7:00 PM
PHI,ATL,1/28/2010,7:00 PM
NSH,ATL,1/30/2010,8:00 PM
ATL,TBL,2/2/2010,7:00 PM
WSH,ATL,2/5/2010,7:00 PM
ATL,FLA,2/6/2010,7:00 PM
COL,ATL,2/10/2010,9:00 PM
MIN,ATL,2/12/2010,8:00 PM
CHI,ATL,2/13/2010,8:30 PM
ATL,FLA,3/2/2010,7:00 PM
ATL,NYI,3/4/2010,7:00 PM
TBL,ATL,3/6/2010,7:30 PM
ATL,CAR,3/7/2010,5:00 PM
ATL,NSH,3/9/2010,7:00 PM
CBJ,ATL,3/11/2010,7:00 PM
ATL,NYR,3/12/2010,7:30 PM
ATL,ARI,3/14/2010,5:00 PM
ATL,BUF,3/16/2010,7:00 PM
ATL,OTT,3/18/2010,7:00 PM
ATL,PHI,3/20/2010,7:00 PM
PHI,ATL,3/21/2010,7:00 PM
ATL,BOS,3/23/2010,7:00 PM
ATL,TOR,3/25/2010,7:00 PM
CAR,ATL,3/27/2010,7:00 PM
ATL,CAR,3/29/2010,7:00 PM
TOR,ATL,3/30/2010,7:00 PM
WSH,ATL,4/1/2010,7:00 PM
PIT,ATL,4/3/2010,1:00 PM
ATL,NJD,4/6/2010,7:00 PM
WSH,ATL,4/9/2010,7:00 PM
ATL,PIT,4/10/2010,7:00 PM
