HOME,AWAY,DATE,TIME (CT)
DET,STL,10/2/2009,2:00 PM
STL,DET,10/3/2009,2:00 PM
DET,CHI,10/8/2009,6:30 PM
DET,WSH,10/10/2009,6:00 PM
BUF,DET,10/13/2009,6:00 PM
DET,LAK,10/15/2009,6:30 PM
DET,COL,10/17/2009,6:00 PM
ARI,DET,10/22/2009,9:00 PM
COL,DET,10/24/2009,8:00 PM
VAN,DET,10/27/2009,9:00 PM
EDM,DET,10/29/2009,8:30 PM
CGY,DET,10/31/2009,9:00 PM
DET,BOS,11/3/2009,6:00 PM
DET,SJS,11/5/2009,6:30 PM
TOR,DET,11/7/2009,6:00 PM
CBJ,DET,11/11/2009,6:00 PM
DET,VAN,11/12/2009,6:30 PM
DET,ANH,11/14/2009,6:00 PM
DET,DAL,11/18/2009,6:30 PM
DET,FLA,11/20/2009,6:30 PM
MON,DET,11/21/2009,6:00 PM
NSH,DET,11/23/2009,6:00 PM
DET,ATL,11/25/2009,6:30 PM
DET,CGY,11/27/2009,6:00 PM
STL,DET,11/28/2009,7:00 PM
DET,DAL,11/30/2009,6:30 PM
DET,EDM,12/3/2009,6:00 PM
NJD,DET,12/5/2009,6:00 PM
NYR,DET,12/6/2009,6:00 PM
DET,STL,12/9/2009,6:30 PM
DET,ANH,12/11/2009,6:30 PM
NSH,DET,12/12/2009,7:00 PM
DET,ARI,12/14/2009,6:30 PM
DET,TBL,12/17/2009,6:30 PM
DAL,DET,12/19/2009,2:00 PM
CHI,DET,12/20/2009,6:00 PM
DET,CHI,12/23/2009,6:30 PM
DET,CBJ,12/26/2009,6:00 PM
CBJ,DET,12/28/2009,6:00 PM
DET,COL,12/31/2009,6:00 PM
ARI,DET,1/2/2010,7:00 PM
ANH,DET,1/5/2010,9:00 PM
LAK,DET,1/7/2010,9:30 PM
SJS,DET,1/9/2010,9:30 PM
NYI,DET,1/12/2010,6:00 PM
DET,CAR,1/14/2010,6:30 PM
DAL,DET,1/16/2010,1:00 PM
DET,CHI,1/17/2010,11:30 PM
WSH,DET,1/19/2010,6:00 PM
MIN,DET,1/21/2010,7:00 PM
DET,LAK,1/23/2010,6:00 PM
DET,ARI,1/26/2010,6:00 PM
MIN,DET,1/27/2010,7:00 PM
DET,NSH,1/29/2010,6:30 PM
PIT,DET,1/31/2010,11:30 PM
SJS,DET,2/2/2010,9:30 PM
ANH,DET,2/3/2010,9:00 PM
LAK,DET,2/6/2010,3:00 PM
STL,DET,2/9/2010,7:00 PM
DET,SJS,2/11/2010,6:30 PM
DET,OTT,2/13/2010,6:00 PM
COL,DET,3/1/2010,8:00 PM
DET,VAN,3/3/2010,6:30 PM
DET,NSH,3/5/2010,6:30 PM
CHI,DET,3/7/2010,11:30 PM
DET,CGY,3/9/2010,6:00 PM
DET,MIN,3/11/2010,6:30 PM
DET,BUF,3/13/2010,6:00 PM
CGY,DET,3/15/2010,8:30 PM
EDM,DET,3/19/2010,8:30 PM
VAN,DET,3/20/2010,9:00 PM
DET,PIT,3/22/2010,6:00 PM
DET,STL,3/24/2010,6:30 PM
DET,MIN,3/26/2010,6:30 PM
NSH,DET,3/27/2010,7:00 PM
DET,EDM,3/30/2010,6:30 PM
DET,CBJ,4/1/2010,6:30 PM
DET,NSH,4/3/2010,1:00 PM
PHI,DET,4/4/2010,11:30 PM
DET,CBJ,4/7/2010,6:30 PM
CBJ,DET,4/9/2010,6:00 PM
CHI,DET,4/11/2010,2:00 PM
