HOME,AWAY,DATE,TIME (MT)
EDM,CGY,10/3/2009,8:00 PM
EDM,DAL,10/6/2009,7:30 PM
EDM,CGY,10/8/2009,7:30 PM
EDM,MON,10/10/2009,8:00 PM
NSH,EDM,10/12/2009,6:00 PM
CHI,EDM,10/14/2009,6:30 PM
EDM,MIN,10/16/2009,7:00 PM
EDM,VAN,10/19/2009,7:00 PM
EDM,CBJ,10/22/2009,7:30 PM
CGY,EDM,10/24/2009,8:00 PM
VAN,EDM,10/25/2009,8:00 PM
EDM,COL,10/27/2009,7:30 PM
EDM,DET,10/29/2009,7:30 PM
BOS,EDM,10/31/2009,11:00 PM
NYI,EDM,11/2/2009,5:00 PM
EDM,NYR,11/5/2009,7:30 PM
COL,EDM,11/8/2009,6:00 PM
OTT,EDM,11/10/2009,5:30 PM
BUF,EDM,11/11/2009,5:00 PM
ATL,EDM,11/15/2009,0:00 PM
CBJ,EDM,11/16/2009,5:00 PM
EDM,COL,11/18/2009,7:00 PM
EDM,CHI,11/21/2009,8:00 PM
EDM,ARI,11/23/2009,7:00 PM
EDM,LAK,11/25/2009,7:30 PM
EDM,SJS,11/27/2009,7:30 PM
VAN,EDM,11/28/2009,8:00 PM
DET,EDM,12/3/2009,5:00 PM
DAL,EDM,12/5/2009,0:00 PM
FLA,EDM,12/7/2009,5:30 PM
TBL,EDM,12/9/2009,5:30 PM
STL,EDM,12/11/2009,6:00 PM
EDM,LAK,12/15/2009,7:30 PM
EDM,NSH,12/17/2009,7:30 PM
EDM,WSH,12/19/2009,8:00 PM
EDM,STL,12/21/2009,7:00 PM
MIN,EDM,12/23/2009,5:00 PM
VAN,EDM,12/26/2009,8:00 PM
EDM,CGY,12/28/2009,7:00 PM
EDM,TOR,12/30/2009,7:30 PM
CGY,EDM,12/31/2009,7:00 PM
SJS,EDM,1/2/2010,8:00 PM
EDM,ARI,1/5/2010,7:00 PM
EDM,CBJ,1/7/2010,7:00 PM
EDM,NSH,1/12/2010,7:00 PM
EDM,PIT,1/14/2010,7:30 PM
SJS,EDM,1/16/2010,2:00 PM
COL,EDM,1/18/2010,7:00 PM
EDM,VAN,1/20/2010,8:00 PM
EDM,DAL,1/22/2010,7:00 PM
EDM,CHI,1/26/2010,7:30 PM
EDM,STL,1/28/2010,7:30 PM
CGY,EDM,1/30/2010,8:00 PM
EDM,CAR,2/1/2010,7:30 PM
EDM,PHI,2/3/2010,7:30 PM
MIN,EDM,2/4/2010,6:00 PM
COL,EDM,2/6/2010,8:00 PM
ARI,EDM,2/8/2010,7:30 PM
ANH,EDM,2/10/2010,8:00 PM
LAK,EDM,2/11/2010,8:30 PM
EDM,ANH,2/14/2010,5:00 PM
NSH,EDM,3/2/2010,6:00 PM
CHI,EDM,3/3/2010,6:30 PM
EDM,MIN,3/5/2010,7:00 PM
EDM,NJD,3/7/2010,6:00 PM
EDM,OTT,3/9/2010,7:30 PM
MON,EDM,3/11/2010,5:00 PM
TOR,EDM,3/13/2010,5:00 PM
CBJ,EDM,3/15/2010,5:00 PM
MIN,EDM,3/16/2010,6:00 PM
EDM,DET,3/19/2010,7:30 PM
EDM,SJS,3/21/2010,6:00 PM
EDM,VAN,3/23/2010,7:00 PM
EDM,ANH,3/26/2010,7:00 PM
STL,EDM,3/28/2010,4:00 PM
DET,EDM,3/30/2010,5:30 PM
DAL,EDM,4/2/2010,6:30 PM
ARI,EDM,4/3/2010,8:00 PM
EDM,MIN,4/5/2010,7:30 PM
EDM,COL,4/7/2010,7:30 PM
LAK,EDM,4/10/2010,2:00 PM
ANH,EDM,4/11/2010,6:00 PM
