HOME,AWAY,DATE,TIME (PT)
COL,SJS,10/1/2009,7:00 PM
ANH,SJS,10/3/2009,7:00 PM
LAK,SJS,10/6/2009,7:30 PM
SJS,CBJ,10/8/2009,7:30 PM
SJS,MIN,10/10/2009,7:30 PM
SJS,ARI,10/12/2009,7:30 PM
WSH,SJS,10/15/2009,4:00 PM
NYI,SJS,10/17/2009,4:00 PM
NYR,SJS,10/19/2009,4:00 PM
TBL,SJS,10/22/2009,4:30 PM
ATL,SJS,10/24/2009,4:00 PM
PHI,SJS,10/25/2009,4:00 PM
SJS,LAK,10/28/2009,7:30 PM
SJS,COL,10/30/2009,7:30 PM
CAR,SJS,11/1/2009,10:30 PM
CBJ,SJS,11/4/2009,4:00 PM
DET,SJS,11/5/2009,4:30 PM
SJS,PIT,11/7/2009,7:30 PM
SJS,NSH,11/10/2009,7:30 PM
SJS,DAL,11/12/2009,7:30 PM
STL,SJS,11/14/2009,5:00 PM
CHI,SJS,11/15/2009,4:00 PM
NSH,SJS,11/17/2009,5:00 PM
SJS,PHI,11/20/2009,7:00 PM
ANH,SJS,11/21/2009,7:00 PM
SJS,CHI,11/25/2009,7:30 PM
EDM,SJS,11/27/2009,6:30 PM
VAN,SJS,11/29/2009,7:00 PM
SJS,OTT,12/1/2009,7:30 PM
SJS,STL,12/3/2009,7:30 PM
SJS,CGY,12/5/2009,7:00 PM
SJS,LAK,12/9/2009,7:30 PM
SJS,DAL,12/11/2009,7:00 PM
ARI,SJS,12/12/2009,5:00 PM
SJS,ANH,12/17/2009,7:30 PM
DAL,SJS,12/21/2009,5:30 PM
CHI,SJS,12/22/2009,5:00 PM
SJS,ANH,12/26/2009,7:30 PM
SJS,ARI,12/28/2009,7:30 PM
SJS,WSH,12/30/2009,7:00 PM
ARI,SJS,12/31/2009,4:00 PM
SJS,EDM,1/2/2010,7:00 PM
SJS,LAK,1/4/2010,7:30 PM
SJS,STL,1/6/2010,7:30 PM
SJS,DET,1/9/2010,7:30 PM
LAK,SJS,1/11/2010,7:30 PM
ARI,SJS,1/12/2010,6:00 PM
SJS,BOS,1/14/2010,7:30 PM
SJS,EDM,1/16/2010,1:00 PM
SJS,CGY,1/18/2010,7:00 PM
LAK,SJS,1/19/2010,7:30 PM
SJS,ANH,1/21/2010,7:30 PM
SJS,BUF,1/23/2010,7:30 PM
SJS,CHI,1/28/2010,7:30 PM
SJS,MIN,1/30/2010,7:30 PM
SJS,DET,2/2/2010,7:30 PM
STL,SJS,2/4/2010,5:00 PM
NSH,SJS,2/6/2010,5:00 PM
TOR,SJS,2/8/2010,4:00 PM
CBJ,SJS,2/10/2010,4:00 PM
DET,SJS,2/11/2010,4:30 PM
BUF,SJS,2/13/2010,4:00 PM
SJS,NJD,3/2/2010,7:30 PM
SJS,MON,3/4/2010,7:30 PM
SJS,CBJ,3/6/2010,7:30 PM
SJS,NSH,3/11/2010,7:30 PM
SJS,FLA,3/13/2010,1:00 PM
ANH,SJS,3/14/2010,5:00 PM
DAL,SJS,3/16/2010,5:30 PM
VAN,SJS,3/18/2010,7:00 PM
CGY,SJS,3/19/2010,6:00 PM
EDM,SJS,3/21/2010,5:00 PM
MIN,SJS,3/23/2010,5:00 PM
SJS,DAL,3/25/2010,7:30 PM
SJS,VAN,3/27/2010,7:00 PM
SJS,COL,3/28/2010,5:00 PM
DAL,SJS,3/31/2010,5:30 PM
MIN,SJS,4/2/2010,5:00 PM
COL,SJS,4/4/2010,5:00 PM
CGY,SJS,4/6/2010,6:30 PM
SJS,VAN,4/8/2010,7:30 PM
SJS,ARI,4/10/2010,7:30 PM
