HOME,AWAY,DATE,TIME (CT)
CBJ,MIN,10/3/2009,6:00 PM
MIN,ANH,10/6/2009,8:00 PM
LAK,MIN,10/8/2009,9:30 PM
SJS,MIN,10/10/2009,9:30 PM
ANH,MIN,10/14/2009,9:00 PM
EDM,MIN,10/16/2009,8:00 PM
VAN,MIN,10/17/2009,9:00 PM
MIN,COL,10/21/2009,7:00 PM
STL,MIN,10/23/2009,7:00 PM
MIN,CAR,10/24/2009,7:00 PM
CHI,MIN,10/26/2009,7:00 PM
MIN,NSH,10/28/2009,7:00 PM
MIN,NYR,10/30/2009,7:00 PM
PIT,MIN,10/31/2009,6:30 PM
MIN,VAN,11/5/2009,7:00 PM
MIN,DAL,11/7/2009,7:00 PM
TOR,MIN,11/10/2009,6:00 PM
TBL,MIN,11/12/2009,6:30 PM
WSH,MIN,11/13/2009,6:00 PM
CAR,MIN,11/15/2009,0:30 PM
MIN,ARI,11/18/2009,7:00 PM
MIN,NYI,11/20/2009,7:00 PM
MIN,BOS,11/25/2009,7:00 PM
MIN,COL,11/27/2009,1:00 PM
COL,MIN,11/28/2009,8:00 PM
MIN,NSH,12/2/2009,7:00 PM
MIN,ANH,12/4/2009,7:00 PM
NSH,MIN,12/5/2009,7:00 PM
ARI,MIN,12/7/2009,8:00 PM
COL,MIN,12/9/2009,8:00 PM
CGY,MIN,12/11/2009,8:00 PM
VAN,MIN,12/12/2009,9:00 PM
MIN,CBJ,12/15/2009,7:00 PM
MON,MIN,12/17/2009,6:00 PM
OTT,MIN,12/19/2009,6:00 PM
MIN,COL,12/21/2009,7:00 PM
MIN,EDM,12/23/2009,6:00 PM
MIN,STL,12/26/2009,7:00 PM
LAK,MIN,12/28/2009,9:30 PM
ANH,MIN,12/29/2009,9:00 PM
MIN,LAK,12/31/2009,7:00 PM
MIN,NJD,1/2/2010,7:00 PM
CHI,MIN,1/5/2010,7:00 PM
MIN,CGY,1/6/2010,7:00 PM
MIN,CHI,1/9/2010,7:00 PM
MIN,PIT,1/11/2010,7:00 PM
MIN,VAN,1/13/2010,6:00 PM
STL,MIN,1/14/2010,7:00 PM
ARI,MIN,1/16/2010,7:00 PM
DAL,MIN,1/18/2010,7:00 PM
MIN,DET,1/21/2010,7:00 PM
MIN,CBJ,1/23/2010,8:00 PM
MIN,DET,1/27/2010,7:00 PM
COL,MIN,1/28/2010,8:00 PM
SJS,MIN,1/30/2010,9:30 PM
DAL,MIN,2/2/2010,7:00 PM
MIN,EDM,2/4/2010,7:00 PM
MIN,PHI,2/6/2010,7:00 PM
MIN,ARI,2/10/2010,7:00 PM
MIN,ATL,2/12/2010,7:00 PM
MIN,VAN,2/14/2010,2:00 PM
CGY,MIN,3/3/2010,9:00 PM
EDM,MIN,3/5/2010,8:00 PM
MIN,CGY,3/7/2010,2:00 PM
MIN,FLA,3/9/2010,7:00 PM
DET,MIN,3/11/2010,6:30 PM
BUF,MIN,3/12/2010,6:30 PM
MIN,STL,3/14/2010,5:00 PM
MIN,EDM,3/16/2010,7:00 PM
NSH,MIN,3/18/2010,7:00 PM
CBJ,MIN,3/19/2010,6:00 PM
MIN,CGY,3/21/2010,2:00 PM
MIN,SJS,3/23/2010,7:00 PM
PHI,MIN,3/25/2010,6:00 PM
DET,MIN,3/26/2010,6:30 PM
MIN,LAK,3/29/2010,8:00 PM
MIN,CHI,3/31/2010,7:00 PM
MIN,SJS,4/2/2010,7:00 PM
VAN,MIN,4/4/2010,9:00 PM
EDM,MIN,4/5/2010,8:30 PM
CGY,MIN,4/8/2010,8:30 PM
MIN,DAL,4/10/2010,7:00 PM
