HOME,AWAY,DATE,TIME (ET)
TOR,MON,10/1/2009,7:00 PM
BUF,MON,10/3/2009,7:00 PM
CGY,MON,10/6/2009,9:00 PM
VAN,MON,10/7/2009,10:00 PM
EDM,MON,10/10/2009,10:00 PM
MON,COL,10/15/2009,7:30 PM
MON,OTT,10/17/2009,7:00 PM
MON,ATL,10/20/2009,7:30 PM
MON,NYI,10/22/2009,7:00 PM
MON,NYR,10/24/2009,7:00 PM
MON,NYI,10/26/2009,7:30 PM
PIT,MON,10/28/2009,7:30 PM
CHI,MON,10/30/2009,8:30 PM
MON,TOR,10/31/2009,7:00 PM
MON,ATL,11/3/2009,7:30 PM
BOS,MON,11/5/2009,7:00 PM
MON,TBL,11/7/2009,7:00 PM
MON,CGY,11/10/2009,7:30 PM
ARI,MON,11/12/2009,9:00 PM
NSH,MON,11/14/2009,8:00 PM
MON,CAR,11/17/2009,7:30 PM
WSH,MON,11/20/2009,7:00 PM
MON,DET,11/21/2009,7:00 PM
MON,CBJ,11/24/2009,7:30 PM
PIT,MON,11/25/2009,7:30 PM
MON,WSH,11/28/2009,7:00 PM
MON,TOR,12/1/2009,7:30 PM
BUF,MON,12/3/2009,7:00 PM
MON,BOS,12/4/2009,8:00 PM
MON,PHI,12/7/2009,7:30 PM
OTT,MON,12/8/2009,7:30 PM
MON,PIT,12/10/2009,7:30 PM
ATL,MON,12/12/2009,7:00 PM
MON,BUF,12/14/2009,7:30 PM
NJD,MON,12/16/2009,7:00 PM
MON,MIN,12/17/2009,7:00 PM
NYI,MON,12/19/2009,7:00 PM
ATL,MON,12/21/2009,7:00 PM
CAR,MON,12/23/2009,7:00 PM
TOR,MON,12/26/2009,7:00 PM
OTT,MON,12/28/2009,7:30 PM
TBL,MON,12/30/2009,7:00 PM
FLA,MON,12/31/2009,5:00 PM
MON,BUF,1/3/2010,3:00 PM
WSH,MON,1/5/2010,7:00 PM
MON,FLA,1/7/2010,7:30 PM
MON,NJD,1/9/2010,7:00 PM
MON,DAL,1/14/2010,7:30 PM
MON,OTT,1/16/2010,7:00 PM
NYR,MON,1/17/2010,7:00 PM
MON,STL,1/20/2010,7:30 PM
NJD,MON,1/22/2010,7:00 PM
MON,NYR,1/23/2010,7:00 PM
FLA,MON,1/26/2010,7:30 PM
TBL,MON,1/27/2010,7:00 PM
OTT,MON,1/30/2010,2:00 PM
MON,VAN,2/2/2010,7:30 PM
BOS,MON,2/4/2010,7:00 PM
MON,PIT,2/6/2010,2:00 PM
MON,BOS,2/7/2010,3:00 PM
MON,WSH,2/10/2010,7:30 PM
PHI,MON,2/12/2010,6:00 PM
MON,PHI,2/13/2010,7:00 PM
BOS,MON,3/2/2010,7:00 PM
SJS,MON,3/4/2010,10:30 PM
LAK,MON,3/6/2010,10:00 PM
ANH,MON,3/7/2010,8:00 PM
MON,TBL,3/9/2010,7:30 PM
MON,EDM,3/11/2010,7:00 PM
MON,BOS,3/13/2010,7:00 PM
NYR,MON,3/16/2010,7:30 PM
TOR,MON,3/20/2010,7:00 PM
MON,OTT,3/22/2010,7:30 PM
BUF,MON,3/24/2010,7:30 PM
MON,FLA,3/25/2010,7:30 PM
MON,NJD,3/27/2010,7:00 PM
MON,CAR,3/31/2010,7:00 PM
PHI,MON,4/2/2010,7:00 PM
MON,BUF,4/3/2010,7:00 PM
NYI,MON,4/6/2010,7:00 PM
CAR,MON,4/8/2010,7:30 PM
MON,TOR,4/10/2010,7:00 PM
