HOME,AWAY,DATE,TIME (MT)
LAK,ARI,10/3/2009,8:30 PM
PIT,ARI,10/7/2009,5:30 PM
BUF,ARI,10/8/2009,5:00 PM
ARI,CBJ,10/10/2009,7:00 PM
SJS,ARI,10/12/2009,8:30 PM
ARI,STL,10/15/2009,8:00 PM
ARI,BOS,10/17/2009,7:00 PM
ARI,DET,10/22/2009,8:00 PM
ARI,LAK,10/24/2009,7:00 PM
NYR,ARI,10/26/2009,5:00 PM
CBJ,ARI,10/28/2009,5:00 PM
STL,ARI,10/29/2009,6:00 PM
ARI,ANH,10/31/2009,7:00 PM
ARI,LAK,11/2/2009,7:00 PM
COL,ARI,11/4/2009,7:00 PM
ARI,CHI,11/5/2009,7:00 PM
ANH,ARI,11/7/2009,8:00 PM
ARI,MON,11/12/2009,7:00 PM
ARI,DAL,11/14/2009,6:00 PM
ARI,TBL,11/16/2009,7:00 PM
MIN,ARI,11/18/2009,6:00 PM
STL,ARI,11/19/2009,6:00 PM
ARI,PHI,11/21/2009,6:00 PM
EDM,ARI,11/23/2009,7:00 PM
CGY,ARI,11/25/2009,7:30 PM
ARI,DAL,11/27/2009,7:00 PM
ANH,ARI,11/29/2009,6:00 PM
ARI,CGY,12/3/2009,7:30 PM
ARI,OTT,12/5/2009,8:00 PM
ARI,MIN,12/7/2009,7:00 PM
LAK,ARI,12/10/2009,8:30 PM
ARI,SJS,12/12/2009,6:00 PM
DET,ARI,12/14/2009,5:30 PM
TOR,ARI,12/16/2009,5:30 PM
CBJ,ARI,12/17/2009,5:00 PM
ANH,ARI,12/19/2009,2:00 PM
ARI,CBJ,12/21/2009,7:00 PM
ARI,ANH,12/23/2009,7:00 PM
ARI,LAK,12/26/2009,7:00 PM
SJS,ARI,12/28/2009,8:30 PM
ARI,VAN,12/29/2009,7:00 PM
ARI,SJS,12/31/2009,5:00 PM
ARI,DET,1/2/2010,6:00 PM
EDM,ARI,1/5/2010,7:00 PM
VAN,ARI,1/7/2010,8:00 PM
ARI,NYI,1/9/2010,6:00 PM
ARI,SJS,1/12/2010,7:00 PM
ARI,NJD,1/14/2010,7:00 PM
ARI,MIN,1/16/2010,6:00 PM
ARI,BUF,1/18/2010,5:00 PM
ARI,NSH,1/21/2010,7:00 PM
WSH,ARI,1/23/2010,5:00 PM
DET,ARI,1/26/2010,5:00 PM
ARI,CGY,1/28/2010,7:00 PM
ARI,NYR,1/30/2010,6:00 PM
DAL,ARI,1/31/2010,4:00 PM
NSH,ARI,2/2/2010,6:00 PM
CHI,ARI,2/5/2010,6:30 PM
DAL,ARI,2/6/2010,4:00 PM
ARI,EDM,2/8/2010,7:30 PM
MIN,ARI,2/10/2010,6:00 PM
COL,ARI,2/12/2010,7:00 PM
ARI,DAL,2/13/2010,6:00 PM
ARI,STL,3/2/2010,7:00 PM
ARI,COL,3/4/2010,7:00 PM
ARI,ANH,3/6/2010,6:00 PM
ARI,VAN,3/10/2010,8:00 PM
CAR,ARI,3/13/2010,5:00 PM
ATL,ARI,3/14/2010,3:00 PM
TBL,ARI,3/16/2010,5:30 PM
FLA,ARI,3/18/2010,5:30 PM
ARI,CHI,3/20/2010,7:00 PM
DAL,ARI,3/21/2010,5:00 PM
CHI,ARI,3/23/2010,6:30 PM
NSH,ARI,3/25/2010,6:00 PM
ARI,COL,3/27/2010,7:00 PM
VAN,ARI,3/30/2010,8:00 PM
CGY,ARI,3/31/2010,7:30 PM
ARI,EDM,4/3/2010,8:00 PM
ARI,NSH,4/7/2010,8:00 PM
LAK,ARI,4/8/2010,8:30 PM
SJS,ARI,4/10/2010,8:30 PM
