HOME,AWAY,DATE,TIME (ET)
ATL,TBL,10/3/2009,7:00 PM
CAR,TBL,10/6/2009,7:00 PM
TBL,NJD,10/8/2009,7:30 PM
TBL,CAR,10/10/2009,7:30 PM
TBL,FLA,10/12/2009,7:30 PM
OTT,TBL,10/15/2009,7:30 PM
PIT,TBL,10/17/2009,7:30 PM
TBL,SJS,10/22/2009,7:30 PM
TBL,BUF,10/24/2009,7:30 PM
TBL,OTT,10/29/2009,7:00 PM
TBL,NJD,10/31/2009,3:00 PM
PHI,TBL,11/2/2009,5:00 PM
TOR,TBL,11/3/2009,7:30 PM
OTT,TBL,11/5/2009,7:30 PM
MON,TBL,11/7/2009,7:00 PM
TBL,MIN,11/12/2009,7:30 PM
TBL,LAK,11/14/2009,7:30 PM
ARI,TBL,11/16/2009,9:00 PM
ANH,TBL,11/19/2009,10:00 PM
CAR,TBL,11/21/2009,7:00 PM
ATL,TBL,11/22/2009,5:00 PM
TBL,TOR,11/25/2009,7:00 PM
TBL,NYR,11/27/2009,7:30 PM
DAL,TBL,11/28/2009,8:30 PM
TBL,COL,11/30/2009,7:30 PM
BOS,TBL,12/2/2009,7:00 PM
NJD,TBL,12/4/2009,7:00 PM
TBL,NYI,12/5/2009,7:30 PM
TBL,WSH,12/7/2009,7:30 PM
TBL,EDM,12/9/2009,7:30 PM
COL,TBL,12/11/2009,9:00 PM
CHI,TBL,12/13/2009,7:00 PM
NSH,TBL,12/15/2009,8:00 PM
DET,TBL,12/17/2009,7:30 PM
STL,TBL,12/18/2009,8:00 PM
NYI,TBL,12/21/2009,7:00 PM
TBL,PHI,12/23/2009,7:30 PM
TBL,ATL,12/26/2009,7:30 PM
TBL,BOS,12/28/2009,7:30 PM
TBL,MON,12/30/2009,7:00 PM
TBL,PIT,1/2/2010,3:00 PM
BUF,TBL,1/6/2010,7:00 PM
NJD,TBL,1/8/2010,6:00 PM
PHI,TBL,1/9/2010,7:00 PM
TBL,WSH,1/12/2010,7:30 PM
TBL,FLA,1/14/2010,7:30 PM
FLA,TBL,1/16/2010,7:00 PM
CAR,TBL,1/18/2010,7:00 PM
NYR,TBL,1/19/2010,7:00 PM
TBL,TOR,1/21/2010,7:00 PM
TBL,ATL,1/23/2010,7:30 PM
TBL,MON,1/27/2010,7:00 PM
TBL,ANH,1/29/2010,7:30 PM
WSH,TBL,1/31/2010,3:00 PM
ATL,TBL,2/2/2010,7:00 PM
TBL,NYI,2/4/2010,7:30 PM
TBL,CGY,2/6/2010,7:00 PM
TBL,VAN,2/9/2010,7:30 PM
TBL,BOS,2/11/2010,7:30 PM
NYI,TBL,2/13/2010,2:00 PM
NYR,TBL,2/14/2010,1:00 PM
TBL,PHI,3/2/2010,7:30 PM
WSH,TBL,3/4/2010,7:00 PM
TBL,ATL,3/6/2010,7:30 PM
MON,TBL,3/9/2010,7:30 PM
TOR,TBL,3/11/2010,7:00 PM
WSH,TBL,3/12/2010,7:00 PM
TBL,PIT,3/14/2010,5:00 PM
TBL,ARI,3/16/2010,7:30 PM
TBL,BUF,3/18/2010,7:30 PM
TBL,WSH,3/20/2010,7:30 PM
FLA,TBL,3/21/2010,5:00 PM
TBL,CAR,3/23/2010,7:30 PM
BOS,TBL,3/25/2010,7:00 PM
BUF,TBL,3/27/2010,7:00 PM
CBJ,TBL,3/30/2010,7:00 PM
PIT,TBL,3/31/2010,7:30 PM
TBL,NYR,4/2/2010,7:30 PM
TBL,CAR,4/6/2010,7:30 PM
TBL,OTT,4/8/2010,7:30 PM
TBL,FLA,4/10/2010,7:30 PM
FLA,TBL,4/11/2010,5:00 PM
