HOME,AWAY,DATE,TIME (PT)
LAK,ARI,10/3/2009,7:30 PM
LAK,SJS,10/6/2009,7:30 PM
LAK,MIN,10/8/2009,7:30 PM
STL,LAK,10/10/2009,5:00 PM
NYI,LAK,10/12/2009,11:00 PM
NYR,LAK,10/14/2009,4:00 PM
DET,LAK,10/15/2009,4:30 PM
CBJ,LAK,10/17/2009,4:00 PM
DAL,LAK,10/19/2009,5:30 PM
LAK,DAL,10/22/2009,7:30 PM
ARI,LAK,10/24/2009,6:00 PM
LAK,CBJ,10/25/2009,6:00 PM
SJS,LAK,10/28/2009,7:30 PM
LAK,VAN,10/29/2009,7:30 PM
ARI,LAK,11/2/2009,6:00 PM
LAK,PIT,11/5/2009,7:30 PM
LAK,NSH,11/7/2009,1:00 PM
CHI,LAK,11/9/2009,5:00 PM
CAR,LAK,11/11/2009,4:00 PM
ATL,LAK,11/13/2009,4:30 PM
TBL,LAK,11/14/2009,4:30 PM
FLA,LAK,11/16/2009,4:30 PM
LAK,PHI,11/18/2009,7:30 PM
LAK,CGY,11/21/2009,1:00 PM
EDM,LAK,11/25/2009,6:30 PM
VAN,LAK,11/26/2009,7:00 PM
LAK,CHI,11/28/2009,7:30 PM
ANH,LAK,12/1/2009,7:30 PM
LAK,OTT,12/3/2009,7:30 PM
LAK,STL,12/5/2009,1:00 PM
LAK,CGY,12/7/2009,7:30 PM
SJS,LAK,12/9/2009,7:30 PM
LAK,ARI,12/10/2009,7:30 PM
LAK,DAL,12/12/2009,7:30 PM
VAN,LAK,12/14/2009,7:00 PM
EDM,LAK,12/15/2009,6:30 PM
CGY,LAK,12/17/2009,6:30 PM
ARI,LAK,12/26/2009,6:00 PM
LAK,MIN,12/28/2009,7:30 PM
CGY,LAK,12/30/2009,6:30 PM
MIN,LAK,12/31/2009,5:00 PM
LAK,WSH,1/2/2010,1:00 PM
SJS,LAK,1/4/2010,7:30 PM
LAK,DET,1/7/2010,7:30 PM
LAK,STL,1/9/2010,7:30 PM
LAK,SJS,1/11/2010,7:30 PM
LAK,ANH,1/14/2010,7:30 PM
LAK,BOS,1/16/2010,1:00 PM
LAK,SJS,1/19/2010,7:30 PM
LAK,BUF,1/21/2010,7:30 PM
DET,LAK,1/23/2010,4:00 PM
TOR,LAK,1/26/2010,4:00 PM
CBJ,LAK,1/28/2010,4:00 PM
BOS,LAK,1/30/2010,4:00 PM
NJD,LAK,1/31/2010,2:00 PM
LAK,NYR,2/2/2010,7:30 PM
LAK,ANH,2/4/2010,7:30 PM
LAK,DET,2/6/2010,1:00 PM
ANH,LAK,2/8/2010,7:00 PM
LAK,EDM,2/11/2010,7:30 PM
LAK,COL,2/13/2010,7:30 PM
DAL,LAK,3/2/2010,5:30 PM
NSH,LAK,3/4/2010,5:00 PM
LAK,MON,3/6/2010,7:00 PM
LAK,CBJ,3/8/2010,7:30 PM
CHI,LAK,3/10/2010,5:30 PM
DAL,LAK,3/12/2010,5:30 PM
LAK,NSH,3/14/2010,0:00 PM
LAK,CHI,3/18/2010,7:30 PM
LAK,NYI,3/20/2010,7:30 PM
LAK,COL,3/22/2010,7:30 PM
COL,LAK,3/24/2010,6:00 PM
STL,LAK,3/25/2010,5:00 PM
LAK,DAL,3/27/2010,7:30 PM
MIN,LAK,3/29/2010,6:00 PM
NSH,LAK,3/30/2010,5:00 PM
LAK,VAN,4/1/2010,7:30 PM
LAK,ANH,4/3/2010,7:30 PM
ANH,LAK,4/6/2010,7:00 PM
LAK,ARI,4/8/2010,7:30 PM
LAK,EDM,4/10/2010,1:00 PM
COL,LAK,4/11/2010,0:00 PM
