HOME,AWAY,DATE,TIME (CT)
DET,ANH,10/3/2007,6:00 PM
CHI,DET,10/6/2007,7:30 PM
DET,EDM,10/8/2007,6:30 PM
DET,CGY,10/10/2007,6:30 PM
DET,CHI,10/12/2007,6:30 PM
LAK,DET,10/14/2007,7:00 PM
ANH,DET,10/15/2007,9:00 PM
SJS,DET,10/18/2007,9:30 PM
ARI,DET,10/20/2007,9:00 PM
DET,VAN,10/24/2007,6:30 PM
DET,SJS,10/26/2007,6:30 PM
VAN,DET,10/28/2007,9:30 PM
EDM,DET,10/30/2007,8:30 PM
CGY,DET,11/1/2007,7:00 PM
DET,NSH,11/7/2007,6:30 PM
DET,CBJ,11/9/2007,6:30 PM
CHI,DET,11/11/2007,6:00 PM
STL,DET,11/13/2007,6:30 PM
DET,CHI,11/17/2007,6:00 PM
CBJ,DET,11/18/2007,4:00 PM
DET,STL,11/21/2007,6:30 PM
NSH,DET,11/22/2007,7:00 PM
CBJ,DET,11/24/2007,6:00 PM
DET,CGY,11/27/2007,6:00 PM
DET,TBL,11/29/2007,6:30 PM
DET,ARI,12/1/2007,6:00 PM
MON,DET,12/4/2007,6:30 PM
DET,MIN,12/7/2007,6:30 PM
DET,CAR,12/9/2007,4:00 PM
NSH,DET,12/10/2007,7:00 PM
DET,EDM,12/13/2007,6:30 PM
DET,FLA,12/15/2007,6:00 PM
DET,WSH,12/17/2007,6:00 PM
DET,LAK,12/19/2007,6:30 PM
STL,DET,12/20/2007,7:30 PM
MIN,DET,12/22/2007,7:00 PM
STL,DET,12/26/2007,7:30 PM
COL,DET,12/27/2007,8:00 PM
ARI,DET,12/29/2007,8:00 PM
DET,STL,12/31/2007,6:00 PM
DET,DAL,1/2/2008,6:30 PM
DAL,DET,1/5/2008,1:00 PM
CHI,DET,1/6/2008,6:00 PM
DET,COL,1/8/2008,6:30 PM
DET,MIN,1/10/2008,6:30 PM
OTT,DET,1/12/2008,6:00 PM
DET,ATL,1/15/2008,6:30 PM
DET,VAN,1/17/2008,6:30 PM
SJS,DET,1/19/2008,9:30 PM
LAK,DET,1/22/2008,9:30 PM
ANH,DET,1/23/2008,9:00 PM
DET,ARI,1/30/2008,6:30 PM
DET,COL,2/1/2008,6:30 PM
BOS,DET,2/2/2008,6:00 PM
MIN,DET,2/5/2008,7:00 PM
DET,LAK,2/7/2008,6:30 PM
TOR,DET,2/9/2008,2:00 PM
DET,ANH,2/10/2008,2:30 PM
NSH,DET,2/12/2008,7:00 PM
DET,CBJ,2/15/2008,6:30 PM
DAL,DET,2/17/2008,2:30 PM
COL,DET,2/18/2008,7:00 PM
CGY,DET,2/22/2008,8:00 PM
VAN,DET,2/23/2008,9:00 PM
EDM,DET,2/26/2008,8:00 PM
DET,SJS,2/29/2008,6:30 PM
BUF,DET,3/2/2008,5:00 PM
DET,STL,3/5/2008,6:30 PM
DET,NSH,3/9/2008,2:00 PM
DET,CHI,3/11/2008,6:30 PM
DET,DAL,3/13/2008,6:30 PM
DET,NSH,3/15/2008,0:00 PM
CBJ,DET,3/16/2008,2:00 PM
DET,CBJ,3/19/2008,6:30 PM
NSH,DET,3/20/2008,7:00 PM
CBJ,DET,3/22/2008,6:00 PM
STL,DET,3/25/2008,7:30 PM
DET,STL,3/28/2008,6:30 PM
DET,NSH,3/30/2008,2:00 PM
CHI,DET,4/2/2008,7:30 PM
DET,CBJ,4/3/2008,6:30 PM
DET,CHI,4/6/2008,11:30 PM
