HOME,AWAY,DATE,TIME (PT)
LAK,ANH,9/29/2007,9:00 PM
ANH,LAK,9/30/2007,9:00 PM
DET,ANH,10/3/2007,4:00 PM
CBJ,ANH,10/5/2007,4:00 PM
PIT,ANH,10/6/2007,4:30 PM
ANH,BOS,10/10/2007,7:00 PM
ANH,MIN,10/14/2007,5:00 PM
ANH,DET,10/15/2007,7:00 PM
ANH,NSH,10/17/2007,7:00 PM
DAL,ANH,10/20/2007,5:00 PM
STL,ANH,10/23/2007,5:30 PM
ANH,ARI,10/25/2007,7:00 PM
ANH,EDM,10/28/2007,5:00 PM
ANH,CBJ,11/1/2007,7:00 PM
ARI,ANH,11/3/2007,7:00 PM
ANH,DAL,11/5/2007,7:00 PM
ANH,ARI,11/7/2007,7:00 PM
ANH,SJS,11/9/2007,7:00 PM
ANH,LAK,11/13/2007,7:00 PM
LAK,ANH,11/15/2007,7:30 PM
SJS,ANH,11/17/2007,7:30 PM
DAL,ANH,11/21/2007,5:30 PM
ANH,ARI,11/23/2007,1:00 PM
ANH,LAK,11/25/2007,5:00 PM
VAN,ANH,11/27/2007,7:00 PM
CGY,ANH,11/29/2007,6:00 PM
EDM,ANH,11/30/2007,6:00 PM
ANH,EDM,12/2/2007,5:00 PM
ANH,BUF,12/5/2007,7:00 PM
CHI,ANH,12/7/2007,5:30 PM
NSH,ANH,12/8/2007,5:00 PM
CBJ,ANH,12/10/2007,4:00 PM
ANH,VAN,12/12/2007,7:00 PM
ANH,MIN,12/14/2007,7:00 PM
ANH,SJS,12/16/2007,5:00 PM
SJS,ANH,12/18/2007,7:30 PM
ANH,COL,12/19/2007,7:00 PM
SJS,ANH,12/22/2007,7:30 PM
EDM,ANH,12/27/2007,6:00 PM
CGY,ANH,12/29/2007,7:00 PM
VAN,ANH,12/30/2007,5:00 PM
ANH,CBJ,1/2/2008,7:00 PM
ANH,CHI,1/4/2008,7:00 PM
ARI,ANH,1/5/2008,6:00 PM
ANH,NSH,1/7/2008,7:00 PM
ANH,TOR,1/9/2008,7:00 PM
ANH,SJS,1/13/2008,5:00 PM
ANH,DAL,1/15/2008,7:00 PM
NSH,ANH,1/17/2008,5:00 PM
MIN,ANH,1/18/2008,5:00 PM
DAL,ANH,1/20/2008,0:30 PM
ANH,DET,1/23/2008,7:00 PM
LAK,ANH,1/24/2008,7:30 PM
MIN,ANH,1/30/2008,4:00 PM
STL,ANH,2/1/2008,5:30 PM
PHI,ANH,2/2/2008,4:00 PM
NYI,ANH,2/5/2008,4:00 PM
NYR,ANH,2/7/2008,4:00 PM
NJD,ANH,2/8/2008,4:00 PM
DET,ANH,2/10/2008,0:30 PM
COL,ANH,2/12/2008,6:30 PM
ANH,DAL,2/15/2008,7:00 PM
ANH,CGY,2/17/2008,5:00 PM
ANH,COL,2/20/2008,7:00 PM
ANH,STL,2/22/2008,7:00 PM
ANH,CHI,2/24/2008,5:00 PM
ANH,CGY,2/29/2008,7:00 PM
ANH,OTT,3/3/2008,7:00 PM
CHI,ANH,3/5/2008,5:30 PM
COL,ANH,3/6/2008,6:00 PM
ANH,MON,3/9/2008,5:00 PM
ARI,ANH,3/11/2008,7:30 PM
ANH,VAN,3/12/2008,7:00 PM
ANH,STL,3/15/2008,7:00 PM
DAL,ANH,3/19/2008,5:30 PM
SJS,ANH,3/21/2008,7:30 PM
ARI,ANH,3/22/2008,7:00 PM
ANH,LAK,3/26/2008,7:00 PM
ANH,SJS,3/28/2008,7:00 PM
ANH,DAL,3/30/2008,5:00 PM
LAK,ANH,4/5/2008,1:00 PM
ANH,ARI,4/6/2008,5:00 PM
