HOME,AWAY,DATE,TIME (PT)
VAN,SJS,10/5/2007,7:00 PM
CGY,VAN,10/6/2007,7:00 PM
VAN,PHI,10/10/2007,7:30 PM
EDM,VAN,10/12/2007,6:00 PM
VAN,EDM,10/13/2007,7:00 PM
VAN,SJS,10/15/2007,7:00 PM
VAN,LAK,10/19/2007,7:00 PM
CBJ,VAN,10/21/2007,2:00 PM
CAR,VAN,10/22/2007,4:00 PM
DET,VAN,10/24/2007,4:30 PM
WSH,VAN,10/26/2007,4:00 PM
VAN,DET,10/28/2007,7:30 PM
VAN,NSH,11/1/2007,8:00 PM
COL,VAN,11/3/2007,7:00 PM
CGY,VAN,11/8/2007,6:00 PM
VAN,COL,11/9/2007,7:00 PM
VAN,EDM,11/14/2007,7:00 PM
VAN,MIN,11/16/2007,7:00 PM
VAN,CGY,11/18/2007,5:00 PM
EDM,VAN,11/20/2007,6:00 PM
MIN,VAN,11/21/2007,5:00 PM
STL,VAN,11/23/2007,5:30 PM
VAN,CHI,11/25/2007,7:00 PM
VAN,ANH,11/27/2007,7:00 PM
VAN,CBJ,11/29/2007,7:00 PM
MIN,VAN,12/2/2007,3:00 PM
CHI,VAN,12/5/2007,5:30 PM
NSH,VAN,12/6/2007,5:00 PM
VAN,PIT,12/8/2007,7:00 PM
LAK,VAN,12/10/2007,7:30 PM
ANH,VAN,12/12/2007,7:00 PM
SJS,VAN,12/13/2007,7:30 PM
EDM,VAN,12/15/2007,7:00 PM
VAN,NJD,12/18/2007,7:00 PM
VAN,DAL,12/20/2007,7:00 PM
ARI,VAN,12/22/2007,7:00 PM
COL,VAN,12/23/2007,5:00 PM
VAN,CGY,12/27/2007,7:00 PM
VAN,ANH,12/30/2007,5:00 PM
CGY,VAN,12/31/2007,6:00 PM
VAN,NYR,1/3/2008,7:00 PM
VAN,NYI,1/8/2008,7:00 PM
SJS,VAN,1/10/2008,7:30 PM
VAN,ARI,1/11/2008,7:00 PM
STL,VAN,1/13/2008,3:00 PM
CBJ,VAN,1/15/2008,4:00 PM
DET,VAN,1/17/2008,4:30 PM
VAN,LAK,1/19/2008,7:00 PM
VAN,MIN,1/21/2008,7:00 PM
VAN,STL,1/23/2008,7:00 PM
VAN,DAL,1/29/2008,7:00 PM
TBL,VAN,1/31/2008,4:30 PM
FLA,VAN,2/1/2008,4:30 PM
DAL,VAN,2/5/2008,5:30 PM
ATL,VAN,2/7/2008,4:00 PM
VAN,COL,2/9/2008,7:00 PM
VAN,CHI,2/10/2008,7:00 PM
VAN,MIN,2/14/2008,7:00 PM
VAN,EDM,2/16/2008,7:00 PM
MIN,VAN,2/19/2008,5:00 PM
NSH,VAN,2/21/2008,5:00 PM
VAN,DET,2/23/2008,7:00 PM
VAN,COL,2/27/2008,7:00 PM
VAN,CBJ,2/29/2008,7:00 PM
CHI,VAN,3/2/2008,0:00 PM
COL,VAN,3/4/2008,6:30 PM
VAN,NSH,3/6/2008,7:00 PM
VAN,STL,3/8/2008,7:00 PM
LAK,VAN,3/10/2008,7:30 PM
ANH,VAN,3/12/2008,7:00 PM
ARI,VAN,3/13/2008,7:00 PM
DAL,VAN,3/15/2008,4:00 PM
VAN,ARI,3/17/2008,7:00 PM
EDM,VAN,3/20/2008,6:00 PM
VAN,MIN,3/21/2008,7:00 PM
CGY,VAN,3/25/2008,6:00 PM
COL,VAN,3/26/2008,6:00 PM
MIN,VAN,3/28/2008,5:00 PM
VAN,CGY,3/30/2008,7:00 PM
VAN,COL,4/1/2008,7:00 PM
VAN,EDM,4/3/2008,7:30 PM
VAN,CGY,4/5/2008,7:00 PM
