HOME,AWAY,DATE,TIME (MT)
CGY,PHI,10/4/2007,8:00 PM
CGY,VAN,10/6/2007,8:00 PM
DET,CGY,10/10/2007,5:30 PM
DAL,CGY,10/12/2007,6:30 PM
NSH,CGY,10/13/2007,6:00 PM
COL,CGY,10/16/2007,7:00 PM
CGY,LAK,10/18/2007,7:00 PM
CGY,EDM,10/20/2007,8:00 PM
CGY,SJS,10/22/2007,7:00 PM
CGY,MIN,10/24/2007,7:00 PM
CGY,COL,10/26/2007,7:00 PM
CGY,NSH,10/30/2007,7:30 PM
CGY,DET,11/1/2007,6:00 PM
MIN,CGY,11/3/2007,6:00 PM
COL,CGY,11/5/2007,7:00 PM
CGY,VAN,11/8/2007,7:00 PM
CGY,EDM,11/10/2007,8:00 PM
CGY,MIN,11/13/2007,7:30 PM
EDM,CGY,11/17/2007,8:00 PM
VAN,CGY,11/18/2007,6:00 PM
CGY,COL,11/20/2007,7:30 PM
CGY,CHI,11/22/2007,7:00 PM
COL,CGY,11/24/2007,5:00 PM
STL,CGY,11/25/2007,4:00 PM
DET,CGY,11/27/2007,5:00 PM
CGY,ANH,11/29/2007,7:00 PM
CGY,CBJ,12/1/2007,8:00 PM
CGY,STL,12/4/2007,7:00 PM
CGY,PIT,12/6/2007,7:00 PM
CHI,CGY,12/9/2007,5:00 PM
FLA,CGY,12/11/2007,5:30 PM
TBL,CGY,12/13/2007,5:30 PM
CAR,CGY,12/14/2007,5:00 PM
STL,CGY,12/16/2007,4:00 PM
CBJ,CGY,12/18/2007,5:00 PM
CGY,DAL,12/21/2007,8:00 PM
CGY,NJD,12/23/2007,6:00 PM
VAN,CGY,12/27/2007,8:00 PM
CGY,ANH,12/29/2007,8:00 PM
CGY,VAN,12/31/2007,7:00 PM
CGY,NYR,1/2/2008,7:00 PM
SJS,CGY,1/3/2008,8:30 PM
LAK,CGY,1/5/2008,8:30 PM
CGY,ARI,1/8/2008,7:00 PM
CGY,NYI,1/11/2008,7:00 PM
EDM,CGY,1/13/2008,6:00 PM
NSH,CGY,1/15/2008,6:00 PM
MIN,CGY,1/16/2008,6:30 PM
CGY,LAK,1/18/2008,7:00 PM
CGY,MIN,1/22/2008,7:00 PM
CGY,SJS,1/30/2008,7:30 PM
CGY,DAL,2/2/2008,8:00 PM
EDM,CGY,2/4/2008,7:00 PM
CGY,ARI,2/5/2008,7:00 PM
CGY,CHI,2/7/2008,7:00 PM
CGY,EDM,2/9/2008,5:00 PM
SJS,CGY,2/12/2008,8:30 PM
LAK,CGY,2/15/2008,8:30 PM
ANH,CGY,2/17/2008,6:00 PM
ARI,CGY,2/19/2008,7:30 PM
DAL,CGY,2/20/2008,6:30 PM
CGY,DET,2/22/2008,7:00 PM
MIN,CGY,2/24/2008,0:00 PM
CGY,COL,2/26/2008,7:00 PM
ANH,CGY,2/29/2008,8:00 PM
ARI,CGY,3/1/2008,8:00 PM
CGY,CBJ,3/4/2008,7:00 PM
CGY,NSH,3/7/2008,7:30 PM
CGY,STL,3/10/2008,7:30 PM
WSH,CGY,3/12/2008,5:00 PM
ATL,CGY,3/13/2008,5:00 PM
CHI,CGY,3/16/2008,1:00 PM
CBJ,CGY,3/18/2008,5:00 PM
CGY,COL,3/20/2008,7:00 PM
CGY,MIN,3/22/2008,8:00 PM
COL,CGY,3/24/2008,7:30 PM
CGY,VAN,3/25/2008,7:00 PM
CGY,EDM,3/29/2008,8:00 PM
VAN,CGY,3/30/2008,8:00 PM
EDM,CGY,4/1/2008,7:00 PM
MIN,CGY,4/3/2008,6:00 PM
VAN,CGY,4/5/2008,8:00 PM
