HOME,AWAY,DATE,TIME (MT)
EDM,SJS,10/4/2007,7:00 PM
EDM,PHI,10/6/2007,6:00 PM
DET,EDM,10/8/2007,5:30 PM
MIN,EDM,10/10/2007,6:00 PM
EDM,VAN,10/12/2007,7:00 PM
VAN,EDM,10/13/2007,8:00 PM
ARI,EDM,10/18/2007,8:00 PM
CGY,EDM,10/20/2007,8:00 PM
EDM,COL,10/23/2007,7:30 PM
EDM,MIN,10/25/2007,7:00 PM
LAK,EDM,10/27/2007,8:00 PM
ANH,EDM,10/28/2007,6:00 PM
EDM,DET,10/30/2007,7:30 PM
EDM,NSH,11/2/2007,7:00 PM
MIN,EDM,11/5/2007,6:00 PM
COL,EDM,11/7/2007,7:30 PM
CGY,EDM,11/10/2007,8:00 PM
VAN,EDM,11/14/2007,8:00 PM
EDM,MIN,11/15/2007,7:00 PM
EDM,CGY,11/17/2007,8:00 PM
EDM,VAN,11/20/2007,7:00 PM
EDM,COL,11/22/2007,7:00 PM
EDM,CHI,11/24/2007,8:00 PM
EDM,CBJ,11/26/2007,7:00 PM
COL,EDM,11/28/2007,7:30 PM
EDM,ANH,11/30/2007,7:00 PM
ANH,EDM,12/2/2007,6:00 PM
LAK,EDM,12/3/2007,8:30 PM
EDM,PIT,12/5/2007,7:30 PM
EDM,STL,12/7/2007,7:00 PM
DAL,EDM,12/10/2007,6:30 PM
STL,EDM,12/11/2007,7:00 PM
DET,EDM,12/13/2007,5:30 PM
EDM,VAN,12/15/2007,8:00 PM
EDM,DAL,12/18/2007,7:30 PM
EDM,NJD,12/21/2007,7:00 PM
CHI,EDM,12/23/2007,5:00 PM
EDM,ANH,12/27/2007,7:00 PM
MIN,EDM,12/29/2007,6:00 PM
CBJ,EDM,12/31/2007,4:00 PM
STL,EDM,1/2/2008,6:30 PM
NSH,EDM,1/3/2008,6:00 PM
EDM,NYR,1/5/2008,8:00 PM
EDM,NYI,1/7/2008,7:00 PM
EDM,ARI,1/10/2008,7:00 PM
EDM,CGY,1/13/2008,6:00 PM
EDM,LAK,1/15/2008,7:00 PM
WSH,EDM,1/17/2008,5:00 PM
CAR,EDM,1/18/2008,5:00 PM
ATL,EDM,1/20/2008,0:00 PM
TBL,EDM,1/22/2008,5:30 PM
FLA,EDM,1/24/2008,5:30 PM
EDM,SJS,1/29/2008,7:30 PM
EDM,DAL,2/1/2008,7:00 PM
EDM,CGY,2/4/2008,7:00 PM
EDM,CHI,2/6/2008,7:00 PM
CGY,EDM,2/9/2008,5:00 PM
EDM,MIN,2/12/2008,7:00 PM
SJS,EDM,2/14/2008,8:30 PM
VAN,EDM,2/16/2008,8:00 PM
NSH,EDM,2/19/2008,6:00 PM
DAL,EDM,2/22/2008,6:30 PM
EDM,COL,2/24/2008,6:00 PM
EDM,DET,2/26/2008,7:00 PM
EDM,LAK,2/28/2008,7:00 PM
EDM,CBJ,3/2/2008,6:00 PM
EDM,NSH,3/4/2008,7:00 PM
CBJ,EDM,3/7/2008,5:00 PM
CHI,EDM,3/9/2008,1:00 PM
EDM,STL,3/11/2008,7:00 PM
COL,EDM,3/13/2008,7:30 PM
ARI,EDM,3/15/2008,8:00 PM
SJS,EDM,3/16/2008,6:00 PM
EDM,ARI,3/18/2008,7:30 PM
EDM,VAN,3/20/2008,7:00 PM
EDM,COL,3/22/2008,1:00 PM
EDM,MIN,3/24/2008,7:30 PM
MIN,EDM,3/26/2008,6:00 PM
COL,EDM,3/28/2008,7:00 PM
CGY,EDM,3/29/2008,8:00 PM
EDM,CGY,4/1/2008,7:00 PM
VAN,EDM,4/3/2008,8:30 PM
