HOME,AWAY,DATE,TIME (PT)
EDM,SJS,10/4/2007,6:00 PM
VAN,SJS,10/5/2007,7:00 PM
COL,SJS,10/7/2007,4:00 PM
CHI,SJS,10/10/2007,5:30 PM
SJS,BOS,10/13/2007,7:30 PM
VAN,SJS,10/15/2007,7:00 PM
SJS,DET,10/18/2007,7:30 PM
SJS,NSH,10/20/2007,7:30 PM
CGY,SJS,10/22/2007,6:00 PM
DET,SJS,10/26/2007,4:30 PM
CBJ,SJS,10/27/2007,2:30 PM
DAL,SJS,10/29/2007,5:00 PM
SJS,LAK,11/2/2007,7:30 PM
LAK,SJS,11/3/2007,7:30 PM
SJS,DAL,11/7/2007,7:30 PM
ANH,SJS,11/9/2007,7:00 PM
SJS,ARI,11/10/2007,7:30 PM
SJS,ARI,11/12/2007,7:30 PM
DAL,SJS,11/14/2007,5:30 PM
ARI,SJS,11/15/2007,6:00 PM
SJS,ANH,11/17/2007,7:30 PM
SJS,LAK,11/24/2007,7:30 PM
SJS,LAK,11/28/2007,7:30 PM
SJS,COL,11/30/2007,7:30 PM
COL,SJS,12/3/2007,6:00 PM
DAL,SJS,12/5/2007,5:30 PM
ARI,SJS,12/7/2007,6:00 PM
SJS,BUF,12/8/2007,7:30 PM
SJS,MIN,12/11/2007,7:30 PM
SJS,VAN,12/13/2007,7:30 PM
SJS,DAL,12/15/2007,1:00 PM
ANH,SJS,12/16/2007,5:00 PM
SJS,ANH,12/18/2007,7:30 PM
SJS,ARI,12/20/2007,7:30 PM
SJS,ANH,12/22/2007,7:30 PM
LAK,SJS,12/26/2007,7:30 PM
STL,SJS,12/28/2007,5:30 PM
NSH,SJS,12/29/2007,5:00 PM
MIN,SJS,12/31/2007,4:00 PM
SJS,CGY,1/3/2008,7:30 PM
SJS,CBJ,1/5/2008,7:30 PM
SJS,VAN,1/10/2008,7:30 PM
SJS,TOR,1/12/2008,7:00 PM
ANH,SJS,1/13/2008,5:00 PM
ARI,SJS,1/15/2008,6:30 PM
SJS,DAL,1/17/2008,7:30 PM
SJS,DET,1/19/2008,7:30 PM
SJS,CHI,1/22/2008,7:30 PM
SJS,STL,1/24/2008,7:30 PM
EDM,SJS,1/29/2008,6:30 PM
CGY,SJS,1/30/2008,6:30 PM
SJS,CHI,2/2/2008,2:00 PM
SJS,COL,2/6/2008,7:30 PM
SJS,CBJ,2/8/2008,7:30 PM
SJS,NSH,2/9/2008,7:00 PM
SJS,CGY,2/12/2008,7:30 PM
SJS,EDM,2/14/2008,7:30 PM
NYR,SJS,2/17/2008,10:00 PM
NYI,SJS,2/18/2008,11:00 PM
NJD,SJS,2/20/2008,4:00 PM
PHI,SJS,2/21/2008,4:00 PM
PIT,SJS,2/24/2008,0:00 PM
CBJ,SJS,2/27/2008,4:00 PM
DET,SJS,2/29/2008,4:30 PM
STL,SJS,3/1/2008,5:30 PM
SJS,MON,3/3/2008,7:30 PM
SJS,OTT,3/5/2008,7:30 PM
CHI,SJS,3/7/2008,5:30 PM
MIN,SJS,3/9/2008,1:00 PM
NSH,SJS,3/11/2008,5:00 PM
SJS,STL,3/14/2008,7:30 PM
SJS,EDM,3/16/2008,5:00 PM
LAK,SJS,3/18/2008,7:30 PM
SJS,MIN,3/19/2008,7:30 PM
SJS,ANH,3/21/2008,7:30 PM
ARI,SJS,3/25/2008,7:30 PM
SJS,DAL,3/27/2008,7:00 PM
ANH,SJS,3/28/2008,7:00 PM
SJS,ARI,3/30/2008,5:00 PM
SJS,LAK,4/1/2008,7:30 PM
LAK,SJS,4/3/2008,7:30 PM
DAL,SJS,4/6/2008,0:00 PM
