HOME,AWAY,DATE,TIME (MT)
COL,DAL,10/3/2007,7:30 PM
NSH,COL,10/4/2007,6:00 PM
COL,SJS,10/7/2007,5:00 PM
STL,COL,10/12/2007,6:30 PM
COL,CBJ,10/13/2007,7:00 PM
COL,CGY,10/16/2007,7:00 PM
CHI,COL,10/19/2007,6:30 PM
MIN,COL,10/21/2007,5:00 PM
EDM,COL,10/23/2007,7:30 PM
CGY,COL,10/26/2007,7:00 PM
COL,MIN,10/28/2007,1:00 PM
COL,PIT,11/1/2007,7:00 PM
COL,VAN,11/3/2007,8:00 PM
COL,CGY,11/5/2007,7:00 PM
COL,EDM,11/7/2007,7:30 PM
VAN,COL,11/9/2007,8:00 PM
COL,MIN,11/11/2007,6:00 PM
DAL,COL,11/16/2007,6:30 PM
MIN,COL,11/18/2007,4:00 PM
CGY,COL,11/20/2007,7:30 PM
EDM,COL,11/22/2007,7:00 PM
COL,CGY,11/24/2007,5:00 PM
COL,EDM,11/28/2007,7:30 PM
SJS,COL,11/30/2007,8:30 PM
LAK,COL,12/1/2007,8:30 PM
COL,SJS,12/3/2007,7:00 PM
CBJ,COL,12/5/2007,5:00 PM
COL,PHI,12/7/2007,7:00 PM
COL,STL,12/9/2007,6:00 PM
CBJ,COL,12/12/2007,5:00 PM
NSH,COL,12/13/2007,6:00 PM
COL,NSH,12/15/2007,7:00 PM
LAK,COL,12/17/2007,8:30 PM
ANH,COL,12/19/2007,8:00 PM
COL,NYR,12/21/2007,7:00 PM
COL,VAN,12/23/2007,6:00 PM
COL,DET,12/27/2007,7:00 PM
COL,LAK,12/29/2007,1:00 PM
ARI,COL,12/31/2007,6:00 PM
COL,ARI,1/2/2008,7:00 PM
COL,NYI,1/5/2008,7:00 PM
DET,COL,1/8/2008,5:30 PM
WSH,COL,1/9/2008,5:00 PM
CAR,COL,1/12/2008,5:00 PM
FLA,COL,1/13/2008,3:00 PM
TBL,COL,1/15/2008,5:30 PM
COL,CHI,1/18/2008,7:00 PM
COL,CBJ,1/20/2008,6:00 PM
COL,NSH,1/22/2008,7:00 PM
COL,MIN,1/24/2008,7:00 PM
COL,CHI,1/30/2008,7:30 PM
DET,COL,2/1/2008,5:30 PM
STL,COL,2/2/2008,6:30 PM
COL,ARI,2/4/2008,7:00 PM
SJS,COL,2/6/2008,8:30 PM
VAN,COL,2/9/2008,8:00 PM
COL,ANH,2/12/2008,7:30 PM
COL,STL,2/14/2008,7:00 PM
CHI,COL,2/17/2008,11:00 PM
COL,DET,2/18/2008,6:00 PM
ANH,COL,2/20/2008,8:00 PM
ARI,COL,2/22/2008,7:00 PM
EDM,COL,2/24/2008,6:00 PM
CGY,COL,2/26/2008,7:00 PM
VAN,COL,2/27/2008,8:00 PM
COL,LAK,3/1/2008,6:00 PM
COL,VAN,3/4/2008,7:30 PM
COL,ANH,3/6/2008,7:00 PM
COL,DAL,3/8/2008,1:00 PM
DAL,COL,3/9/2008,6:00 PM
ATL,COL,3/11/2008,5:00 PM
COL,EDM,3/13/2008,7:30 PM
COL,NJD,3/15/2008,1:00 PM
MIN,COL,3/17/2008,5:00 PM
CGY,COL,3/20/2008,7:00 PM
EDM,COL,3/22/2008,1:00 PM
COL,CGY,3/24/2008,7:30 PM
COL,VAN,3/26/2008,7:00 PM
COL,EDM,3/28/2008,7:00 PM
MIN,COL,3/30/2008,4:00 PM
VAN,COL,4/1/2008,8:00 PM
COL,MIN,4/6/2008,1:00 PM
