HOME,AWAY,DATE,TIME (CT)
MIN,CHI,10/4/2007,7:30 PM
CHI,DET,10/6/2007,7:30 PM
CHI,SJS,10/10/2007,7:30 PM
DET,CHI,10/12/2007,6:30 PM
CHI,DAL,10/13/2007,7:30 PM
CHI,STL,10/17/2007,7:30 PM
CHI,COL,10/19/2007,7:30 PM
TOR,CHI,10/20/2007,6:00 PM
CHI,CBJ,10/23/2007,7:30 PM
BOS,CHI,10/25/2007,6:00 PM
CHI,ATL,10/27/2007,7:30 PM
DAL,CHI,10/31/2007,7:30 PM
STL,CHI,11/3/2007,7:30 PM
CHI,NSH,11/4/2007,6:00 PM
CHI,CBJ,11/7/2007,7:30 PM
CHI,STL,11/9/2007,7:30 PM
CHI,DET,11/11/2007,6:00 PM
CBJ,CHI,11/14/2007,6:00 PM
NSH,CHI,11/15/2007,7:00 PM
DET,CHI,11/17/2007,6:00 PM
CGY,CHI,11/22/2007,8:00 PM
EDM,CHI,11/24/2007,9:00 PM
VAN,CHI,11/25/2007,9:00 PM
CHI,TBL,11/28/2007,7:30 PM
CHI,ARI,11/30/2007,7:30 PM
STL,CHI,12/1/2007,7:30 PM
CHI,VAN,12/5/2007,7:30 PM
CHI,ANH,12/7/2007,7:30 PM
CHI,CGY,12/9/2007,6:00 PM
CHI,LAK,12/12/2007,7:30 PM
BUF,CHI,12/15/2007,6:00 PM
CHI,FLA,12/16/2007,6:00 PM
CHI,NSH,12/19/2007,7:30 PM
OTT,CHI,12/22/2007,6:00 PM
CHI,EDM,12/23/2007,6:00 PM
CHI,NSH,12/26/2007,7:30 PM
CHI,LAK,12/30/2007,6:00 PM
LAK,CHI,1/1/2008,9:30 PM
ARI,CHI,1/3/2008,8:00 PM
ANH,CHI,1/4/2008,9:00 PM
CHI,DET,1/6/2008,6:00 PM
MON,CHI,1/8/2008,6:30 PM
CHI,DAL,1/9/2008,7:30 PM
CHI,MIN,1/11/2008,7:30 PM
NSH,CHI,1/13/2008,7:00 PM
CHI,STL,1/16/2008,7:30 PM
COL,CHI,1/18/2008,8:00 PM
ARI,CHI,1/19/2008,8:00 PM
SJS,CHI,1/22/2008,9:30 PM
CHI,CBJ,1/24/2008,7:30 PM
COL,CHI,1/30/2008,8:30 PM
SJS,CHI,2/2/2008,4:00 PM
EDM,CHI,2/6/2008,8:00 PM
CGY,CHI,2/7/2008,8:00 PM
VAN,CHI,2/10/2008,9:00 PM
CBJ,CHI,2/13/2008,6:00 PM
NSH,CHI,2/14/2008,7:00 PM
CHI,COL,2/17/2008,0:00 PM
STL,CHI,2/19/2008,7:00 PM
CHI,MIN,2/20/2008,7:30 PM
LAK,CHI,2/23/2008,3:00 PM
ANH,CHI,2/24/2008,7:00 PM
CHI,ARI,2/27/2008,7:30 PM
DAL,CHI,2/28/2008,7:30 PM
CHI,VAN,3/2/2008,2:00 PM
MIN,CHI,3/4/2008,7:00 PM
CHI,ANH,3/5/2008,7:30 PM
CHI,SJS,3/7/2008,7:30 PM
CHI,EDM,3/9/2008,2:00 PM
DET,CHI,3/11/2008,6:30 PM
CHI,CAR,3/12/2008,7:30 PM
CBJ,CHI,3/14/2008,6:00 PM
CHI,CGY,3/16/2008,2:00 PM
CHI,WSH,3/19/2008,7:30 PM
NSH,CHI,3/22/2008,2:00 PM
CHI,STL,3/23/2008,2:00 PM
CBJ,CHI,3/26/2008,6:00 PM
STL,CHI,3/29/2008,7:30 PM
CHI,CBJ,3/30/2008,6:00 PM
CHI,DET,4/2/2008,7:30 PM
CHI,NSH,4/4/2008,7:30 PM
DET,CHI,4/6/2008,11:30 PM
