HOME,AWAY,DATE,TIME (CT)
ARI,STL,10/4/2007,9:00 PM
LAK,STL,10/6/2007,9:30 PM
STL,NSH,10/10/2007,7:30 PM
STL,COL,10/12/2007,7:30 PM
CHI,STL,10/17/2007,7:30 PM
STL,MIN,10/20/2007,7:30 PM
STL,ANH,10/23/2007,7:30 PM
CBJ,STL,10/25/2007,6:00 PM
STL,WSH,10/27/2007,7:30 PM
STL,ARI,10/30/2007,7:30 PM
MIN,STL,11/1/2007,7:00 PM
STL,CHI,11/3/2007,7:30 PM
CBJ,STL,11/4/2007,4:00 PM
CHI,STL,11/9/2007,7:30 PM
STL,DET,11/13/2007,6:30 PM
STL,CBJ,11/16/2007,7:30 PM
NSH,STL,11/17/2007,7:00 PM
STL,NSH,11/19/2007,7:30 PM
DET,STL,11/21/2007,6:30 PM
STL,VAN,11/23/2007,7:30 PM
STL,CGY,11/25/2007,5:00 PM
BUF,STL,11/28/2007,6:00 PM
MIN,STL,11/30/2007,7:00 PM
STL,CHI,12/1/2007,7:30 PM
CGY,STL,12/4/2007,8:00 PM
EDM,STL,12/7/2007,8:00 PM
COL,STL,12/9/2007,7:00 PM
STL,EDM,12/11/2007,8:00 PM
STL,FLA,12/13/2007,7:30 PM
STL,CGY,12/16/2007,5:00 PM
STL,DET,12/20/2007,7:30 PM
BOS,STL,12/22/2007,0:00 PM
STL,ATL,12/23/2007,5:00 PM
STL,DET,12/26/2007,7:30 PM
STL,SJS,12/28/2007,7:30 PM
DAL,STL,12/29/2007,8:00 PM
DET,STL,12/31/2007,6:00 PM
STL,EDM,1/2/2008,7:30 PM
STL,CAR,1/5/2008,7:30 PM
STL,CBJ,1/8/2008,7:30 PM
STL,DAL,1/10/2008,7:30 PM
CBJ,STL,1/11/2008,6:00 PM
STL,VAN,1/13/2008,5:00 PM
CHI,STL,1/16/2008,7:30 PM
STL,NSH,1/19/2008,1:00 PM
NSH,STL,1/21/2008,5:00 PM
VAN,STL,1/23/2008,9:00 PM
SJS,STL,1/24/2008,9:30 PM
TOR,STL,1/29/2008,6:30 PM
STL,ANH,2/1/2008,7:30 PM
STL,COL,2/2/2008,7:30 PM
STL,TBL,2/5/2008,7:30 PM
DAL,STL,2/9/2008,7:00 PM
STL,MIN,2/10/2008,5:00 PM
STL,LAK,2/12/2008,7:30 PM
COL,STL,2/14/2008,8:00 PM
NSH,STL,2/16/2008,7:00 PM
STL,CBJ,2/17/2008,5:00 PM
STL,CHI,2/19/2008,7:00 PM
LAK,STL,2/21/2008,9:30 PM
ANH,STL,2/22/2008,9:00 PM
ARI,STL,2/24/2008,7:00 PM
STL,DAL,2/26/2008,7:30 PM
STL,ARI,2/28/2008,7:30 PM
STL,SJS,3/1/2008,7:30 PM
STL,LAK,3/4/2008,7:30 PM
DET,STL,3/5/2008,6:30 PM
VAN,STL,3/8/2008,9:00 PM
CGY,STL,3/10/2008,8:30 PM
EDM,STL,3/11/2008,8:00 PM
SJS,STL,3/14/2008,9:30 PM
ANH,STL,3/15/2008,9:00 PM
MON,STL,3/18/2008,6:30 PM
OTT,STL,3/20/2008,6:30 PM
CHI,STL,3/23/2008,2:00 PM
STL,DET,3/25/2008,7:30 PM
DET,STL,3/28/2008,6:30 PM
STL,CHI,3/29/2008,7:30 PM
STL,NSH,4/1/2008,6:30 PM
NSH,STL,4/3/2008,7:00 PM
STL,CBJ,4/5/2008,4:00 PM
CBJ,STL,4/6/2008,2:00 PM
