HOME,AWAY,DATE,TIME (ET)
TBL,NJD,10/4/2007,7:30 PM
TBL,ATL,10/6/2007,7:30 PM
TBL,FLA,10/10/2007,7:30 PM
FLA,TBL,10/13/2007,7:00 PM
BOS,TBL,10/18/2007,7:00 PM
TBL,ATL,10/20/2007,7:30 PM
WSH,TBL,10/24/2007,7:00 PM
TBL,PHI,10/25/2007,7:30 PM
TBL,BUF,10/27/2007,7:30 PM
NYR,TBL,10/29/2007,7:00 PM
NJD,TBL,10/31/2007,7:00 PM
NYI,TBL,11/1/2007,7:00 PM
TBL,ATL,11/3/2007,7:30 PM
FLA,TBL,11/5/2007,7:30 PM
TBL,FLA,11/7/2007,7:30 PM
CAR,TBL,11/8/2007,7:00 PM
WSH,TBL,11/10/2007,7:00 PM
TBL,CAR,11/14/2007,7:30 PM
TBL,WSH,11/16/2007,8:00 PM
ATL,TBL,11/19/2007,7:00 PM
TBL,NYR,11/21/2007,7:30 PM
CAR,TBL,11/23/2007,7:00 PM
TBL,NJD,11/24/2007,7:30 PM
CHI,TBL,11/28/2007,8:30 PM
DET,TBL,11/29/2007,7:30 PM
TBL,BOS,12/1/2007,7:30 PM
TBL,OTT,12/4/2007,7:30 PM
TBL,CAR,12/6/2007,7:30 PM
TBL,NYI,12/8/2007,7:30 PM
TOR,TBL,12/10/2007,7:30 PM
MON,TBL,12/11/2007,7:30 PM
TBL,CGY,12/13/2007,7:30 PM
TBL,WSH,12/15/2007,7:30 PM
ATL,TBL,12/18/2007,7:00 PM
TBL,TOR,12/20/2007,7:30 PM
TBL,CAR,12/22/2007,7:30 PM
WSH,TBL,12/26/2007,7:00 PM
TBL,MON,12/27/2007,7:00 PM
TBL,PHI,12/29/2007,1:00 PM
TOR,TBL,1/1/2008,7:30 PM
MON,TBL,1/3/2008,7:30 PM
OTT,TBL,1/5/2008,7:00 PM
NYR,TBL,1/8/2008,7:00 PM
TBL,PIT,1/10/2008,7:30 PM
FLA,TBL,1/12/2008,7:00 PM
TBL,COL,1/15/2008,7:30 PM
PIT,TBL,1/18/2008,7:30 PM
OTT,TBL,1/19/2008,7:00 PM
TBL,EDM,1/22/2008,7:30 PM
TBL,OTT,1/24/2008,7:30 PM
TBL,BUF,1/29/2008,7:00 PM
TBL,VAN,1/31/2008,7:30 PM
TBL,FLA,2/2/2008,7:30 PM
STL,TBL,2/5/2008,8:30 PM
NSH,TBL,2/7/2008,8:00 PM
ATL,TBL,2/9/2008,7:00 PM
TBL,MON,2/12/2008,7:00 PM
PHI,TBL,2/14/2008,7:00 PM
TBL,WSH,2/16/2008,7:30 PM
BUF,TBL,2/20/2008,7:00 PM
NYI,TBL,2/21/2008,7:00 PM
TBL,BOS,2/23/2008,7:30 PM
TBL,MIN,2/27/2008,7:30 PM
TBL,TOR,2/29/2008,8:00 PM
CAR,TBL,3/1/2008,7:00 PM
TBL,PIT,3/4/2008,7:30 PM
PHI,TBL,3/6/2008,7:00 PM
NJD,TBL,3/7/2008,7:00 PM
CBJ,TBL,3/9/2008,3:00 PM
TBL,NYI,3/11/2008,7:30 PM
BOS,TBL,3/13/2008,7:00 PM
TBL,NYR,3/15/2008,7:30 PM
BUF,TBL,3/19/2008,7:00 PM
PIT,TBL,3/20/2008,7:30 PM
FLA,TBL,3/22/2008,7:00 PM
TBL,FLA,3/25/2008,7:30 PM
TBL,WSH,3/27/2008,7:30 PM
TBL,CAR,3/29/2008,7:30 PM
TBL,ATL,3/31/2008,7:30 PM
CAR,TBL,4/2/2008,7:00 PM
WSH,TBL,4/3/2008,7:00 PM
ATL,TBL,4/5/2008,7:00 PM
