HOME,AWAY,DATE,TIME (ET)
PIT,NJD,10/3/2013,7:00 PM
NJD,NYI,10/4/2013,7:00 PM
EDM,NJD,10/7/2013,9:30 PM
VAN,NJD,10/8/2013,10:00 PM
CGY,NJD,10/11/2013,9:00 PM
WPG,NJD,10/13/2013,8:00 PM
OTT,NJD,10/17/2013,7:30 PM
NJD,NYR,10/19/2013,7:00 PM
CBJ,NJD,10/22/2013,7:00 PM
NJD,VAN,10/24/2013,7:00 PM
BOS,NJD,10/26/2013,7:00 PM
NJD,TBL,10/29/2013,7:30 PM
NJD,PHI,11/2/2013,7:00 PM
MIN,NJD,11/3/2013,8:00 PM
PHI,NJD,11/7/2013,7:00 PM
TOR,NJD,11/8/2013,7:30 PM
NJD,NSH,11/10/2013,7:00 PM
NYR,NJD,11/12/2013,7:00 PM
NJD,LAK,11/15/2013,7:00 PM
NJD,PIT,11/16/2013,7:00 PM
ANH,NJD,11/20/2013,10:00 PM
LAK,NJD,11/21/2013,10:30 PM
SJS,NJD,11/23/2013,10:30 PM
NJD,WPG,11/25/2013,7:00 PM
NJD,CAR,11/27/2013,7:00 PM
CAR,NJD,11/29/2013,7:00 PM
NJD,BUF,11/30/2013,7:00 PM
MON,NJD,12/2/2013,7:30 PM
NJD,MON,12/4/2013,7:00 PM
NJD,DET,12/6/2013,7:00 PM
NYR,NJD,12/7/2013,7:30 PM
CBJ,NJD,12/10/2013,7:00 PM
PIT,NJD,12/13/2013,7:00 PM
NJD,TBL,12/14/2013,7:00 PM
NJD,OTT,12/18/2013,7:30 PM
NJD,ANH,12/20/2013,7:00 PM
WSH,NJD,12/21/2013,7:00 PM
CHI,NJD,12/23/2013,8:00 PM
NJD,CBJ,12/27/2013,7:00 PM
NYI,NJD,12/28/2013,7:00 PM
NJD,PIT,12/31/2013,1:00 PM
NJD,CHI,1/3/2014,7:00 PM
BUF,NJD,1/4/2014,7:00 PM
NJD,PHI,1/7/2014,7:30 PM
NJD,DAL,1/9/2014,7:00 PM
NJD,FLA,1/11/2014,7:00 PM
TOR,NJD,1/12/2014,7:00 PM
MON,NJD,1/14/2014,7:30 PM
COL,NJD,1/16/2014,9:00 PM
ARI,NJD,1/18/2014,8:00 PM
NJD,STL,1/21/2014,7:00 PM
NJD,WSH,1/24/2014,7:00 PM
NJD,NYR,1/26/2014,0:30 PM
STL,NJD,1/28/2014,8:00 PM
DAL,NJD,1/30/2014,8:30 PM
NSH,NJD,1/31/2014,8:00 PM
NJD,COL,2/3/2014,7:30 PM
NJD,EDM,2/7/2014,7:00 PM
WSH,NJD,2/8/2014,8:00 PM
NJD,CBJ,2/27/2014,7:00 PM
NYI,NJD,3/1/2014,1:00 PM
NJD,SJS,3/2/2014,3:00 PM
NJD,DET,3/4/2014,7:00 PM
DET,NJD,3/7/2014,7:30 PM
NJD,CAR,3/8/2014,7:00 PM
PHI,NJD,3/11/2014,7:00 PM
FLA,NJD,3/14/2014,7:30 PM
TBL,NJD,3/15/2014,7:00 PM
NJD,BOS,3/18/2014,7:00 PM
NJD,MIN,3/20/2014,7:00 PM
NJD,NYR,3/22/2014,7:00 PM
NJD,TOR,3/23/2014,7:00 PM
NJD,ARI,3/27/2014,7:00 PM
NYI,NJD,3/29/2014,7:00 PM
NJD,FLA,3/31/2014,7:30 PM
BUF,NJD,4/1/2014,7:00 PM
NJD,WSH,4/4/2014,7:00 PM
CAR,NJD,4/5/2014,7:00 PM
NJD,CGY,4/7/2014,7:00 PM
OTT,NJD,4/10/2014,7:30 PM
NJD,NYI,4/11/2014,7:30 PM
NJD,BOS,4/13/2014,3:00 PM
