HOME,AWAY,DATE,TIME (CT)
MIN,LAK,10/3/2013,7:00 PM
MIN,ANH,10/5/2013,7:00 PM
NSH,MIN,10/8/2013,7:00 PM
MIN,WPG,10/10/2013,7:00 PM
MIN,DAL,10/12/2013,7:00 PM
BUF,MIN,10/14/2013,6:30 PM
TOR,MIN,10/15/2013,6:00 PM
TBL,MIN,10/17/2013,6:30 PM
FLA,MIN,10/19/2013,6:00 PM
MIN,NSH,10/22/2013,7:00 PM
MIN,CAR,10/24/2013,7:00 PM
CHI,MIN,10/26/2013,7:00 PM
MIN,CHI,10/28/2013,7:00 PM
MIN,MON,11/1/2013,7:00 PM
MIN,NJD,11/3/2013,7:00 PM
MIN,CGY,11/5/2013,7:00 PM
WSH,MIN,11/7/2013,6:00 PM
CAR,MIN,11/9/2013,6:00 PM
MIN,TOR,11/13/2013,6:30 PM
MIN,FLA,11/15/2013,7:00 PM
MIN,WPG,11/17/2013,7:00 PM
MON,MIN,11/19/2013,6:30 PM
OTT,MIN,11/20/2013,6:30 PM
WPG,MIN,11/23/2013,2:00 PM
STL,MIN,11/25/2013,7:00 PM
MIN,ARI,11/27/2013,7:00 PM
MIN,COL,11/29/2013,5:00 PM
COL,MIN,11/30/2013,8:00 PM
MIN,PHI,12/2/2013,7:00 PM
MIN,CHI,12/5/2013,7:00 PM
CBJ,MIN,12/6/2013,6:00 PM
MIN,SJS,12/8/2013,5:00 PM
ANH,MIN,12/11/2013,9:30 PM
SJS,MIN,12/12/2013,9:30 PM
COL,MIN,12/14/2013,8:00 PM
MIN,VAN,12/17/2013,7:00 PM
PIT,MIN,12/19/2013,6:00 PM
NYR,MIN,12/22/2013,6:30 PM
PHI,MIN,12/23/2013,6:30 PM
WPG,MIN,12/27/2013,7:00 PM
MIN,NYI,12/29/2013,7:00 PM
MIN,STL,12/31/2013,5:00 PM
MIN,BUF,1/2/2014,7:00 PM
MIN,WSH,1/4/2014,7:00 PM
LAK,MIN,1/7/2014,9:30 PM
ARI,MIN,1/9/2014,8:00 PM
MIN,COL,1/11/2014,7:00 PM
NSH,MIN,1/12/2014,6:00 PM
MIN,OTT,1/14/2014,7:00 PM
MIN,EDM,1/16/2014,7:00 PM
MIN,DAL,1/18/2014,8:00 PM
DAL,MIN,1/21/2014,7:00 PM
MIN,CHI,1/23/2014,7:00 PM
SJS,MIN,1/25/2014,9:30 PM
ANH,MIN,1/28/2014,9:00 PM
COL,MIN,1/30/2014,8:00 PM
CGY,MIN,2/1/2014,9:00 PM
MIN,TBL,2/4/2014,7:00 PM
MIN,NSH,2/6/2014,7:00 PM
EDM,MIN,2/27/2014,8:30 PM
VAN,MIN,2/28/2014,9:00 PM
MIN,CGY,3/3/2014,7:00 PM
DAL,MIN,3/8/2014,7:30 PM
MIN,STL,3/9/2014,7:00 PM
MIN,EDM,3/11/2014,7:00 PM
MIN,NYR,3/13/2014,7:00 PM
MIN,CBJ,3/15/2014,7:00 PM
BOS,MIN,3/17/2014,6:30 PM
NYI,MIN,3/18/2014,6:00 PM
NJD,MIN,3/20/2014,6:00 PM
MIN,DET,3/22/2014,1:00 PM
DET,MIN,3/23/2014,6:30 PM
MIN,VAN,3/26/2014,6:30 PM
STL,MIN,3/27/2014,7:00 PM
ARI,MIN,3/29/2014,8:00 PM
LAK,MIN,3/31/2014,9:00 PM
CHI,MIN,4/3/2014,7:00 PM
MIN,PIT,4/5/2014,7:00 PM
WPG,MIN,4/7/2014,7:00 PM
MIN,BOS,4/8/2014,7:00 PM
MIN,STL,4/10/2014,7:00 PM
MIN,NSH,4/13/2014,7:00 PM
