HOME,AWAY,DATE,TIME (CT)
STL,NSH,10/3/2013,7:30 PM
STL,FLA,10/5/2013,7:00 PM
STL,CHI,10/9/2013,7:00 PM
STL,NYR,10/12/2013,7:00 PM
STL,SJS,10/15/2013,7:00 PM
CHI,STL,10/17/2013,7:00 PM
WPG,STL,10/18/2013,7:00 PM
STL,VAN,10/25/2013,7:00 PM
NSH,STL,10/26/2013,7:00 PM
STL,WPG,10/29/2013,7:00 PM
FLA,STL,11/1/2013,6:30 PM
TBL,STL,11/2/2013,6:00 PM
MON,STL,11/5/2013,6:30 PM
STL,CGY,11/7/2013,7:00 PM
STL,PIT,11/9/2013,7:00 PM
STL,ARI,11/12/2013,7:00 PM
STL,COL,11/14/2013,7:00 PM
STL,CAR,11/16/2013,7:00 PM
WSH,STL,11/17/2013,5:00 PM
BUF,STL,11/19/2013,6:00 PM
BOS,STL,11/21/2013,6:00 PM
STL,DAL,11/23/2013,7:00 PM
STL,MIN,11/25/2013,7:00 PM
COL,STL,11/27/2013,8:00 PM
SJS,STL,11/29/2013,3:00 PM
LAK,STL,12/2/2013,9:30 PM
STL,NYI,12/5/2013,7:00 PM
STL,ANH,12/7/2013,7:00 PM
WPG,STL,12/10/2013,7:00 PM
STL,TOR,12/12/2013,7:00 PM
CBJ,STL,12/14/2013,6:00 PM
OTT,STL,12/16/2013,6:30 PM
STL,SJS,12/17/2013,7:00 PM
STL,MON,12/19/2013,7:00 PM
EDM,STL,12/21/2013,9:00 PM
CGY,STL,12/23/2013,7:00 PM
STL,CHI,12/28/2013,7:00 PM
DAL,STL,12/29/2013,5:00 PM
MIN,STL,12/31/2013,5:00 PM
STL,LAK,1/2/2014,7:00 PM
STL,CBJ,1/4/2014,7:00 PM
EDM,STL,1/7/2014,8:30 PM
CGY,STL,1/9/2014,8:00 PM
VAN,STL,1/10/2014,9:00 PM
STL,ARI,1/14/2014,7:00 PM
STL,LAK,1/16/2014,7:00 PM
STL,ANH,1/18/2014,7:00 PM
DET,STL,1/20/2014,6:30 PM
NJD,STL,1/21/2014,6:00 PM
NYR,STL,1/23/2014,6:00 PM
NYI,STL,1/25/2014,0:00 PM
STL,NJD,1/28/2014,7:00 PM
CAR,STL,1/31/2014,6:00 PM
STL,NSH,2/1/2014,7:00 PM
STL,OTT,2/4/2014,7:00 PM
STL,BOS,2/6/2014,7:00 PM
STL,WPG,2/8/2014,1:00 PM
VAN,STL,2/26/2014,9:30 PM
ANH,STL,2/28/2014,9:00 PM
ARI,STL,3/2/2014,7:00 PM
STL,TBL,3/4/2014,7:00 PM
NSH,STL,3/6/2014,7:00 PM
COL,STL,3/8/2014,2:00 PM
MIN,STL,3/9/2014,7:00 PM
STL,DAL,3/11/2014,7:00 PM
STL,EDM,3/13/2014,7:00 PM
NSH,STL,3/15/2014,7:00 PM
STL,WPG,3/17/2014,7:00 PM
CHI,STL,3/19/2014,7:00 PM
PHI,STL,3/22/2014,0:00 PM
PIT,STL,3/23/2014,0:00 PM
TOR,STL,3/25/2014,6:00 PM
STL,MIN,3/27/2014,7:00 PM
STL,DAL,3/29/2014,7:00 PM
STL,PHI,4/1/2014,7:00 PM
STL,BUF,4/3/2014,7:00 PM
STL,COL,4/5/2014,1:00 PM
CHI,STL,4/6/2014,11:30 PM
STL,WSH,4/8/2014,7:00 PM
MIN,STL,4/10/2014,7:00 PM
DAL,STL,4/11/2014,7:30 PM
STL,DET,4/13/2014,11:30 PM
