HOME,AWAY,DATE,TIME (ET)
PIT,NJD,10/3/2013,7:00 PM
PIT,BUF,10/5/2013,7:00 PM
PIT,CAR,10/8/2013,7:00 PM
FLA,PIT,10/11/2013,7:30 PM
TBL,PIT,10/12/2013,7:00 PM
PIT,EDM,10/15/2013,7:00 PM
PHI,PIT,10/17/2013,7:00 PM
PIT,VAN,10/19/2013,1:00 PM
PIT,COL,10/21/2013,7:30 PM
PIT,NYI,10/25/2013,7:00 PM
TOR,PIT,10/26/2013,7:00 PM
CAR,PIT,10/28/2013,7:00 PM
PIT,BOS,10/30/2013,8:00 PM
PIT,CBJ,11/1/2013,7:00 PM
CBJ,PIT,11/2/2013,7:00 PM
NYR,PIT,11/6/2013,7:30 PM
STL,PIT,11/9/2013,8:00 PM
PIT,PHI,11/13/2013,8:00 PM
PIT,NSH,11/15/2013,7:00 PM
NJD,PIT,11/16/2013,7:00 PM
PIT,ANH,11/18/2013,7:30 PM
WSH,PIT,11/20/2013,8:00 PM
PIT,NYI,11/22/2013,7:00 PM
MON,PIT,11/23/2013,7:00 PM
BOS,PIT,11/25/2013,7:00 PM
PIT,TOR,11/27/2013,7:30 PM
TBL,PIT,11/29/2013,4:00 PM
FLA,PIT,11/30/2013,7:00 PM
NYI,PIT,12/3/2013,7:00 PM
PIT,SJS,12/5/2013,7:00 PM
BOS,PIT,12/7/2013,7:00 PM
PIT,CBJ,12/9/2013,7:30 PM
PIT,NJD,12/13/2013,7:00 PM
DET,PIT,12/14/2013,7:00 PM
PIT,TOR,12/16/2013,7:00 PM
NYR,PIT,12/18/2013,8:00 PM
PIT,MIN,12/19/2013,7:00 PM
PIT,CGY,12/21/2013,1:00 PM
OTT,PIT,12/23/2013,7:30 PM
CAR,PIT,12/27/2013,7:00 PM
CBJ,PIT,12/29/2013,6:00 PM
NJD,PIT,12/31/2013,1:00 PM
PIT,NYR,1/3/2014,7:00 PM
PIT,WPG,1/5/2014,1:00 PM
VAN,PIT,1/7/2014,10:00 PM
EDM,PIT,1/10/2014,10:00 PM
CGY,PIT,1/11/2014,10:00 PM
PIT,WSH,1/15/2014,8:00 PM
PIT,FLA,1/20/2014,7:00 PM
PIT,MON,1/22/2014,7:00 PM
NYI,PIT,1/23/2014,7:30 PM
DAL,PIT,1/25/2014,8:00 PM
PIT,BUF,1/27/2014,7:30 PM
LAK,PIT,1/30/2014,10:30 PM
ARI,PIT,2/1/2014,8:00 PM
PIT,OTT,2/3/2014,7:00 PM
BUF,PIT,2/5/2014,7:30 PM
PIT,NYR,2/7/2014,7:00 PM
PIT,MON,2/27/2014,7:00 PM
CHI,PIT,3/1/2014,8:00 PM
NSH,PIT,3/4/2014,8:00 PM
SJS,PIT,3/6/2014,10:30 PM
ANH,PIT,3/7/2014,10:00 PM
WSH,PIT,3/10/2014,7:00 PM
PIT,WSH,3/11/2014,7:30 PM
PHI,PIT,3/15/2014,1:00 PM
PIT,PHI,3/16/2014,0:30 PM
PIT,DAL,3/18/2014,7:00 PM
DET,PIT,3/20/2014,7:30 PM
PIT,TBL,3/22/2014,1:00 PM
PIT,STL,3/23/2014,1:00 PM
PIT,ARI,3/25/2014,7:00 PM
PIT,LAK,3/27/2014,7:00 PM
CBJ,PIT,3/28/2014,7:00 PM
PIT,CHI,3/30/2014,7:30 PM
PIT,CAR,4/1/2014,7:00 PM
WPG,PIT,4/3/2014,8:00 PM
MIN,PIT,4/5/2014,8:00 PM
COL,PIT,4/6/2014,8:00 PM
PIT,DET,4/9/2014,8:00 PM
PIT,PHI,4/12/2014,3:00 PM
PIT,OTT,4/13/2014,7:30 PM
