HOME,AWAY,DATE,TIME (CT)
DAL,FLA,10/3/2013,7:30 PM
DAL,WSH,10/5/2013,7:00 PM
WPG,DAL,10/11/2013,7:00 PM
MIN,DAL,10/12/2013,7:00 PM
COL,DAL,10/15/2013,8:00 PM
DAL,SJS,10/17/2013,7:30 PM
LAK,DAL,10/19/2013,9:30 PM
ANH,DAL,10/20/2013,7:00 PM
DAL,CGY,10/24/2013,7:30 PM
DAL,WPG,10/26/2013,6:00 PM
BUF,DAL,10/28/2013,6:00 PM
MON,DAL,10/29/2013,6:00 PM
DAL,COL,11/1/2013,7:30 PM
OTT,DAL,11/3/2013,0:00 PM
BOS,DAL,11/5/2013,6:00 PM
DET,DAL,11/7/2013,6:30 PM
DAL,CHI,11/9/2013,7:00 PM
EDM,DAL,11/13/2013,9:00 PM
CGY,DAL,11/14/2013,8:00 PM
VAN,DAL,11/17/2013,7:00 PM
DAL,NYR,11/21/2013,7:30 PM
STL,DAL,11/23/2013,7:00 PM
DAL,ANH,11/26/2013,7:00 PM
DAL,CHI,11/29/2013,7:30 PM
DAL,EDM,12/1/2013,5:00 PM
CHI,DAL,12/3/2013,7:00 PM
TOR,DAL,12/5/2013,6:00 PM
DAL,PHI,12/7/2013,1:00 PM
DAL,CHI,12/10/2013,7:30 PM
NSH,DAL,12/12/2013,7:00 PM
WPG,DAL,12/14/2013,2:00 PM
COL,DAL,12/16/2013,8:00 PM
DAL,COL,12/17/2013,7:30 PM
DAL,VAN,12/19/2013,7:30 PM
SJS,DAL,12/21/2013,9:30 PM
LAK,DAL,12/23/2013,9:30 PM
DAL,NSH,12/27/2013,7:30 PM
DAL,STL,12/29/2013,5:00 PM
DAL,LAK,12/31/2013,7:00 PM
DAL,MON,1/2/2014,7:30 PM
DAL,DET,1/4/2014,7:00 PM
NYI,DAL,1/6/2014,6:00 PM
NJD,DAL,1/9/2014,6:00 PM
NYR,DAL,1/10/2014,6:00 PM
DAL,NYI,1/12/2014,5:00 PM
DAL,EDM,1/14/2014,7:30 PM
DAL,BOS,1/16/2014,7:30 PM
MIN,DAL,1/18/2014,8:00 PM
NSH,DAL,1/20/2014,7:00 PM
DAL,MIN,1/21/2014,7:00 PM
DAL,TOR,1/23/2014,7:00 PM
DAL,PIT,1/25/2014,7:00 PM
DAL,COL,1/27/2014,7:30 PM
DAL,NJD,1/30/2014,7:30 PM
ANH,DAL,2/1/2014,9:00 PM
ARI,DAL,2/4/2014,8:00 PM
SJS,DAL,2/5/2014,9:30 PM
DAL,ARI,2/8/2014,7:00 PM
DAL,CAR,2/27/2014,7:30 PM
DAL,TBL,3/1/2014,2:00 PM
DAL,BUF,3/3/2014,7:00 PM
CBJ,DAL,3/4/2014,6:00 PM
DAL,VAN,3/6/2014,7:30 PM
DAL,MIN,3/8/2014,7:30 PM
STL,DAL,3/11/2014,7:00 PM
DAL,CGY,3/14/2014,7:30 PM
WPG,DAL,3/16/2014,7:00 PM
PIT,DAL,3/18/2014,6:00 PM
PHI,DAL,3/20/2014,6:00 PM
DAL,OTT,3/22/2014,2:00 PM
DAL,WPG,3/24/2014,7:30 PM
CHI,DAL,3/25/2014,7:00 PM
DAL,NSH,3/28/2014,7:30 PM
STL,DAL,3/29/2014,7:00 PM
WSH,DAL,4/1/2014,6:00 PM
CAR,DAL,4/3/2014,6:00 PM
TBL,DAL,4/5/2014,6:00 PM
FLA,DAL,4/6/2014,4:00 PM
DAL,NSH,4/8/2014,7:30 PM
DAL,CBJ,4/9/2014,7:30 PM
DAL,STL,4/11/2014,7:30 PM
ARI,DAL,4/13/2014,8:00 PM
