HOME,AWAY,DATE,TIME (ET)
NJD,NYI,10/4/2013,7:00 PM
NYI,CBJ,10/5/2013,7:00 PM
NYI,ARI,10/8/2013,7:00 PM
CHI,NYI,10/11/2013,8:00 PM
NSH,NYI,10/12/2013,8:00 PM
NYI,BUF,10/15/2013,7:00 PM
NYI,EDM,10/17/2013,7:00 PM
NYI,CAR,10/19/2013,7:00 PM
NYI,VAN,10/22/2013,7:00 PM
PIT,NYI,10/25/2013,7:00 PM
NYI,PHI,10/26/2013,7:00 PM
NYI,NYR,10/29/2013,7:00 PM
OTT,NYI,11/1/2013,7:30 PM
NYI,BOS,11/2/2013,7:00 PM
WSH,NYI,11/5/2013,7:00 PM
CAR,NYI,11/7/2013,7:00 PM
CBJ,NYI,11/9/2013,7:00 PM
MON,NYI,11/10/2013,6:00 PM
NYI,NSH,11/12/2013,7:00 PM
NYI,LAK,11/14/2013,7:00 PM
NYI,DET,11/16/2013,7:00 PM
TOR,NYI,11/19/2013,7:00 PM
PIT,NYI,11/22/2013,7:00 PM
PHI,NYI,11/23/2013,7:00 PM
NYI,WPG,11/27/2013,7:00 PM
NYI,DET,11/29/2013,4:00 PM
NYI,WSH,11/30/2013,7:00 PM
NYI,PIT,12/3/2013,7:00 PM
STL,NYI,12/5/2013,8:00 PM
LAK,NYI,12/7/2013,10:30 PM
ANH,NYI,12/9/2013,10:00 PM
SJS,NYI,12/10/2013,10:30 PM
ARI,NYI,12/12/2013,9:00 PM
NYI,MON,12/14/2013,7:00 PM
NYI,TBL,12/17/2013,7:00 PM
NYR,NYI,12/20/2013,7:00 PM
NYI,ANH,12/21/2013,7:00 PM
DET,NYI,12/23/2013,7:30 PM
NYI,NJD,12/28/2013,7:00 PM
MIN,NYI,12/29/2013,8:00 PM
BOS,NYI,12/31/2013,7:00 PM
NYI,CHI,1/2/2014,7:00 PM
NYI,CAR,1/4/2014,7:00 PM
NYI,DAL,1/6/2014,7:00 PM
TOR,NYI,1/7/2014,7:00 PM
COL,NYI,1/10/2014,9:00 PM
DAL,NYI,1/12/2014,6:00 PM
FLA,NYI,1/14/2014,7:30 PM
TBL,NYI,1/16/2014,7:30 PM
PHI,NYI,1/18/2014,7:00 PM
NYI,PHI,1/20/2014,1:00 PM
NYR,NYI,1/21/2014,7:00 PM
NYI,PIT,1/23/2014,7:30 PM
NYI,STL,1/25/2014,1:00 PM
NYI,BOS,1/27/2014,7:00 PM
NYI,NYR,1/29/2014,7:30 PM
NYR,NYI,1/31/2014,7:00 PM
WSH,NYI,2/4/2014,7:30 PM
NYI,CGY,2/6/2014,7:00 PM
NYI,COL,2/8/2014,7:00 PM
NYI,TOR,2/27/2014,7:00 PM
NYI,NJD,3/1/2014,1:00 PM
NYI,FLA,3/2/2014,3:00 PM
WPG,NYI,3/4/2014,8:00 PM
EDM,NYI,3/6/2014,9:30 PM
CGY,NYI,3/7/2014,9:00 PM
VAN,NYI,3/10/2014,10:00 PM
NYI,SJS,3/14/2014,7:00 PM
NYI,BUF,3/15/2014,7:00 PM
NYI,MIN,3/18/2014,7:00 PM
NYI,CBJ,3/23/2014,1:00 PM
CAR,NYI,3/25/2014,7:00 PM
TBL,NYI,3/27/2014,7:30 PM
NYI,NJD,3/29/2014,7:00 PM
NYI,FLA,4/1/2014,7:00 PM
OTT,NYI,4/2/2014,7:00 PM
NYI,WSH,4/5/2014,5:00 PM
CBJ,NYI,4/6/2014,6:00 PM
NYI,OTT,4/8/2014,7:00 PM
MON,NYI,4/10/2014,7:30 PM
NJD,NYI,4/11/2014,7:30 PM
BUF,NYI,4/13/2014,5:00 PM
