HOME,AWAY,DATE,TIME (ET)
CHI,WSH,10/1/2013,8:00 PM
WSH,CGY,10/3/2013,7:00 PM
DAL,WSH,10/5/2013,8:00 PM
WSH,CAR,10/10/2013,7:00 PM
WSH,COL,10/12/2013,7:00 PM
WSH,EDM,10/14/2013,7:00 PM
WSH,NYR,10/16/2013,8:00 PM
WSH,CBJ,10/19/2013,7:00 PM
WPG,WSH,10/22/2013,8:00 PM
EDM,WSH,10/24/2013,9:30 PM
CGY,WSH,10/26/2013,10:00 PM
VAN,WSH,10/28/2013,10:00 PM
PHI,WSH,11/1/2013,7:00 PM
WSH,FLA,11/2/2013,7:00 PM
WSH,NYI,11/5/2013,7:00 PM
WSH,MIN,11/7/2013,7:00 PM
ARI,WSH,11/9/2013,8:00 PM
COL,WSH,11/10/2013,8:00 PM
WSH,CBJ,11/12/2013,7:00 PM
DET,WSH,11/15/2013,7:30 PM
WSH,STL,11/17/2013,6:00 PM
WSH,PIT,11/20/2013,8:00 PM
WSH,MON,11/22/2013,7:00 PM
TOR,WSH,11/23/2013,7:00 PM
WSH,OTT,11/27/2013,7:00 PM
WSH,MON,11/29/2013,5:00 PM
NYI,WSH,11/30/2013,7:00 PM
WSH,CAR,12/3/2013,7:00 PM
WSH,NSH,12/7/2013,7:00 PM
NYR,WSH,12/8/2013,7:00 PM
WSH,TBL,12/10/2013,7:00 PM
FLA,WSH,12/13/2013,7:30 PM
WSH,PHI,12/15/2013,3:00 PM
PHI,WSH,12/17/2013,7:30 PM
CAR,WSH,12/20/2013,7:00 PM
WSH,NJD,12/21/2013,7:00 PM
WSH,ANH,12/23/2013,7:00 PM
WSH,NYR,12/27/2013,7:00 PM
BUF,WSH,12/29/2013,5:00 PM
OTT,WSH,12/30/2013,7:30 PM
WSH,CAR,1/2/2014,7:00 PM
MIN,WSH,1/4/2014,8:00 PM
TBL,WSH,1/9/2014,7:30 PM
WSH,TOR,1/10/2014,7:00 PM
WSH,BUF,1/12/2014,3:00 PM
WSH,SJS,1/14/2014,7:00 PM
PIT,WSH,1/15/2014,8:00 PM
CBJ,WSH,1/17/2014,7:00 PM
NYR,WSH,1/19/2014,7:30 PM
WSH,OTT,1/21/2014,7:00 PM
NJD,WSH,1/24/2014,7:00 PM
MON,WSH,1/25/2014,7:00 PM
BUF,WSH,1/28/2014,7:30 PM
CBJ,WSH,1/30/2014,7:00 PM
DET,WSH,1/31/2014,7:30 PM
WSH,DET,2/2/2014,0:30 PM
WSH,NYI,2/4/2014,7:30 PM
WSH,WPG,2/6/2014,7:00 PM
WSH,NJD,2/8/2014,8:00 PM
FLA,WSH,2/27/2014,7:30 PM
BOS,WSH,3/1/2014,1:00 PM
WSH,PHI,3/2/2014,0:30 PM
PHI,WSH,3/5/2014,8:00 PM
BOS,WSH,3/6/2014,7:00 PM
WSH,ARI,3/8/2014,7:00 PM
WSH,PIT,3/10/2014,7:00 PM
PIT,WSH,3/11/2014,7:30 PM
WSH,VAN,3/14/2014,7:00 PM
WSH,TOR,3/16/2014,3:00 PM
ANH,WSH,3/18/2014,10:00 PM
LAK,WSH,3/20/2014,10:30 PM
SJS,WSH,3/22/2014,10:30 PM
WSH,LAK,3/25/2014,7:00 PM
WSH,BOS,3/29/2014,0:30 PM
NSH,WSH,3/30/2014,8:00 PM
WSH,DAL,4/1/2014,7:00 PM
NJD,WSH,4/4/2014,7:00 PM
NYI,WSH,4/5/2014,5:00 PM
STL,WSH,4/8/2014,8:00 PM
CAR,WSH,4/10/2014,7:00 PM
WSH,CHI,4/11/2014,7:00 PM
WSH,TBL,4/13/2014,3:00 PM
