HOME,AWAY,DATE,TIME (CT)
STL,NSH,10/3/2013,7:30 PM
COL,NSH,10/4/2013,8:00 PM
NSH,MIN,10/8/2013,7:00 PM
NSH,TOR,10/10/2013,7:00 PM
NSH,NYI,10/12/2013,7:00 PM
NSH,FLA,10/15/2013,7:00 PM
NSH,LAK,10/17/2013,7:00 PM
MON,NSH,10/19/2013,6:00 PM
WPG,NSH,10/20/2013,7:00 PM
MIN,NSH,10/22/2013,7:00 PM
NSH,WPG,10/24/2013,7:00 PM
NSH,STL,10/26/2013,7:00 PM
ARI,NSH,10/31/2013,9:00 PM
LAK,NSH,11/2/2013,9:30 PM
COL,NSH,11/6/2013,8:30 PM
WPG,NSH,11/8/2013,7:00 PM
NJD,NSH,11/10/2013,6:00 PM
NYI,NSH,11/12/2013,6:00 PM
PIT,NSH,11/15/2013,6:00 PM
NSH,CHI,11/16/2013,7:00 PM
DET,NSH,11/19/2013,6:30 PM
TOR,NSH,11/21/2013,6:00 PM
NSH,NYR,11/23/2013,7:00 PM
NSH,ARI,11/25/2013,7:00 PM
CBJ,NSH,11/27/2013,6:00 PM
NSH,EDM,11/28/2013,7:00 PM
NSH,PHI,11/30/2013,7:00 PM
NSH,VAN,12/3/2013,7:00 PM
NSH,CAR,12/5/2013,7:00 PM
WSH,NSH,12/7/2013,6:00 PM
NYR,NSH,12/10/2013,6:30 PM
NSH,DAL,12/12/2013,7:00 PM
NSH,SJS,12/14/2013,7:00 PM
NSH,CHI,12/17/2013,7:00 PM
TBL,NSH,12/19/2013,6:30 PM
NSH,MON,12/21/2013,6:00 PM
NSH,BOS,12/23/2013,7:00 PM
DAL,NSH,12/27/2013,7:30 PM
NSH,LAK,12/28/2013,7:00 PM
NSH,DET,12/30/2013,7:00 PM
BOS,NSH,1/2/2014,6:00 PM
FLA,NSH,1/4/2014,6:00 PM
CAR,NSH,1/5/2014,6:00 PM
NSH,SJS,1/7/2014,7:00 PM
NSH,ANH,1/9/2014,7:00 PM
NSH,OTT,1/11/2014,6:00 PM
NSH,MIN,1/12/2014,6:00 PM
NSH,CGY,1/14/2014,7:00 PM
PHI,NSH,1/16/2014,6:00 PM
NSH,COL,1/18/2014,7:00 PM
NSH,DAL,1/20/2014,7:00 PM
VAN,NSH,1/23/2014,9:00 PM
CGY,NSH,1/24/2014,8:00 PM
EDM,NSH,1/26/2014,7:00 PM
WPG,NSH,1/28/2014,7:00 PM
NSH,NJD,1/31/2014,7:00 PM
STL,NSH,2/1/2014,7:00 PM
MIN,NSH,2/6/2014,7:00 PM
NSH,ANH,2/8/2014,7:00 PM
NSH,TBL,2/27/2014,7:00 PM
NSH,WPG,3/1/2014,2:00 PM
NSH,PIT,3/4/2014,7:00 PM
NSH,STL,3/6/2014,7:00 PM
NSH,CBJ,3/8/2014,7:00 PM
OTT,NSH,3/10/2014,6:30 PM
BUF,NSH,3/11/2014,6:00 PM
CHI,NSH,3/14/2014,7:00 PM
NSH,STL,3/15/2014,7:00 PM
EDM,NSH,3/18/2014,8:30 PM
VAN,NSH,3/19/2014,9:00 PM
CGY,NSH,3/21/2014,8:00 PM
CHI,NSH,3/23/2014,6:00 PM
NSH,COL,3/25/2014,7:00 PM
NSH,BUF,3/27/2014,7:00 PM
DAL,NSH,3/28/2014,7:30 PM
NSH,WSH,3/30/2014,7:00 PM
ANH,NSH,4/4/2014,9:00 PM
SJS,NSH,4/5/2014,9:30 PM
DAL,NSH,4/8/2014,7:30 PM
NSH,ARI,4/10/2014,7:00 PM
NSH,CHI,4/12/2014,7:00 PM
MIN,NSH,4/13/2014,7:00 PM
