HOME,AWAY,DATE,TIME (ET)
DET,BUF,10/2/2013,8:00 PM
BUF,OTT,10/4/2013,7:00 PM
PIT,BUF,10/5/2013,7:00 PM
BUF,TBL,10/8/2013,7:30 PM
BUF,CBJ,10/10/2013,7:00 PM
CHI,BUF,10/12/2013,8:00 PM
BUF,MIN,10/14/2013,7:30 PM
NYI,BUF,10/15/2013,7:00 PM
BUF,VAN,10/17/2013,7:00 PM
BUF,COL,10/19/2013,7:00 PM
BUF,BOS,10/23/2013,8:00 PM
FLA,BUF,10/25/2013,7:30 PM
TBL,BUF,10/26/2013,7:00 PM
BUF,DAL,10/28/2013,7:00 PM
NYR,BUF,10/31/2013,7:00 PM
BUF,ANH,11/2/2013,7:00 PM
SJS,BUF,11/5/2013,10:30 PM
LAK,BUF,11/7/2013,10:30 PM
ANH,BUF,11/8/2013,10:00 PM
BUF,LAK,11/12/2013,7:00 PM
BUF,TOR,11/15/2013,7:00 PM
TOR,BUF,11/16/2013,7:00 PM
BUF,STL,11/19/2013,7:00 PM
PHI,BUF,11/21/2013,7:00 PM
BUF,DET,11/24/2013,5:00 PM
BUF,MON,11/27/2013,7:00 PM
BUF,TOR,11/29/2013,7:30 PM
NJD,BUF,11/30/2013,7:00 PM
BUF,NYR,12/5/2013,7:00 PM
MON,BUF,12/7/2013,7:00 PM
BUF,OTT,12/10/2013,7:00 PM
OTT,BUF,12/12/2013,7:30 PM
BUF,CGY,12/14/2013,2:00 PM
BUF,WPG,12/17/2013,7:00 PM
BUF,BOS,12/19/2013,7:00 PM
BOS,BUF,12/21/2013,7:00 PM
BUF,ARI,12/23/2013,7:00 PM
TOR,BUF,12/27/2013,7:30 PM
BUF,WSH,12/29/2013,5:00 PM
WPG,BUF,12/31/2013,7:00 PM
MIN,BUF,1/2/2014,8:00 PM
BUF,NJD,1/4/2014,7:00 PM
BUF,FLA,1/9/2014,7:00 PM
WSH,BUF,1/12/2014,3:00 PM
BUF,PHI,1/14/2014,7:30 PM
TOR,BUF,1/15/2014,7:30 PM
BUF,CBJ,1/18/2014,7:00 PM
BUF,FLA,1/21/2014,7:00 PM
BUF,CAR,1/23/2014,7:00 PM
CBJ,BUF,1/25/2014,7:00 PM
PIT,BUF,1/27/2014,7:30 PM
BUF,WSH,1/28/2014,7:30 PM
ARI,BUF,1/30/2014,9:00 PM
COL,BUF,2/1/2014,3:00 PM
BUF,EDM,2/3/2014,7:00 PM
BUF,PIT,2/5/2014,7:30 PM
OTT,BUF,2/6/2014,7:30 PM
BUF,CAR,2/25/2014,7:00 PM
BUF,BOS,2/26/2014,7:30 PM
BUF,SJS,2/28/2014,7:00 PM
DAL,BUF,3/3/2014,8:00 PM
TBL,BUF,3/6/2014,7:30 PM
FLA,BUF,3/7/2014,7:30 PM
BUF,CHI,3/9/2014,7:30 PM
BUF,NSH,3/11/2014,7:00 PM
CAR,BUF,3/13/2014,7:00 PM
NYI,BUF,3/15/2014,7:00 PM
BUF,MON,3/16/2014,7:00 PM
CGY,BUF,3/18/2014,9:00 PM
EDM,BUF,3/20/2014,9:30 PM
VAN,BUF,3/23/2014,8:00 PM
MON,BUF,3/25/2014,7:30 PM
NSH,BUF,3/27/2014,8:00 PM
BUF,TBL,3/29/2014,7:00 PM
BUF,NJD,4/1/2014,7:00 PM
STL,BUF,4/3/2014,8:00 PM
DET,BUF,4/4/2014,7:30 PM
PHI,BUF,4/6/2014,7:30 PM
BUF,DET,4/8/2014,7:00 PM
NYR,BUF,4/10/2014,7:00 PM
BOS,BUF,4/12/2014,0:30 PM
BUF,NYI,4/13/2014,5:00 PM
