HOME,AWAY,DATE,TIME (CT)
CHI,ANH,10/5/2005,7:30 PM
CHI,SJS,10/7/2005,7:30 PM
CHI,CBJ,10/9/2005,6:00 PM
STL,CHI,10/11/2005,7:00 PM
COL,CHI,10/14/2005,8:00 PM
SJS,CHI,10/15/2005,9:30 PM
VAN,CHI,10/18/2005,9:00 PM
CHI,MIN,10/23/2005,6:00 PM
NSH,CHI,10/25/2005,7:00 PM
DET,CHI,10/27/2005,6:30 PM
CHI,DET,10/29/2005,7:30 PM
DET,CHI,11/1/2005,6:00 PM
STL,CHI,11/2/2005,7:00 PM
DAL,CHI,11/4/2005,7:30 PM
CHI,ARI,11/6/2005,6:00 PM
STL,CHI,11/10/2005,7:00 PM
CHI,LAK,11/11/2005,7:30 PM
CHI,EDM,11/13/2005,6:00 PM
CGY,CHI,11/18/2005,8:00 PM
EDM,CHI,11/19/2005,9:00 PM
VAN,CHI,11/22/2005,9:00 PM
LAK,CHI,11/26/2005,9:30 PM
ANH,CHI,11/27/2005,7:00 PM
CHI,LAK,11/30/2005,7:30 PM
TBL,CHI,12/2/2005,6:30 PM
FLA,CHI,12/3/2005,6:30 PM
CHI,NYR,12/7/2005,7:30 PM
ATL,CHI,12/11/2005,1:00 PM
CAR,CHI,12/13/2005,6:00 PM
NSH,CHI,12/15/2005,7:00 PM
CHI,STL,12/16/2005,7:30 PM
CHI,DAL,12/18/2005,6:00 PM
CHI,NSH,12/21/2005,7:30 PM
CHI,DET,12/23/2005,7:30 PM
CBJ,CHI,12/26/2005,6:00 PM
CHI,STL,12/28/2005,7:30 PM
CHI,CBJ,12/30/2005,7:30 PM
CGY,CHI,1/2/2006,2:00 PM
EDM,CHI,1/3/2006,8:00 PM
CHI,VAN,1/5/2006,7:30 PM
CHI,NSH,1/8/2006,6:00 PM
WSH,CHI,1/10/2006,6:00 PM
CHI,PHI,1/11/2006,7:30 PM
CHI,PIT,1/13/2006,7:30 PM
CHI,NJD,1/15/2006,6:00 PM
CHI,NYI,1/17/2006,7:30 PM
CHI,COL,1/19/2006,7:30 PM
MIN,CHI,1/20/2006,7:00 PM
CHI,MIN,1/22/2006,6:00 PM
CHI,CGY,1/26/2006,7:30 PM
CHI,CGY,1/29/2006,2:00 PM
STL,CHI,2/2/2006,7:00 PM
NSH,CHI,2/4/2006,7:00 PM
ARI,CHI,2/7/2006,8:00 PM
SJS,CHI,2/8/2006,9:30 PM
LAK,CHI,2/11/2006,3:00 PM
ANH,CHI,2/12/2006,7:00 PM
CHI,NSH,3/1/2006,7:30 PM
CHI,VAN,3/3/2006,7:30 PM
CHI,DAL,3/5/2006,6:00 PM
CBJ,CHI,3/7/2006,6:00 PM
CHI,COL,3/9/2006,7:30 PM
DET,CHI,3/11/2006,6:30 PM
CHI,DET,3/12/2006,6:00 PM
CHI,CBJ,3/15/2006,7:30 PM
CHI,ANH,3/17/2006,7:30 PM
CHI,ARI,3/19/2006,2:00 PM
ARI,CHI,3/23/2006,8:00 PM
DAL,CHI,3/24/2006,7:30 PM
CHI,SJS,3/26/2006,6:00 PM
CHI,STL,3/29/2006,7:30 PM
DET,CHI,3/31/2006,6:00 PM
CBJ,CHI,4/1/2006,6:00 PM
COL,CHI,4/3/2006,8:00 PM
CHI,NSH,4/5/2006,7:30 PM
CHI,EDM,4/7/2006,7:30 PM
NSH,CHI,4/8/2006,7:00 PM
MIN,CHI,4/11/2006,7:00 PM
CHI,DET,4/13/2006,7:30 PM
CBJ,CHI,4/15/2006,6:00 PM
CHI,CBJ,4/16/2006,6:00 PM
CHI,STL,4/18/2006,7:30 PM
