HOME,AWAY,DATE,TIME (MT)
MIN,CGY,10/5/2005,6:00 PM
CBJ,CGY,10/7/2005,5:00 PM
DET,CGY,10/9/2005,2:00 PM
COL,CGY,10/10/2005,7:00 PM
CGY,DAL,10/13/2005,7:00 PM
CGY,EDM,10/15/2005,8:00 PM
CGY,ARI,10/17/2005,7:00 PM
CGY,EDM,10/20/2005,7:00 PM
DAL,CGY,10/22/2005,6:00 PM
LAK,CGY,10/23/2005,8:30 PM
ANH,CGY,10/26/2005,8:30 PM
ARI,CGY,10/27/2005,8:00 PM
SJS,CGY,10/29/2005,8:30 PM
CGY,MIN,11/1/2005,7:00 PM
CGY,CBJ,11/3/2005,7:00 PM
CGY,VAN,11/5/2005,8:00 PM
CGY,VAN,11/7/2005,7:00 PM
ARI,CGY,11/10/2005,7:00 PM
CGY,COL,11/12/2005,8:00 PM
CGY,MIN,11/14/2005,7:00 PM
CGY,DET,11/16/2005,6:30 PM
CGY,CHI,11/18/2005,7:00 PM
COL,CGY,11/21/2005,7:00 PM
CGY,SJS,11/23/2005,7:00 PM
CGY,EDM,11/25/2005,7:00 PM
NSH,CGY,11/29/2005,6:00 PM
DET,CGY,12/1/2005,5:30 PM
PIT,CGY,12/3/2005,5:00 PM
PHI,CGY,12/6/2005,5:00 PM
NJD,CGY,12/7/2005,5:30 PM
CGY,OTT,12/10/2005,8:00 PM
CGY,BOS,12/17/2005,8:00 PM
EDM,CGY,12/19/2005,7:00 PM
CGY,LAK,12/21/2005,7:00 PM
VAN,CGY,12/23/2005,8:00 PM
VAN,CGY,12/26/2005,8:00 PM
CGY,NSH,12/27/2005,7:00 PM
CGY,MIN,12/29/2005,8:00 PM
CGY,EDM,12/31/2005,8:00 PM
CGY,CHI,1/2/2006,1:00 PM
CGY,TOR,1/6/2006,7:00 PM
VAN,CGY,1/7/2006,8:00 PM
NYR,CGY,1/10/2006,5:00 PM
NYI,CGY,1/12/2006,5:00 PM
MIN,CGY,1/14/2006,6:00 PM
CGY,MON,1/19/2006,7:00 PM
CGY,BUF,1/21/2006,7:00 PM
EDM,CGY,1/23/2006,7:00 PM
COL,CGY,1/24/2006,7:00 PM
CHI,CGY,1/26/2006,6:30 PM
CHI,CGY,1/29/2006,1:00 PM
STL,CGY,1/30/2006,6:00 PM
CGY,CBJ,2/1/2006,8:00 PM
CGY,VAN,2/3/2006,7:00 PM
SJS,CGY,2/6/2006,8:30 PM
CGY,ANH,2/8/2006,7:00 PM
CGY,STL,2/10/2006,7:00 PM
CGY,VAN,2/28/2006,7:00 PM
CGY,STL,3/2/2006,7:00 PM
CGY,SJS,3/4/2006,8:00 PM
CGY,NSH,3/7/2006,7:00 PM
CGY,DAL,3/9/2006,7:00 PM
COL,CGY,3/12/2006,1:00 PM
CGY,COL,3/13/2006,7:00 PM
EDM,CGY,3/16/2006,7:00 PM
NSH,CGY,3/18/2006,6:00 PM
MIN,CGY,3/19/2006,5:00 PM
MIN,CGY,3/21/2006,6:00 PM
STL,CGY,3/23/2006,6:00 PM
CBJ,CGY,3/24/2006,5:00 PM
DAL,CGY,3/26/2006,1:00 PM
CGY,LAK,3/29/2006,6:30 PM
CGY,COL,3/31/2006,7:30 PM
EDM,CGY,4/1/2006,8:00 PM
CGY,DET,4/3/2006,7:00 PM
CGY,ARI,4/5/2006,8:00 PM
CGY,MIN,4/7/2006,7:00 PM
VAN,CGY,4/8/2006,8:00 PM
CGY,ANH,4/11/2006,7:00 PM
CGY,COL,4/13/2006,7:00 PM
LAK,CGY,4/15/2006,8:30 PM
ANH,CGY,4/17/2006,8:30 PM
