HOME,AWAY,DATE,TIME (MT)
EDM,COL,10/5/2005,8:00 PM
EDM,VAN,10/8/2005,8:00 PM
ANH,EDM,10/10/2005,8:30 PM
LAK,EDM,10/11/2005,8:30 PM
EDM,DAL,10/14/2005,7:00 PM
CGY,EDM,10/15/2005,8:00 PM
EDM,ARI,10/18/2005,7:00 PM
CGY,EDM,10/20/2005,7:00 PM
EDM,COL,10/21/2005,7:00 PM
COL,EDM,10/25/2005,7:30 PM
DAL,EDM,10/28/2005,6:30 PM
NSH,EDM,10/29/2005,6:00 PM
EDM,CBJ,11/1/2005,7:00 PM
DET,EDM,11/3/2005,5:30 PM
STL,EDM,11/4/2005,6:00 PM
DAL,EDM,11/7/2005,6:30 PM
NSH,EDM,11/8/2005,6:00 PM
CBJ,EDM,11/11/2005,5:00 PM
CHI,EDM,11/13/2005,5:00 PM
COL,EDM,11/14/2005,7:00 PM
EDM,DET,11/17/2005,7:00 PM
EDM,CHI,11/19/2005,8:00 PM
EDM,SJS,11/21/2005,7:00 PM
MIN,EDM,11/23/2005,6:00 PM
CGY,EDM,11/25/2005,7:00 PM
EDM,COL,11/29/2005,7:00 PM
EDM,VAN,12/1/2005,7:00 PM
EDM,BOS,12/3/2005,8:00 PM
PHI,EDM,12/8/2005,5:00 PM
NYI,EDM,12/10/2005,5:00 PM
NJD,EDM,12/13/2005,5:30 PM
EDM,MON,12/15/2005,7:00 PM
VAN,EDM,12/17/2005,8:00 PM
EDM,CGY,12/19/2005,7:00 PM
VAN,EDM,12/21/2005,8:00 PM
EDM,LAK,12/23/2005,7:00 PM
EDM,MIN,12/26/2005,7:00 PM
EDM,MIN,12/28/2005,6:00 PM
EDM,NSH,12/30/2005,7:30 PM
CGY,EDM,12/31/2005,8:00 PM
EDM,CHI,1/3/2006,7:00 PM
EDM,TOR,1/7/2006,5:00 PM
PIT,EDM,1/10/2006,5:30 PM
NYR,EDM,1/12/2006,5:00 PM
EDM,OTT,1/14/2006,8:00 PM
EDM,BUF,1/16/2006,7:00 PM
SJS,EDM,1/19/2006,8:30 PM
ARI,EDM,1/21/2006,7:00 PM
EDM,CGY,1/23/2006,7:00 PM
ANH,EDM,1/25/2006,8:00 PM
LAK,EDM,1/26/2006,8:30 PM
ARI,EDM,1/29/2006,6:00 PM
EDM,CBJ,2/2/2006,7:00 PM
EDM,VAN,2/4/2006,8:00 PM
EDM,ANH,2/6/2006,7:00 PM
COL,EDM,2/7/2006,7:00 PM
EDM,MIN,2/10/2006,7:00 PM
EDM,STL,2/12/2006,2:00 PM
EDM,STL,3/1/2006,8:00 PM
EDM,SJS,3/3/2006,7:00 PM
EDM,NSH,3/5/2006,2:00 PM
EDM,DAL,3/7/2006,7:00 PM
SJS,EDM,3/9/2006,8:30 PM
CBJ,EDM,3/11/2006,5:00 PM
MIN,EDM,3/12/2006,5:00 PM
MIN,EDM,3/14/2006,6:00 PM
EDM,CGY,3/16/2006,7:00 PM
EDM,DET,3/18/2006,8:00 PM
EDM,VAN,3/21/2006,7:00 PM
VAN,EDM,3/23/2006,8:00 PM
VAN,EDM,3/25/2006,8:00 PM
COL,EDM,3/26/2006,7:00 PM
EDM,MIN,3/28/2006,7:00 PM
EDM,LAK,3/30/2006,7:00 PM
EDM,CGY,4/1/2006,8:00 PM
EDM,ARI,4/3/2006,6:30 PM
MIN,EDM,4/6/2006,6:00 PM
CHI,EDM,4/7/2006,6:30 PM
STL,EDM,4/9/2006,5:00 PM
DET,EDM,4/11/2006,5:30 PM
EDM,ANH,4/13/2006,7:00 PM
EDM,COL,4/17/2006,7:00 PM
