HOME,AWAY,DATE,TIME (CT)
DAL,LAK,10/5/2005,7:30 PM
DAL,COL,10/8/2005,7:00 PM
DAL,ARI,10/11/2005,7:30 PM
CGY,DAL,10/13/2005,8:00 PM
EDM,DAL,10/14/2005,8:00 PM
VAN,DAL,10/16/2005,9:00 PM
DAL,LAK,10/20/2005,7:30 PM
DAL,CGY,10/22/2005,7:00 PM
DAL,SJS,10/26/2005,7:30 PM
DAL,EDM,10/28/2005,7:30 PM
ARI,DAL,10/29/2005,9:00 PM
DAL,LAK,11/2/2005,7:30 PM
DAL,CHI,11/4/2005,7:30 PM
COL,DAL,11/5/2005,8:00 PM
DAL,EDM,11/7/2005,7:30 PM
NSH,DAL,11/10/2005,7:00 PM
SJS,DAL,11/12/2005,9:30 PM
ANH,DAL,11/13/2005,7:00 PM
ANH,DAL,11/16/2005,9:30 PM
DAL,CBJ,11/18/2005,7:30 PM
DAL,ANH,11/23/2005,7:30 PM
DAL,ARI,11/25/2005,7:30 PM
NSH,DAL,11/26/2005,7:00 PM
DAL,SJS,11/30/2005,7:30 PM
DAL,CAR,12/2/2005,7:30 PM
DAL,FLA,12/7/2005,7:30 PM
TOR,DAL,12/10/2005,6:00 PM
BUF,DAL,12/14/2005,6:00 PM
OTT,DAL,12/15/2005,6:30 PM
CHI,DAL,12/18/2005,6:00 PM
MIN,DAL,12/19/2005,7:00 PM
CBJ,DAL,12/21/2005,6:00 PM
DAL,ARI,12/23/2005,7:30 PM
STL,DAL,12/26/2005,7:00 PM
DAL,DET,12/27/2005,7:30 PM
DAL,STL,12/29/2005,7:30 PM
DAL,LAK,12/31/2005,7:00 PM
LAK,DAL,1/2/2006,9:30 PM
DAL,VAN,1/4/2006,7:30 PM
DAL,ANH,1/6/2006,7:30 PM
DET,DAL,1/8/2006,4:00 PM
MIN,DAL,1/9/2006,7:00 PM
DAL,WSH,1/12/2006,7:30 PM
BOS,DAL,1/14/2006,1:00 PM
MON,DAL,1/16/2006,6:30 PM
DAL,ATL,1/18/2006,7:30 PM
DAL,TBL,1/20/2006,7:30 PM
DAL,ARI,1/23/2006,7:30 PM
DAL,STL,1/25/2006,7:30 PM
COL,DAL,1/26/2006,8:00 PM
DAL,DET,1/28/2006,1:00 PM
DAL,SJS,1/30/2006,7:30 PM
DAL,NSH,2/1/2006,7:30 PM
STL,DAL,2/4/2006,1:00 PM
DAL,NSH,2/6/2006,7:00 PM
ARI,DAL,2/9/2006,8:00 PM
SJS,DAL,2/10/2006,9:30 PM
LAK,DAL,2/12/2006,3:00 PM
ARI,DAL,3/2/2006,8:00 PM
DAL,COL,3/4/2006,7:00 PM
CHI,DAL,3/5/2006,6:00 PM
EDM,DAL,3/7/2006,8:00 PM
CGY,DAL,3/9/2006,8:00 PM
VAN,DAL,3/11/2006,9:00 PM
DAL,VAN,3/13/2006,7:30 PM
LAK,DAL,3/16/2006,9:30 PM
SJS,DAL,3/18/2006,3:00 PM
DAL,ANH,3/20/2006,7:30 PM
DAL,MIN,3/22/2006,7:30 PM
DAL,CHI,3/24/2006,7:30 PM
DAL,CGY,3/26/2006,2:00 PM
DAL,ANH,3/29/2006,7:30 PM
ANH,DAL,3/31/2006,9:30 PM
LAK,DAL,4/1/2006,9:30 PM
DAL,SJS,4/3/2006,7:30 PM
ANH,DAL,4/6/2006,9:30 PM
ARI,DAL,4/8/2006,9:00 PM
SJS,DAL,4/9/2006,7:00 PM
DAL,CBJ,4/11/2006,7:30 PM
DAL,MIN,4/15/2006,1:00 PM
DET,DAL,4/17/2006,6:00 PM
CBJ,DAL,4/18/2006,6:00 PM
