HOME,AWAY,DATE,TIME (ET)
BOS,MON,10/5/2005,7:00 PM
BUF,BOS,10/7/2005,8:00 PM
PIT,BOS,10/8/2005,7:30 PM
TBL,BOS,10/10/2005,7:30 PM
FLA,BOS,10/13/2005,7:00 PM
OTT,BOS,10/15/2005,7:00 PM
MON,BOS,10/18/2005,7:30 PM
BOS,BUF,10/20/2005,7:00 PM
BOS,PIT,10/22/2005,7:00 PM
TOR,BOS,10/24/2005,7:30 PM
CAR,BOS,10/26/2005,7:00 PM
BOS,TOR,10/27/2005,7:00 PM
BOS,NJD,10/29/2005,7:00 PM
NYI,BOS,11/1/2005,7:00 PM
BOS,FLA,11/3/2005,7:00 PM
BOS,PIT,11/5/2005,7:00 PM
PHI,BOS,11/8/2005,7:00 PM
BOS,OTT,11/10/2005,7:00 PM
NYI,BOS,11/12/2005,7:00 PM
BOS,TOR,11/17/2005,7:00 PM
BOS,BUF,11/19/2005,7:00 PM
NYR,BOS,11/20/2005,7:30 PM
TOR,BOS,11/23/2005,7:30 PM
BOS,PHI,11/25/2005,0:00 PM
OTT,BOS,11/26/2005,7:00 PM
NJD,BOS,11/29/2005,7:30 PM
BOS,OTT,12/1/2005,7:00 PM
EDM,BOS,12/3/2005,10:00 PM
VAN,BOS,12/4/2005,10:00 PM
COL,BOS,12/7/2005,9:00 PM
BOS,ARI,12/11/2005,5:00 PM
MIN,BOS,12/15/2005,8:00 PM
CGY,BOS,12/17/2005,10:00 PM
BOS,TOR,12/22/2005,7:00 PM
TOR,BOS,12/23/2005,7:00 PM
WSH,BOS,12/27/2005,7:00 PM
FLA,BOS,12/28/2005,7:00 PM
TBL,BOS,12/30/2005,7:30 PM
BOS,PHI,1/2/2006,1:00 PM
BOS,OTT,1/5/2006,7:00 PM
BOS,TBL,1/7/2006,5:00 PM
BOS,SJS,1/10/2006,7:00 PM
BOS,LAK,1/12/2006,7:00 PM
BOS,DAL,1/14/2006,2:00 PM
BOS,ANH,1/16/2006,1:00 PM
PHI,BOS,1/19/2006,7:00 PM
BOS,NYR,1/21/2006,7:00 PM
WSH,BOS,1/23/2006,7:00 PM
ATL,BOS,1/24/2006,7:00 PM
BOS,WSH,1/26/2006,7:00 PM
BOS,NYI,1/28/2006,7:00 PM
OTT,BOS,1/30/2006,7:30 PM
BOS,MON,2/2/2006,7:00 PM
MON,BOS,2/4/2006,0:00 PM
BOS,CAR,2/5/2006,1:00 PM
PIT,BOS,2/8/2006,7:30 PM
BOS,NJD,2/9/2006,7:00 PM
BOS,TBL,2/11/2006,7:00 PM
CAR,BOS,3/1/2006,7:00 PM
BOS,ATL,3/2/2006,7:00 PM
BOS,BUF,3/4/2006,7:00 PM
BUF,BOS,3/7/2006,7:00 PM
BOS,MON,3/9/2006,7:00 PM
BOS,NYI,3/11/2006,7:00 PM
BUF,BOS,3/12/2006,5:00 PM
TOR,BOS,3/14/2006,7:30 PM
BOS,OTT,3/16/2006,7:00 PM
BOS,CAR,3/18/2006,0:00 PM
NYR,BOS,3/20/2006,7:00 PM
BOS,ATL,3/21/2006,7:00 PM
NJD,BOS,3/24/2006,7:30 PM
BOS,BUF,3/25/2006,7:00 PM
BOS,FLA,3/27/2006,7:00 PM
BUF,BOS,3/29/2006,7:00 PM
MON,BOS,4/1/2006,7:00 PM
MON,BOS,4/4/2006,7:30 PM
BOS,TOR,4/6/2006,7:00 PM
BOS,NYR,4/8/2006,2:00 PM
BOS,WSH,4/10/2006,7:00 PM
OTT,BOS,4/11/2006,7:30 PM
BOS,MON,4/13/2006,7:00 PM
ATL,BOS,4/15/2006,2:00 PM
