HOME,AWAY,DATE,TIME (CT)
DET,STL,10/5/2005,6:30 PM
STL,DET,10/6/2005,7:00 PM
STL,SJS,10/8/2005,7:00 PM
STL,CHI,10/11/2005,7:00 PM
STL,NSH,10/15/2005,7:00 PM
STL,ANH,10/19/2005,7:00 PM
NSH,STL,10/20/2005,7:00 PM
STL,MIN,10/22/2005,7:00 PM
ARI,STL,10/25/2005,9:00 PM
ANH,STL,10/28/2005,9:30 PM
LAK,STL,10/29/2005,9:30 PM
STL,CHI,11/2/2005,7:00 PM
STL,EDM,11/4/2005,7:00 PM
STL,DET,11/6/2005,6:00 PM
CBJ,STL,11/9/2005,6:00 PM
STL,CHI,11/10/2005,7:00 PM
NSH,STL,11/12/2005,7:00 PM
CBJ,STL,11/16/2005,6:00 PM
DET,STL,11/19/2005,6:30 PM
STL,LAK,11/22/2005,7:00 PM
MIN,STL,11/25/2005,1:00 PM
STL,CBJ,11/26/2005,7:00 PM
STL,CBJ,12/1/2005,7:00 PM
STL,NYI,12/6/2005,7:00 PM
TBL,STL,12/8/2005,6:30 PM
STL,NYR,12/10/2005,7:00 PM
STL,PIT,12/13/2005,7:00 PM
CHI,STL,12/16/2005,7:30 PM
STL,PHI,12/17/2005,7:00 PM
ARI,STL,12/20/2005,8:00 PM
ANH,STL,12/21/2005,9:30 PM
SJS,STL,12/23/2005,9:30 PM
STL,DAL,12/26/2005,7:00 PM
CHI,STL,12/28/2005,7:30 PM
DAL,STL,12/29/2005,7:30 PM
STL,ANH,12/31/2005,5:00 PM
STL,VAN,1/2/2006,7:00 PM
STL,NSH,1/4/2006,7:00 PM
DET,STL,1/5/2006,6:30 PM
COL,STL,1/9/2006,8:00 PM
FLA,STL,1/12/2006,6:00 PM
ATL,STL,1/13/2006,6:00 PM
CAR,STL,1/15/2006,0:30 PM
STL,NJD,1/17/2006,7:00 PM
WSH,STL,1/19/2006,6:00 PM
CBJ,STL,1/20/2006,6:00 PM
STL,VAN,1/23/2006,7:00 PM
DAL,STL,1/25/2006,7:30 PM
STL,ARI,1/26/2006,7:00 PM
STL,CGY,1/30/2006,7:00 PM
DET,STL,2/1/2006,6:30 PM
STL,CHI,2/2/2006,7:00 PM
STL,DAL,2/4/2006,1:00 PM
VAN,STL,2/8/2006,9:00 PM
CGY,STL,2/10/2006,8:00 PM
EDM,STL,2/12/2006,3:00 PM
EDM,STL,3/1/2006,9:00 PM
CGY,STL,3/2/2006,8:00 PM
VAN,STL,3/5/2006,9:00 PM
STL,COL,3/7/2006,7:00 PM
STL,MIN,3/10/2006,7:00 PM
STL,LAK,3/11/2006,7:00 PM
STL,CBJ,3/13/2006,7:00 PM
SJS,STL,3/16/2006,9:30 PM
LAK,STL,3/18/2006,9:30 PM
NSH,STL,3/20/2006,7:00 PM
STL,SJS,3/21/2006,7:00 PM
STL,CGY,3/23/2006,7:00 PM
STL,COL,3/25/2006,7:00 PM
STL,DET,3/27/2006,7:00 PM
CHI,STL,3/29/2006,7:30 PM
STL,CBJ,3/31/2006,7:00 PM
NSH,STL,4/1/2006,7:00 PM
MIN,STL,4/4/2006,7:00 PM
STL,NSH,4/6/2006,7:00 PM
COL,STL,4/8/2006,1:00 PM
STL,EDM,4/9/2006,6:00 PM
STL,NSH,4/11/2006,7:00 PM
CBJ,STL,4/13/2006,6:00 PM
STL,DET,4/15/2006,7:00 PM
STL,ARI,4/16/2006,6:00 PM
CHI,STL,4/18/2006,7:30 PM
