HOME,AWAY,DATE,TIME (CT)
WSH,CBJ,10/5/2005,6:00 PM
CBJ,CGY,10/7/2005,6:00 PM
CHI,CBJ,10/9/2005,6:00 PM
SJS,CBJ,10/12/2005,9:30 PM
ANH,CBJ,10/14/2005,9:30 PM
LAK,CBJ,10/16/2005,7:00 PM
CBJ,SJS,10/21/2005,6:00 PM
CBJ,DET,10/22/2005,6:00 PM
CBJ,DET,10/24/2005,6:00 PM
CBJ,NSH,10/26/2005,6:00 PM
CBJ,MIN,10/28/2005,6:00 PM
MIN,CBJ,10/29/2005,7:00 PM
EDM,CBJ,11/1/2005,8:00 PM
CGY,CBJ,11/3/2005,8:00 PM
VAN,CBJ,11/4/2005,9:00 PM
CBJ,STL,11/9/2005,6:00 PM
CBJ,EDM,11/11/2005,6:00 PM
CBJ,LAK,11/13/2005,4:00 PM
CBJ,STL,11/16/2005,6:00 PM
DAL,CBJ,11/18/2005,7:30 PM
ARI,CBJ,11/20/2005,7:00 PM
CBJ,NSH,11/23/2005,6:00 PM
CBJ,COL,11/25/2005,6:00 PM
STL,CBJ,11/26/2005,7:00 PM
MIN,CBJ,11/30/2005,7:00 PM
STL,CBJ,12/1/2005,7:00 PM
CBJ,NYI,12/8/2005,6:00 PM
ATL,CBJ,12/9/2005,6:00 PM
CBJ,NJD,12/11/2005,4:00 PM
CBJ,PHI,12/13/2005,6:00 PM
CAR,CBJ,12/15/2005,6:00 PM
NSH,CBJ,12/17/2005,7:00 PM
DET,CBJ,12/20/2005,6:30 PM
CBJ,DAL,12/21/2005,6:00 PM
CBJ,NSH,12/23/2005,6:00 PM
CBJ,CHI,12/26/2005,6:00 PM
CBJ,ANH,12/28/2005,6:00 PM
CHI,CBJ,12/30/2005,7:30 PM
DET,CBJ,12/31/2005,6:00 PM
SJS,CBJ,1/5/2006,9:30 PM
COL,CBJ,1/7/2006,2:00 PM
ARI,CBJ,1/8/2006,7:00 PM
CBJ,PIT,1/11/2006,6:00 PM
TBL,CBJ,1/13/2006,6:30 PM
FLA,CBJ,1/14/2006,6:30 PM
CBJ,NYR,1/16/2006,6:00 PM
CBJ,DET,1/18/2006,6:00 PM
CBJ,STL,1/20/2006,6:00 PM
NSH,CBJ,1/21/2006,7:00 PM
CBJ,VAN,1/24/2006,6:00 PM
CBJ,MIN,1/27/2006,6:00 PM
CBJ,NSH,1/28/2006,6:00 PM
CGY,CBJ,2/1/2006,9:00 PM
EDM,CBJ,2/2/2006,8:00 PM
VAN,CBJ,2/6/2006,9:00 PM
CBJ,LAK,2/8/2006,6:00 PM
CBJ,COL,2/10/2006,6:00 PM
NSH,CBJ,2/11/2006,7:00 PM
COL,CBJ,3/2/2006,8:00 PM
LAK,CBJ,3/4/2006,3:00 PM
ANH,CBJ,3/5/2006,3:00 PM
CBJ,CHI,3/7/2006,6:00 PM
CBJ,ARI,3/9/2006,6:00 PM
CBJ,EDM,3/11/2006,6:00 PM
STL,CBJ,3/13/2006,7:00 PM
CHI,CBJ,3/15/2006,7:30 PM
CBJ,VAN,3/17/2006,6:00 PM
CBJ,ANH,3/19/2006,4:00 PM
CBJ,ARI,3/21/2006,6:00 PM
CBJ,CGY,3/24/2006,6:00 PM
DET,CBJ,3/25/2006,6:30 PM
CBJ,SJS,3/28/2006,6:00 PM
STL,CBJ,3/31/2006,7:00 PM
CBJ,CHI,4/1/2006,6:00 PM
NSH,CBJ,4/3/2006,7:00 PM
DET,CBJ,4/7/2006,6:30 PM
CBJ,DET,4/8/2006,6:00 PM
DAL,CBJ,4/11/2006,7:30 PM
CBJ,STL,4/13/2006,6:00 PM
CBJ,CHI,4/15/2006,6:00 PM
CHI,CBJ,4/16/2006,6:00 PM
CBJ,DAL,4/18/2006,6:00 PM
