HOME,AWAY,DATE,TIME (PT)
DAL,LAK,10/5/2005,5:30 PM
LAK,ARI,10/6/2005,7:30 PM
LAK,MIN,10/9/2005,5:00 PM
LAK,EDM,10/11/2005,7:30 PM
LAK,DET,10/13/2005,7:30 PM
LAK,CBJ,10/16/2005,5:00 PM
COL,LAK,10/19/2005,6:00 PM
DAL,LAK,10/20/2005,5:30 PM
LAK,CGY,10/23/2005,7:30 PM
LAK,ANH,10/25/2005,7:30 PM
LAK,SJS,10/28/2005,7:30 PM
LAK,STL,10/29/2005,7:30 PM
DAL,LAK,11/2/2005,5:30 PM
ARI,LAK,11/3/2005,6:00 PM
LAK,NSH,11/5/2005,1:00 PM
DET,LAK,11/9/2005,4:30 PM
CHI,LAK,11/11/2005,5:30 PM
CBJ,LAK,11/13/2005,2:00 PM
NSH,LAK,11/15/2005,5:00 PM
LAK,VAN,11/17/2005,7:30 PM
LAK,COL,11/19/2005,7:30 PM
STL,LAK,11/22/2005,5:00 PM
NSH,LAK,11/24/2005,5:00 PM
LAK,CHI,11/26/2005,7:30 PM
LAK,DET,11/28/2005,7:30 PM
CHI,LAK,11/30/2005,5:30 PM
OTT,LAK,12/2/2005,4:30 PM
MON,LAK,12/3/2005,4:00 PM
TOR,LAK,12/6/2005,4:30 PM
LAK,CAR,12/8/2005,7:30 PM
LAK,FLA,12/10/2005,1:00 PM
LAK,WSH,12/14/2005,7:30 PM
ANH,LAK,12/16/2005,7:30 PM
LAK,ARI,12/17/2005,7:30 PM
VAN,LAK,12/19/2005,7:00 PM
CGY,LAK,12/21/2005,6:00 PM
EDM,LAK,12/23/2005,6:00 PM
LAK,SJS,12/26/2005,7:30 PM
COL,LAK,12/28/2005,6:00 PM
ARI,LAK,12/29/2005,6:00 PM
DAL,LAK,12/31/2005,5:00 PM
LAK,DAL,1/2/2006,7:30 PM
LAK,ARI,1/5/2006,7:30 PM
SJS,LAK,1/7/2006,7:30 PM
ANH,LAK,1/9/2006,7:30 PM
BOS,LAK,1/12/2006,4:00 PM
BUF,LAK,1/14/2006,4:30 PM
LAK,TBL,1/17/2006,7:30 PM
LAK,ATL,1/19/2006,7:30 PM
LAK,SJS,1/21/2006,3:00 PM
LAK,ANH,1/23/2006,7:30 PM
SJS,LAK,1/24/2006,7:30 PM
LAK,EDM,1/26/2006,7:30 PM
LAK,ANH,1/28/2006,1:00 PM
ANH,LAK,1/30/2006,7:30 PM
ARI,LAK,2/2/2006,6:00 PM
MIN,LAK,2/7/2006,5:00 PM
CBJ,LAK,2/8/2006,4:00 PM
LAK,CHI,2/11/2006,1:00 PM
LAK,DAL,2/12/2006,1:00 PM
LAK,MIN,3/2/2006,7:30 PM
LAK,CBJ,3/4/2006,1:00 PM
MIN,LAK,3/7/2006,5:00 PM
DET,LAK,3/9/2006,4:30 PM
STL,LAK,3/11/2006,5:00 PM
SJS,LAK,3/13/2006,7:30 PM
LAK,ARI,3/14/2006,7:30 PM
LAK,DAL,3/16/2006,7:30 PM
LAK,STL,3/18/2006,7:30 PM
LAK,COL,3/20/2006,7:30 PM
LAK,NSH,3/25/2006,7:30 PM
VAN,LAK,3/27/2006,7:30 PM
CGY,LAK,3/29/2006,5:30 PM
EDM,LAK,3/30/2006,6:00 PM
LAK,DAL,4/1/2006,7:30 PM
LAK,VAN,4/3/2006,7:30 PM
ANH,LAK,4/4/2006,7:30 PM
LAK,SJS,4/6/2006,7:30 PM
LAK,ANH,4/8/2006,3:00 PM
ARI,LAK,4/13/2006,7:00 PM
LAK,CGY,4/15/2006,7:30 PM
SJS,LAK,4/17/2006,7:30 PM
