HOME,AWAY,DATE,TIME (MT)
VAN,ARI,10/5/2005,8:30 PM
LAK,ARI,10/6/2005,8:30 PM
ARI,MIN,10/8/2005,8:00 PM
DAL,ARI,10/11/2005,6:30 PM
ARI,NSH,10/13/2005,8:00 PM
ARI,DET,10/15/2005,8:00 PM
CGY,ARI,10/17/2005,7:00 PM
EDM,ARI,10/18/2005,7:00 PM
VAN,ARI,10/20/2005,8:00 PM
ANH,ARI,10/23/2005,2:00 PM
ARI,STL,10/25/2005,8:00 PM
ARI,CGY,10/27/2005,8:00 PM
ARI,DAL,10/29/2005,8:00 PM
ANH,ARI,10/30/2005,6:00 PM
ARI,LAK,11/3/2005,7:00 PM
DET,ARI,11/5/2005,5:30 PM
CHI,ARI,11/6/2005,5:00 PM
MIN,ARI,11/8/2005,6:00 PM
ARI,CGY,11/10/2005,7:00 PM
ARI,ANH,11/12/2005,7:00 PM
ARI,COL,11/16/2005,7:00 PM
SJS,ARI,11/19/2005,8:30 PM
ARI,CBJ,11/20/2005,6:00 PM
ARI,ANH,11/22/2005,7:00 PM
DAL,ARI,11/25/2005,6:30 PM
ARI,VAN,11/26/2005,8:00 PM
ANH,ARI,11/30/2005,8:30 PM
ARI,CAR,12/3/2005,7:00 PM
ARI,ATL,12/5/2005,7:00 PM
BOS,ARI,12/11/2005,3:00 PM
MON,ARI,12/13/2005,5:30 PM
ARI,TBL,12/15/2005,7:00 PM
LAK,ARI,12/17/2005,8:30 PM
ARI,STL,12/20/2005,7:00 PM
ARI,SJS,12/22/2005,7:00 PM
DAL,ARI,12/23/2005,6:30 PM
COL,ARI,12/26/2005,7:00 PM
SJS,ARI,12/28/2005,8:30 PM
ARI,LAK,12/29/2005,7:00 PM
ARI,COL,12/31/2005,6:00 PM
LAK,ARI,1/5/2006,8:30 PM
ARI,CBJ,1/8/2006,6:00 PM
OTT,ARI,1/10/2006,5:30 PM
BUF,ARI,1/12/2006,5:00 PM
TOR,ARI,1/14/2006,5:00 PM
ARI,WSH,1/16/2006,2:00 PM
ARI,FLA,1/19/2006,7:00 PM
ARI,EDM,1/21/2006,7:00 PM
DAL,ARI,1/23/2006,6:30 PM
MIN,ARI,1/24/2006,6:00 PM
STL,ARI,1/26/2006,6:00 PM
ARI,SJS,1/28/2006,7:00 PM
ARI,EDM,1/29/2006,6:00 PM
ARI,VAN,1/31/2006,7:00 PM
ARI,LAK,2/2/2006,7:00 PM
ARI,MIN,2/4/2006,7:00 PM
ARI,CHI,2/7/2006,7:00 PM
ARI,DAL,2/9/2006,7:00 PM
ARI,SJS,2/12/2006,6:00 PM
ARI,DAL,3/2/2006,7:00 PM
ARI,DET,3/4/2006,7:00 PM
DET,ARI,3/7/2006,5:30 PM
CBJ,ARI,3/9/2006,5:00 PM
ARI,ANH,3/11/2006,7:00 PM
ANH,ARI,3/12/2006,6:00 PM
LAK,ARI,3/14/2006,8:30 PM
NSH,ARI,3/16/2006,6:00 PM
CHI,ARI,3/19/2006,1:00 PM
CBJ,ARI,3/21/2006,5:00 PM
ARI,CHI,3/23/2006,7:00 PM
ARI,ANH,3/25/2006,7:00 PM
ARI,NSH,3/28/2006,7:00 PM
SJS,ARI,3/30/2006,8:30 PM
SJS,ARI,4/1/2006,8:30 PM
EDM,ARI,4/3/2006,6:30 PM
CGY,ARI,4/5/2006,8:00 PM
ARI,DAL,4/8/2006,8:00 PM
ARI,SJS,4/10/2006,8:00 PM
COL,ARI,4/11/2006,7:00 PM
ARI,LAK,4/13/2006,8:00 PM
NSH,ARI,4/15/2006,6:00 PM
STL,ARI,4/16/2006,5:00 PM
