HOME,AWAY,DATE,TIME (CT)
NSH,SJS,10/5/2005,7:00 PM
NSH,ANH,10/8/2005,7:00 PM
COL,NSH,10/12/2005,8:00 PM
ARI,NSH,10/13/2005,9:00 PM
STL,NSH,10/15/2005,7:00 PM
NSH,STL,10/20/2005,7:00 PM
NSH,SJS,10/22/2005,7:00 PM
NSH,CHI,10/25/2005,7:00 PM
CBJ,NSH,10/26/2005,6:00 PM
NSH,EDM,10/29/2005,7:00 PM
ANH,NSH,11/1/2005,9:30 PM
SJS,NSH,11/2/2005,9:30 PM
LAK,NSH,11/5/2005,3:00 PM
NSH,EDM,11/8/2005,7:00 PM
NSH,DAL,11/10/2005,7:00 PM
NSH,STL,11/12/2005,7:00 PM
NSH,LAK,11/15/2005,7:00 PM
MIN,NSH,11/19/2005,7:00 PM
CBJ,NSH,11/23/2005,6:00 PM
NSH,LAK,11/24/2005,7:00 PM
NSH,DAL,11/26/2005,7:00 PM
NSH,CGY,11/29/2005,7:00 PM
NSH,MIN,12/1/2005,7:00 PM
NSH,PHI,12/3/2005,7:00 PM
WSH,NSH,12/7/2005,6:00 PM
NSH,NYR,12/8/2005,7:00 PM
TBL,NSH,12/10/2005,7:00 PM
FLA,NSH,12/13/2005,6:00 PM
NSH,CHI,12/15/2005,7:00 PM
NSH,CBJ,12/17/2005,7:00 PM
NSH,COL,12/20/2005,7:00 PM
CHI,NSH,12/21/2005,7:30 PM
CBJ,NSH,12/23/2005,6:00 PM
CGY,NSH,12/27/2005,8:00 PM
VAN,NSH,12/28/2005,9:30 PM
EDM,NSH,12/30/2005,8:30 PM
NSH,ANH,1/1/2006,7:00 PM
COL,NSH,1/3/2006,8:00 PM
STL,NSH,1/4/2006,7:00 PM
NSH,DET,1/6/2006,7:00 PM
CHI,NSH,1/8/2006,6:00 PM
NSH,NYI,1/10/2006,7:00 PM
ATL,NSH,1/11/2006,6:00 PM
CAR,NSH,1/13/2006,6:00 PM
NSH,PIT,1/15/2006,7:00 PM
NSH,NJD,1/19/2006,7:00 PM
NSH,CBJ,1/21/2006,7:00 PM
DET,NSH,1/23/2006,6:30 PM
DET,NSH,1/24/2006,6:30 PM
MIN,NSH,1/26/2006,7:00 PM
CBJ,NSH,1/28/2006,6:00 PM
DAL,NSH,2/1/2006,7:30 PM
NSH,COL,2/2/2006,7:00 PM
NSH,CHI,2/4/2006,7:00 PM
DAL,NSH,2/6/2006,7:00 PM
DET,NSH,2/8/2006,6:30 PM
NSH,DET,2/9/2006,7:00 PM
NSH,CBJ,2/11/2006,7:00 PM
CHI,NSH,3/1/2006,7:30 PM
NSH,VAN,3/2/2006,7:00 PM
EDM,NSH,3/5/2006,3:00 PM
CGY,NSH,3/7/2006,8:00 PM
VAN,NSH,3/9/2006,9:00 PM
SJS,NSH,3/11/2006,3:00 PM
NSH,VAN,3/14/2006,7:00 PM
NSH,ARI,3/16/2006,7:00 PM
NSH,CGY,3/18/2006,7:00 PM
NSH,STL,3/20/2006,7:00 PM
DET,NSH,3/21/2006,6:30 PM
ANH,NSH,3/24/2006,9:30 PM
LAK,NSH,3/25/2006,9:30 PM
ARI,NSH,3/28/2006,8:00 PM
NSH,DET,3/30/2006,7:00 PM
NSH,STL,4/1/2006,7:00 PM
NSH,CBJ,4/3/2006,7:00 PM
CHI,NSH,4/5/2006,7:30 PM
STL,NSH,4/6/2006,7:00 PM
NSH,CHI,4/8/2006,7:00 PM
STL,NSH,4/11/2006,7:00 PM
NSH,MIN,4/13/2006,7:00 PM
NSH,ARI,4/15/2006,7:00 PM
NSH,DET,4/18/2006,7:00 PM
