HOME,AWAY,DATE,TIME (CT)
DET,STL,10/5/2005,6:30 PM
STL,DET,10/6/2005,7:00 PM
DET,CGY,10/9/2005,3:00 PM
DET,VAN,10/10/2005,6:30 PM
LAK,DET,10/13/2005,9:30 PM
ARI,DET,10/15/2005,9:00 PM
DET,SJS,10/17/2005,6:30 PM
DET,ANH,10/21/2005,6:30 PM
CBJ,DET,10/22/2005,6:00 PM
CBJ,DET,10/24/2005,6:00 PM
DET,CHI,10/27/2005,6:30 PM
CHI,DET,10/29/2005,7:30 PM
DET,CHI,11/1/2005,6:00 PM
DET,EDM,11/3/2005,6:30 PM
DET,ARI,11/5/2005,6:30 PM
STL,DET,11/6/2005,6:00 PM
DET,LAK,11/9/2005,6:30 PM
DET,MIN,11/11/2005,6:30 PM
VAN,DET,11/13/2005,9:00 PM
CGY,DET,11/16/2005,7:30 PM
EDM,DET,11/17/2005,8:00 PM
DET,STL,11/19/2005,6:30 PM
DET,COL,11/23/2005,6:30 PM
ANH,DET,11/25/2005,3:00 PM
SJS,DET,11/26/2005,9:30 PM
LAK,DET,11/28/2005,9:30 PM
DET,CGY,12/1/2005,6:30 PM
DET,NYI,12/4/2005,4:00 PM
DET,NJD,12/6/2005,6:30 PM
WSH,DET,12/9/2005,6:00 PM
DET,PIT,12/12/2005,6:00 PM
ATL,DET,12/13/2005,6:00 PM
FLA,DET,12/15/2005,7:00 PM
TBL,DET,12/17/2005,6:30 PM
DET,CBJ,12/20/2005,6:30 PM
CHI,DET,12/23/2005,7:30 PM
DAL,DET,12/27/2005,7:30 PM
DET,CBJ,12/31/2005,6:00 PM
DET,MIN,1/3/2006,6:00 PM
DET,STL,1/5/2006,6:30 PM
NSH,DET,1/6/2006,7:00 PM
DET,DAL,1/8/2006,4:00 PM
CAR,DET,1/10/2006,6:00 PM
DET,PHI,1/12/2006,6:30 PM
DET,NYR,1/14/2006,1:00 PM
CBJ,DET,1/18/2006,6:00 PM
COL,DET,1/21/2006,1:00 PM
DET,NSH,1/23/2006,6:30 PM
DET,NSH,1/24/2006,6:30 PM
DET,VAN,1/26/2006,6:30 PM
DAL,DET,1/28/2006,1:00 PM
MIN,DET,1/30/2006,7:00 PM
DET,STL,2/1/2006,6:30 PM
COL,DET,2/4/2006,1:00 PM
DET,NSH,2/8/2006,6:30 PM
NSH,DET,2/9/2006,7:00 PM
DET,COL,2/12/2006,4:00 PM
SJS,DET,2/28/2006,9:30 PM
ANH,DET,3/1/2006,9:30 PM
ARI,DET,3/4/2006,8:00 PM
DET,ARI,3/7/2006,6:30 PM
DET,LAK,3/9/2006,6:30 PM
DET,CHI,3/11/2006,6:30 PM
CHI,DET,3/12/2006,6:00 PM
DET,ANH,3/15/2006,6:30 PM
EDM,DET,3/18/2006,9:00 PM
VAN,DET,3/19/2006,9:00 PM
DET,NSH,3/21/2006,6:30 PM
DET,SJS,3/23/2006,6:30 PM
DET,CBJ,3/25/2006,6:30 PM
STL,DET,3/27/2006,7:00 PM
NSH,DET,3/30/2006,7:00 PM
DET,CHI,3/31/2006,6:00 PM
MIN,DET,4/2/2006,2:30 PM
CGY,DET,4/3/2006,8:00 PM
DET,CBJ,4/7/2006,6:30 PM
CBJ,DET,4/8/2006,6:00 PM
DET,EDM,4/11/2006,6:30 PM
CHI,DET,4/13/2006,7:30 PM
STL,DET,4/15/2006,7:00 PM
DET,DAL,4/17/2006,6:00 PM
NSH,DET,4/18/2006,7:00 PM
