HOME,AWAY,DATE,TIME (PT)
VAN,ARI,10/5/2005,7:30 PM
EDM,VAN,10/8/2005,7:00 PM
DET,VAN,10/10/2005,4:30 PM
MIN,VAN,10/12/2005,5:30 PM
MIN,VAN,10/14/2005,5:00 PM
VAN,DAL,10/16/2005,7:00 PM
VAN,CHI,10/18/2005,7:00 PM
VAN,ARI,10/20/2005,7:00 PM
VAN,COL,10/22/2005,7:00 PM
MIN,VAN,10/25/2005,5:00 PM
COL,VAN,10/27/2005,6:00 PM
COL,VAN,10/29/2005,7:00 PM
VAN,MIN,11/2/2005,7:00 PM
VAN,CBJ,11/4/2005,7:00 PM
CGY,VAN,11/5/2005,7:00 PM
CGY,VAN,11/7/2005,6:00 PM
VAN,COL,11/10/2005,7:00 PM
VAN,DET,11/13/2005,7:00 PM
SJS,VAN,11/16/2005,7:30 PM
LAK,VAN,11/17/2005,7:30 PM
ANH,VAN,11/20/2005,1:00 PM
VAN,CHI,11/22/2005,7:00 PM
VAN,SJS,11/24/2005,7:00 PM
ARI,VAN,11/26/2005,7:00 PM
COL,VAN,11/27/2005,6:00 PM
VAN,COL,11/30/2005,7:00 PM
EDM,VAN,12/1/2005,6:00 PM
VAN,BOS,12/4/2005,7:00 PM
VAN,OTT,12/9/2005,7:00 PM
NYR,VAN,12/13/2005,4:00 PM
PHI,VAN,12/15/2005,4:00 PM
VAN,EDM,12/17/2005,7:00 PM
VAN,LAK,12/19/2005,7:00 PM
VAN,EDM,12/21/2005,7:00 PM
VAN,CGY,12/23/2005,7:00 PM
VAN,CGY,12/26/2005,7:00 PM
VAN,NSH,12/28/2005,7:30 PM
MIN,VAN,12/31/2005,3:00 PM
STL,VAN,1/2/2006,5:00 PM
DAL,VAN,1/4/2006,5:30 PM
CHI,VAN,1/5/2006,5:30 PM
VAN,CGY,1/7/2006,7:00 PM
VAN,TOR,1/10/2006,7:00 PM
NJD,VAN,1/13/2006,4:30 PM
NYI,VAN,1/14/2006,4:00 PM
PIT,VAN,1/16/2006,4:30 PM
VAN,BUF,1/19/2006,7:00 PM
VAN,MON,1/21/2006,7:00 PM
STL,VAN,1/23/2006,5:00 PM
CBJ,VAN,1/24/2006,4:00 PM
DET,VAN,1/26/2006,4:30 PM
COL,VAN,1/28/2006,7:00 PM
ARI,VAN,1/31/2006,6:00 PM
CGY,VAN,2/3/2006,6:00 PM
EDM,VAN,2/4/2006,7:00 PM
VAN,CBJ,2/6/2006,7:00 PM
VAN,STL,2/8/2006,7:00 PM
VAN,ANH,2/10/2006,7:00 PM
VAN,MIN,2/12/2006,7:00 PM
CGY,VAN,2/28/2006,6:00 PM
NSH,VAN,3/2/2006,5:00 PM
CHI,VAN,3/3/2006,5:30 PM
VAN,STL,3/5/2006,7:00 PM
VAN,NSH,3/9/2006,7:00 PM
VAN,DAL,3/11/2006,7:00 PM
DAL,VAN,3/13/2006,5:30 PM
NSH,VAN,3/14/2006,5:00 PM
CBJ,VAN,3/17/2006,4:00 PM
VAN,DET,3/19/2006,7:00 PM
EDM,VAN,3/21/2006,6:00 PM
VAN,EDM,3/23/2006,7:00 PM
VAN,EDM,3/25/2006,7:00 PM
VAN,LAK,3/27/2006,7:30 PM
VAN,MIN,3/29/2006,8:00 PM
VAN,MIN,3/31/2006,7:00 PM
ANH,VAN,4/2/2006,1:00 PM
LAK,VAN,4/3/2006,7:30 PM
VAN,CGY,4/8/2006,7:00 PM
VAN,ANH,4/10/2006,7:00 PM
VAN,SJS,4/12/2006,7:00 PM
SJS,VAN,4/13/2006,7:30 PM
VAN,COL,4/15/2006,7:00 PM
