HOME,AWAY,DATE,TIME (PT)
NSH,SJS,10/5/2005,5:00 PM
CHI,SJS,10/7/2005,5:30 PM
STL,SJS,10/8/2005,5:00 PM
SJS,CBJ,10/12/2005,7:30 PM
SJS,CHI,10/15/2005,7:30 PM
DET,SJS,10/17/2005,4:30 PM
MIN,SJS,10/19/2005,5:00 PM
CBJ,SJS,10/21/2005,4:00 PM
NSH,SJS,10/22/2005,5:00 PM
DAL,SJS,10/26/2005,5:30 PM
LAK,SJS,10/28/2005,7:30 PM
SJS,CGY,10/29/2005,7:30 PM
SJS,NSH,11/2/2005,7:30 PM
ANH,SJS,11/4/2005,7:30 PM
SJS,MIN,11/5/2005,7:30 PM
COL,SJS,11/8/2005,6:00 PM
SJS,DAL,11/12/2005,7:30 PM
SJS,VAN,11/16/2005,7:30 PM
SJS,ARI,11/19/2005,7:30 PM
EDM,SJS,11/21/2005,6:00 PM
CGY,SJS,11/23/2005,6:00 PM
VAN,SJS,11/24/2005,7:00 PM
SJS,DET,11/26/2005,7:30 PM
DAL,SJS,11/30/2005,5:30 PM
BUF,SJS,12/2/2005,5:00 PM
TOR,SJS,12/3/2005,4:00 PM
SJS,ATL,12/6/2005,7:30 PM
SJS,FLA,12/8/2005,7:30 PM
SJS,CAR,12/10/2005,7:30 PM
SJS,WSH,12/16/2005,7:30 PM
ANH,SJS,12/18/2005,5:00 PM
SJS,ANH,12/20/2005,7:30 PM
ARI,SJS,12/22/2005,6:00 PM
SJS,STL,12/23/2005,7:30 PM
LAK,SJS,12/26/2005,7:30 PM
SJS,ARI,12/28/2005,7:30 PM
SJS,COL,12/30/2005,7:30 PM
SJS,CBJ,1/5/2006,7:30 PM
SJS,LAK,1/7/2006,7:30 PM
BOS,SJS,1/10/2006,4:00 PM
OTT,SJS,1/12/2006,4:30 PM
MON,SJS,1/14/2006,4:00 PM
SJS,TBL,1/16/2006,5:00 PM
SJS,EDM,1/19/2006,7:30 PM
LAK,SJS,1/21/2006,3:00 PM
SJS,LAK,1/24/2006,7:30 PM
SJS,ANH,1/26/2006,7:30 PM
ARI,SJS,1/28/2006,6:00 PM
DAL,SJS,1/30/2006,5:30 PM
ANH,SJS,2/1/2006,7:30 PM
SJS,MIN,2/2/2006,7:30 PM
SJS,ANH,2/4/2006,7:30 PM
SJS,CGY,2/6/2006,7:30 PM
SJS,CHI,2/8/2006,7:30 PM
SJS,DAL,2/10/2006,7:30 PM
ARI,SJS,2/12/2006,5:00 PM
SJS,DET,2/28/2006,7:30 PM
EDM,SJS,3/3/2006,6:00 PM
CGY,SJS,3/4/2006,7:00 PM
ANH,SJS,3/7/2006,7:30 PM
SJS,EDM,3/9/2006,7:30 PM
SJS,NSH,3/11/2006,1:00 PM
SJS,LAK,3/13/2006,7:30 PM
SJS,STL,3/16/2006,7:30 PM
SJS,DAL,3/18/2006,1:00 PM
SJS,COL,3/19/2006,5:00 PM
STL,SJS,3/21/2006,5:00 PM
DET,SJS,3/23/2006,4:30 PM
MIN,SJS,3/25/2006,5:00 PM
CHI,SJS,3/26/2006,4:00 PM
CBJ,SJS,3/28/2006,4:00 PM
SJS,ARI,3/30/2006,7:30 PM
SJS,ARI,4/1/2006,7:30 PM
DAL,SJS,4/3/2006,5:30 PM
COL,SJS,4/5/2006,6:00 PM
LAK,SJS,4/6/2006,7:30 PM
SJS,DAL,4/9/2006,5:00 PM
ARI,SJS,4/10/2006,7:00 PM
VAN,SJS,4/12/2006,7:00 PM
SJS,VAN,4/13/2006,7:30 PM
SJS,ANH,4/15/2006,1:30 PM
SJS,LAK,4/17/2006,7:30 PM
