HOME,AWAY,DATE,TIME (MT)
CGY,PIT,10/8/2011,8:00 PM
STL,CGY,10/10/2011,0:00 PM
MON,CGY,10/13/2011,5:30 PM
TOR,CGY,10/15/2011,5:00 PM
CGY,EDM,10/18/2011,7:30 PM
CGY,NYR,10/20/2011,7:30 PM
CGY,NSH,10/22/2011,2:00 PM
CGY,COL,10/26/2011,8:00 PM
CGY,STL,10/28/2011,7:00 PM
CGY,VAN,11/1/2011,7:30 PM
DET,CGY,11/3/2011,5:30 PM
BUF,CGY,11/4/2011,5:30 PM
COL,CGY,11/6/2011,6:00 PM
CGY,MIN,11/8/2011,7:30 PM
CHI,CGY,11/11/2011,6:30 PM
COL,CGY,11/12/2011,8:00 PM
CGY,OTT,11/15/2011,7:00 PM
CGY,CHI,11/18/2011,7:00 PM
CBJ,CGY,11/21/2011,5:00 PM
DET,CGY,11/23/2011,5:00 PM
STL,CGY,11/25/2011,6:00 PM
MIN,CGY,11/27/2011,4:00 PM
CGY,NSH,11/29/2011,7:30 PM
CGY,CBJ,12/1/2011,7:00 PM
EDM,CGY,12/3/2011,8:00 PM
VAN,CGY,12/4/2011,7:00 PM
CGY,CAR,12/6/2011,7:00 PM
CGY,COL,12/8/2011,7:00 PM
CGY,EDM,12/10/2011,8:00 PM
NSH,CGY,12/13/2011,6:00 PM
TBL,CGY,12/15/2011,5:30 PM
FLA,CGY,12/16/2011,5:30 PM
CHI,CGY,12/18/2011,5:00 PM
CGY,MIN,12/20/2011,7:00 PM
CGY,DET,12/22/2011,7:30 PM
VAN,CGY,12/23/2011,8:00 PM
CBJ,CGY,12/27/2011,5:00 PM
NYI,CGY,12/29/2011,5:00 PM
OTT,CGY,12/30/2011,5:30 PM
NSH,CGY,1/1/2012,4:00 PM
WSH,CGY,1/3/2012,5:00 PM
BOS,CGY,1/5/2012,5:00 PM
CGY,MIN,1/7/2012,8:00 PM
CGY,NJD,1/10/2012,7:30 PM
CGY,ANH,1/12/2012,7:30 PM
CGY,LAK,1/14/2012,8:00 PM
SJS,CGY,1/17/2012,8:30 PM
LAK,CGY,1/19/2012,8:30 PM
EDM,CGY,1/21/2012,8:00 PM
CGY,SJS,1/24/2012,7:00 PM
CGY,DET,1/31/2012,7:00 PM
CGY,CHI,2/3/2012,7:00 PM
ANH,CGY,2/6/2012,8:00 PM
SJS,CGY,2/8/2012,8:00 PM
ARI,CGY,2/9/2012,7:00 PM
CGY,VAN,2/11/2012,8:00 PM
CGY,TOR,2/14/2012,7:00 PM
DAL,CGY,2/16/2012,6:30 PM
LAK,CGY,2/18/2012,8:00 PM
CGY,EDM,2/21/2012,7:00 PM
CGY,ARI,2/23/2012,7:00 PM
CGY,PHI,2/25/2012,8:00 PM
CGY,STL,2/27/2012,7:00 PM
ARI,CGY,3/1/2012,7:00 PM
ANH,CGY,3/2/2012,8:00 PM
CGY,DAL,3/4/2012,4:00 PM
CGY,MON,3/6/2012,7:00 PM
CGY,WPG,3/9/2012,7:00 PM
MIN,CGY,3/11/2012,4:00 PM
CGY,SJS,3/13/2012,7:30 PM
CGY,ARI,3/15/2012,7:00 PM
EDM,CGY,3/16/2012,7:30 PM
CGY,CBJ,3/18/2012,6:00 PM
COL,CGY,3/20/2012,7:00 PM
MIN,CGY,3/22/2012,6:00 PM
DAL,CGY,3/24/2012,0:00 PM
CGY,DAL,3/26/2012,7:00 PM
CGY,LAK,3/28/2012,7:30 PM
CGY,COL,3/30/2012,7:00 PM
VAN,CGY,3/31/2012,8:00 PM
CGY,VAN,4/5/2012,7:00 PM
CGY,ANH,4/7/2012,2:00 PM
