HOME,AWAY,DATE,TIME (PT)
BUF,ANH,10/7/2011,10:00 PM
ANH,NYR,10/8/2011,10:00 PM
ANH,SJS,10/14/2011,7:00 PM
ANH,STL,10/16/2011,5:00 PM
SJS,ANH,10/17/2011,7:30 PM
ANH,DAL,10/21/2011,7:00 PM
ANH,ARI,10/23/2011,5:00 PM
CHI,ANH,10/25/2011,5:30 PM
MIN,ANH,10/27/2011,5:00 PM
NSH,ANH,10/29/2011,5:00 PM
CBJ,ANH,10/30/2011,3:30 PM
WSH,ANH,11/1/2011,4:30 PM
NYR,ANH,11/3/2011,4:00 PM
DET,ANH,11/5/2011,4:00 PM
ANH,NSH,11/9/2011,7:00 PM
ANH,VAN,11/11/2011,7:30 PM
ANH,MIN,11/13/2011,5:00 PM
LAK,ANH,11/16/2011,7:30 PM
ANH,LAK,11/17/2011,7:00 PM
ANH,DET,11/20/2011,5:00 PM
ARI,ANH,11/23/2011,6:00 PM
ANH,CHI,11/25/2011,1:00 PM
ANH,TOR,11/27/2011,6:00 PM
ANH,MON,11/30/2011,7:00 PM
ANH,PHI,12/2/2011,7:00 PM
ANH,MIN,12/4/2011,5:00 PM
ANH,LAK,12/6/2011,7:00 PM
STL,ANH,12/8/2011,5:00 PM
NSH,ANH,12/10/2011,5:00 PM
ANH,ARI,12/14/2011,7:00 PM
CHI,ANH,12/16/2011,5:30 PM
WPG,ANH,12/17/2011,4:00 PM
DAL,ANH,12/19/2011,5:00 PM
LAK,ANH,12/22/2011,7:00 PM
SJS,ANH,12/26/2011,7:30 PM
ANH,VAN,12/29/2011,7:00 PM
ANH,COL,12/31/2011,5:00 PM
ANH,SJS,1/4/2012,7:00 PM
ANH,NYI,1/6/2012,7:00 PM
ANH,CBJ,1/8/2012,5:00 PM
ANH,DAL,1/10/2012,7:00 PM
CGY,ANH,1/12/2012,6:30 PM
EDM,ANH,1/13/2012,6:30 PM
VAN,ANH,1/15/2012,6:00 PM
ANH,ARI,1/18/2012,7:00 PM
ANH,OTT,1/21/2012,1:00 PM
ANH,COL,1/22/2012,5:00 PM
DAL,ANH,1/24/2012,5:30 PM
ARI,ANH,1/31/2012,6:00 PM
ANH,DAL,2/1/2012,7:30 PM
ANH,CBJ,2/3/2012,7:00 PM
ANH,CGY,2/6/2012,7:00 PM
ANH,CAR,2/8/2012,7:00 PM
DET,ANH,2/10/2012,4:30 PM
CBJ,ANH,2/12/2012,3:00 PM
MIN,ANH,2/14/2012,4:30 PM
PIT,ANH,2/15/2012,4:00 PM
NJD,ANH,2/17/2012,4:00 PM
FLA,ANH,2/19/2012,3:00 PM
TBL,ANH,2/21/2012,4:30 PM
CAR,ANH,2/23/2012,4:00 PM
ANH,CHI,2/26/2012,4:00 PM
COL,ANH,2/27/2012,6:00 PM
ANH,BUF,2/29/2012,7:00 PM
ANH,CGY,3/2/2012,7:00 PM
LAK,ANH,3/3/2012,7:30 PM
ANH,EDM,3/5/2012,7:00 PM
STL,ANH,3/8/2012,5:00 PM
DAL,ANH,3/10/2012,5:00 PM
COL,ANH,3/12/2012,6:00 PM
ANH,DET,3/14/2012,7:00 PM
ANH,LAK,3/16/2012,7:00 PM
ANH,NSH,3/18/2012,5:00 PM
SJS,ANH,3/19/2012,7:00 PM
ANH,STL,3/21/2012,7:00 PM
ANH,BOS,3/25/2012,5:00 PM
ANH,SJS,3/28/2012,7:00 PM
ARI,ANH,3/31/2012,6:00 PM
ANH,EDM,4/1/2012,5:00 PM
VAN,ANH,4/3/2012,7:00 PM
EDM,ANH,4/5/2012,6:30 PM
CGY,ANH,4/7/2012,1:00 PM
