HOME,AWAY,DATE,TIME (ET)
BOS,PHI,10/6/2011,7:00 PM
NJD,PHI,10/8/2011,7:00 PM
PHI,VAN,10/12/2011,7:30 PM
PHI,LAK,10/15/2011,7:00 PM
OTT,PHI,10/18/2011,7:30 PM
PHI,WSH,10/20/2011,7:00 PM
PHI,STL,10/22/2011,7:00 PM
PHI,TOR,10/24/2011,7:00 PM
MON,PHI,10/26/2011,7:30 PM
PHI,WPG,10/27/2011,7:00 PM
PHI,CAR,10/29/2011,7:00 PM
BUF,PHI,11/2/2011,7:30 PM
PHI,NJD,11/3/2011,7:00 PM
PHI,CBJ,11/5/2011,7:00 PM
TBL,PHI,11/9/2011,7:30 PM
FLA,PHI,11/13/2011,5:00 PM
CAR,PHI,11/14/2011,7:00 PM
PHI,ARI,11/17/2011,7:00 PM
WPG,PHI,11/19/2011,3:00 PM
PHI,CAR,11/21/2011,7:00 PM
NYI,PHI,11/23/2011,7:00 PM
PHI,MON,11/25/2011,3:00 PM
NYR,PHI,11/26/2011,2:00 PM
ANH,PHI,12/2/2011,10:00 PM
ARI,PHI,12/3/2011,8:00 PM
BUF,PHI,12/7/2011,7:30 PM
PHI,PIT,12/8/2011,7:00 PM
PHI,TBL,12/10/2011,7:00 PM
WSH,PHI,12/13/2011,7:00 PM
MON,PHI,12/15/2011,7:30 PM
PHI,BOS,12/17/2011,1:00 PM
COL,PHI,12/19/2011,9:00 PM
DAL,PHI,12/21/2011,7:30 PM
NYR,PHI,12/23/2011,7:00 PM
TBL,PHI,12/27/2011,7:30 PM
PIT,PHI,12/29/2011,7:00 PM
PHI,NYR,1/2/2012,3:00 PM
PHI,CHI,1/5/2012,7:00 PM
PHI,OTT,1/7/2012,1:00 PM
OTT,PHI,1/8/2012,5:00 PM
CAR,PHI,1/10/2012,7:00 PM
NYI,PHI,1/12/2012,7:00 PM
NSH,PHI,1/14/2012,8:00 PM
PHI,MIN,1/17/2012,7:00 PM
PHI,NYI,1/19/2012,7:00 PM
NJD,PHI,1/21/2012,1:00 PM
PHI,BOS,1/22/2012,3:00 PM
FLA,PHI,1/24/2012,7:30 PM
PHI,WPG,1/31/2012,7:00 PM
PHI,NSH,2/2/2012,7:00 PM
PHI,NJD,2/4/2012,1:00 PM
NYR,PHI,2/5/2012,1:00 PM
PHI,NYI,2/7/2012,7:00 PM
PHI,TOR,2/9/2012,7:00 PM
PHI,NYR,2/11/2012,1:00 PM
DET,PHI,2/12/2012,7:30 PM
PHI,BUF,2/16/2012,7:00 PM
PHI,PIT,2/18/2012,1:00 PM
WPG,PHI,2/21/2012,7:00 PM
EDM,PHI,2/23/2012,9:30 PM
CGY,PHI,2/25/2012,10:00 PM
SJS,PHI,2/28/2012,10:30 PM
PHI,NYI,3/1/2012,7:00 PM
WSH,PHI,3/4/2012,7:00 PM
PHI,DET,3/6/2012,7:00 PM
PHI,FLA,3/8/2012,7:00 PM
TOR,PHI,3/10/2012,7:00 PM
NJD,PHI,3/11/2012,7:00 PM
PHI,NJD,3/13/2012,7:00 PM
NYI,PHI,3/15/2012,7:00 PM
BOS,PHI,3/17/2012,1:00 PM
PHI,PIT,3/18/2012,0:30 PM
PHI,FLA,3/20/2012,7:00 PM
PHI,WSH,3/22/2012,7:00 PM
PHI,MON,3/24/2012,7:00 PM
PHI,TBL,3/26/2012,7:30 PM
TOR,PHI,3/29/2012,7:00 PM
PHI,OTT,3/31/2012,1:00 PM
PIT,PHI,4/1/2012,0:30 PM
PHI,NYR,4/3/2012,7:00 PM
PHI,BUF,4/5/2012,7:00 PM
PIT,PHI,4/7/2012,4:00 PM
