HOME,AWAY,DATE,TIME (CT)
STL,NSH,10/8/2011,7:00 PM
STL,CGY,10/10/2011,1:00 PM
DAL,STL,10/13/2011,7:30 PM
SJS,STL,10/15/2011,9:00 PM
ANH,STL,10/16/2011,7:00 PM
LAK,STL,10/18/2011,9:30 PM
STL,CAR,10/21/2011,7:00 PM
PHI,STL,10/22/2011,6:00 PM
VAN,STL,10/26/2011,9:00 PM
CGY,STL,10/28/2011,8:00 PM
EDM,STL,10/30/2011,7:00 PM
STL,VAN,11/4/2011,7:00 PM
MIN,STL,11/5/2011,7:00 PM
STL,CHI,11/8/2011,7:00 PM
STL,TOR,11/10/2011,7:00 PM
STL,TBL,11/12/2011,7:00 PM
STL,DET,11/15/2011,7:00 PM
STL,FLA,11/17/2011,7:00 PM
MIN,STL,11/19/2011,7:00 PM
STL,LAK,11/22/2011,6:30 PM
PIT,STL,11/23/2011,6:00 PM
STL,CGY,11/25/2011,7:00 PM
CBJ,STL,11/27/2011,5:00 PM
WSH,STL,11/29/2011,6:00 PM
COL,STL,12/2/2011,8:00 PM
STL,CHI,12/3/2011,7:00 PM
STL,DET,12/6/2011,6:30 PM
STL,ANH,12/8/2011,7:00 PM
STL,SJS,12/10/2011,7:00 PM
STL,NYR,12/15/2011,7:00 PM
NSH,STL,12/17/2011,7:00 PM
STL,CBJ,12/18/2011,6:00 PM
COL,STL,12/21/2011,8:30 PM
ARI,STL,12/23/2011,8:00 PM
STL,DAL,12/26/2011,6:30 PM
DET,STL,12/27/2011,6:30 PM
STL,NSH,12/30/2011,7:00 PM
DET,STL,12/31/2011,6:00 PM
STL,ARI,1/3/2012,7:00 PM
STL,EDM,1/5/2012,7:00 PM
STL,COL,1/7/2012,7:00 PM
MON,STL,1/10/2012,6:30 PM
STL,VAN,1/12/2012,7:00 PM
STL,MIN,1/14/2012,7:00 PM
STL,DAL,1/16/2012,6:30 PM
STL,EDM,1/19/2012,7:00 PM
STL,BUF,1/21/2012,7:00 PM
DET,STL,1/23/2012,6:30 PM
STL,PIT,1/24/2012,7:00 PM
STL,LAK,2/3/2012,7:00 PM
NSH,STL,2/4/2012,7:00 PM
OTT,STL,2/7/2012,6:30 PM
NJD,STL,2/9/2012,6:00 PM
STL,COL,2/11/2012,7:00 PM
STL,SJS,2/12/2012,6:00 PM
CBJ,STL,2/14/2012,6:00 PM
STL,NYI,2/16/2012,7:00 PM
STL,MIN,2/18/2012,1:00 PM
CHI,STL,2/19/2012,11:30 PM
STL,BOS,2/22/2012,7:00 PM
NSH,STL,2/23/2012,7:00 PM
WPG,STL,2/25/2012,1:00 PM
CGY,STL,2/27/2012,8:00 PM
EDM,STL,2/29/2012,9:00 PM
VAN,STL,3/1/2012,9:00 PM
SJS,STL,3/3/2012,9:30 PM
STL,CHI,3/6/2012,7:00 PM
STL,ANH,3/8/2012,7:00 PM
STL,CBJ,3/10/2012,7:00 PM
CBJ,STL,3/11/2012,5:00 PM
CHI,STL,3/13/2012,7:30 PM
CAR,STL,3/15/2012,6:00 PM
TBL,STL,3/17/2012,6:00 PM
ANH,STL,3/21/2012,9:00 PM
LAK,STL,3/22/2012,9:30 PM
ARI,STL,3/25/2012,8:00 PM
STL,NSH,3/27/2012,7:00 PM
CHI,STL,3/29/2012,7:30 PM
STL,CBJ,3/31/2012,7:00 PM
STL,DET,4/4/2012,6:30 PM
STL,ARI,4/6/2012,6:30 PM
DAL,STL,4/7/2012,7:00 PM
