HOME,AWAY,DATE,TIME (ET)
VAN,PIT,10/6/2011,10:00 PM
CGY,PIT,10/8/2011,10:00 PM
EDM,PIT,10/9/2011,9:00 PM
PIT,FLA,10/11/2011,7:30 PM
PIT,WSH,10/13/2011,7:00 PM
PIT,BUF,10/15/2011,7:00 PM
WPG,PIT,10/17/2011,8:30 PM
MIN,PIT,10/18/2011,7:30 PM
PIT,MON,10/20/2011,7:00 PM
PIT,NJD,10/22/2011,7:00 PM
NYI,PIT,10/25/2011,7:00 PM
PIT,NYI,10/27/2011,7:00 PM
TOR,PIT,10/29/2011,7:00 PM
SJS,PIT,11/3/2011,10:30 PM
LAK,PIT,11/5/2011,10:30 PM
PIT,DAL,11/11/2011,7:00 PM
CAR,PIT,11/12/2011,7:00 PM
PIT,COL,11/15/2011,7:30 PM
TBL,PIT,11/17/2011,7:30 PM
FLA,PIT,11/19/2011,7:30 PM
PIT,NYI,11/21/2011,7:00 PM
PIT,STL,11/23/2011,7:00 PM
PIT,OTT,11/25/2011,7:00 PM
MON,PIT,11/26/2011,7:00 PM
NYR,PIT,11/29/2011,7:30 PM
WSH,PIT,12/1/2011,7:00 PM
CAR,PIT,12/3/2011,7:00 PM
PIT,BOS,12/5/2011,7:00 PM
PHI,PIT,12/8/2011,7:00 PM
NYI,PIT,12/10/2011,7:00 PM
PIT,DET,12/13/2011,7:00 PM
OTT,PIT,12/16/2011,7:30 PM
PIT,BUF,12/17/2011,7:00 PM
PIT,CHI,12/20/2011,7:30 PM
WPG,PIT,12/23/2011,8:30 PM
PIT,CAR,12/27/2011,7:00 PM
PIT,PHI,12/29/2011,7:00 PM
NJD,PIT,12/31/2011,3:00 PM
PIT,NYR,1/6/2012,7:00 PM
PIT,NJD,1/7/2012,7:00 PM
PIT,OTT,1/10/2012,7:00 PM
WSH,PIT,1/11/2012,7:30 PM
FLA,PIT,1/13/2012,7:30 PM
TBL,PIT,1/15/2012,1:00 PM
PIT,CAR,1/17/2012,7:00 PM
NYR,PIT,1/19/2012,7:00 PM
PIT,MON,1/20/2012,7:00 PM
PIT,WSH,1/22/2012,0:30 PM
STL,PIT,1/24/2012,8:00 PM
PIT,TOR,1/31/2012,7:00 PM
TOR,PIT,2/1/2012,7:30 PM
BOS,PIT,2/4/2012,1:00 PM
NJD,PIT,2/5/2012,1:00 PM
MON,PIT,2/7/2012,7:30 PM
PIT,WPG,2/11/2012,2:00 PM
PIT,TBL,2/12/2012,7:00 PM
PIT,ANH,2/15/2012,7:00 PM
PHI,PIT,2/18/2012,1:00 PM
BUF,PIT,2/19/2012,0:30 PM
PIT,NYR,2/21/2012,7:00 PM
PIT,TBL,2/25/2012,1:00 PM
PIT,CBJ,2/26/2012,1:00 PM
DAL,PIT,2/29/2012,7:30 PM
COL,PIT,3/3/2012,9:00 PM
PIT,ARI,3/5/2012,7:00 PM
PIT,TOR,3/7/2012,7:30 PM
PIT,FLA,3/9/2012,7:00 PM
PIT,BOS,3/11/2012,0:30 PM
NYR,PIT,3/15/2012,7:00 PM
NJD,PIT,3/17/2012,1:00 PM
PHI,PIT,3/18/2012,0:30 PM
PIT,WPG,3/20/2012,7:00 PM
PIT,NSH,3/22/2012,7:00 PM
OTT,PIT,3/24/2012,7:00 PM
PIT,NJD,3/25/2012,7:00 PM
PIT,NYI,3/27/2012,7:00 PM
NYI,PIT,3/29/2012,7:00 PM
BUF,PIT,3/30/2012,7:30 PM
PIT,PHI,4/1/2012,0:30 PM
BOS,PIT,4/3/2012,7:30 PM
PIT,NYR,4/5/2012,7:00 PM
PIT,PHI,4/7/2012,4:00 PM
