HOME,AWAY,DATE,TIME (CT)
MIN,CBJ,10/8/2011,7:00 PM
NYI,MIN,10/10/2011,0:00 PM
OTT,MIN,10/11/2011,6:30 PM
MIN,EDM,10/13/2011,7:00 PM
MIN,DET,10/15/2011,7:00 PM
MIN,PIT,10/18/2011,6:30 PM
EDM,MIN,10/20/2011,8:30 PM
VAN,MIN,10/22/2011,3:00 PM
MIN,ANH,10/27/2011,7:00 PM
MIN,DET,10/29/2011,7:00 PM
DET,MIN,11/1/2011,6:30 PM
MIN,VAN,11/3/2011,7:00 PM
MIN,STL,11/5/2011,7:00 PM
CGY,MIN,11/8/2011,8:30 PM
SJS,MIN,11/10/2011,9:30 PM
LAK,MIN,11/12/2011,9:30 PM
ANH,MIN,11/13/2011,7:00 PM
CBJ,MIN,11/15/2011,6:00 PM
MIN,COL,11/17/2011,7:00 PM
MIN,STL,11/19/2011,7:00 PM
MIN,NSH,11/23/2011,7:00 PM
MIN,EDM,11/25/2011,3:00 PM
MIN,CGY,11/27/2011,5:00 PM
MIN,TBL,11/28/2011,6:30 PM
EDM,MIN,11/30/2011,8:30 PM
MIN,NJD,12/2/2011,7:00 PM
ANH,MIN,12/4/2011,7:00 PM
SJS,MIN,12/6/2011,9:30 PM
LAK,MIN,12/8/2011,9:30 PM
ARI,MIN,12/10/2011,7:00 PM
WPG,MIN,12/13/2011,7:30 PM
MIN,CHI,12/14/2011,6:30 PM
MIN,NYI,12/17/2011,7:00 PM
VAN,MIN,12/19/2011,9:00 PM
CGY,MIN,12/20/2011,8:00 PM
EDM,MIN,12/22/2011,8:30 PM
MIN,COL,12/26/2011,5:00 PM
NSH,MIN,12/28/2011,7:00 PM
MIN,EDM,12/29/2011,7:00 PM
MIN,ARI,12/31/2011,5:00 PM
VAN,MIN,1/4/2012,9:00 PM
CGY,MIN,1/7/2012,9:00 PM
MIN,SJS,1/10/2012,6:30 PM
CHI,MIN,1/12/2012,7:30 PM
STL,MIN,1/14/2012,7:00 PM
PHI,MIN,1/17/2012,6:00 PM
TOR,MIN,1/19/2012,6:00 PM
MIN,DAL,1/21/2012,8:00 PM
COL,MIN,1/24/2012,8:00 PM
MIN,NSH,1/31/2012,7:00 PM
COL,MIN,2/2/2012,8:00 PM
DAL,MIN,2/4/2012,7:00 PM
CBJ,MIN,2/7/2012,6:00 PM
MIN,VAN,2/9/2012,7:00 PM
MIN,CBJ,2/11/2012,7:00 PM
MIN,ANH,2/14/2012,6:30 PM
MIN,WPG,2/16/2012,7:00 PM
STL,MIN,2/18/2012,1:00 PM
MIN,BOS,2/19/2012,2:30 PM
FLA,MIN,2/23/2012,6:30 PM
DAL,MIN,2/24/2012,7:30 PM
MIN,SJS,2/26/2012,5:00 PM
MIN,LAK,2/28/2012,6:30 PM
MON,MIN,3/1/2012,6:00 PM
DET,MIN,3/2/2012,6:30 PM
MIN,COL,3/4/2012,6:00 PM
COL,MIN,3/6/2012,8:00 PM
ARI,MIN,3/8/2012,8:00 PM
MIN,CGY,3/11/2012,5:00 PM
MIN,DAL,3/13/2012,7:00 PM
MIN,CAR,3/17/2012,1:00 PM
MIN,VAN,3/19/2012,7:00 PM
MIN,CGY,3/22/2012,7:00 PM
BUF,MIN,3/24/2012,6:00 PM
WSH,MIN,3/25/2012,4:00 PM
MIN,NYR,3/27/2012,7:00 PM
MIN,FLA,3/29/2012,7:00 PM
MIN,LAK,3/31/2012,7:00 PM
CHI,MIN,4/1/2012,6:00 PM
NSH,MIN,4/3/2012,7:00 PM
MIN,CHI,4/5/2012,7:00 PM
MIN,ARI,4/7/2012,7:00 PM
