HOME,AWAY,DATE,TIME (MT)
SJS,ARI,10/8/2011,8:30 PM
DAL,ARI,10/10/2011,4:00 PM
NSH,ARI,10/13/2011,6:00 PM
ARI,WPG,10/15/2011,5:00 PM
ARI,CHI,10/18/2011,8:00 PM
ARI,LAK,10/20/2011,8:00 PM
ANH,ARI,10/23/2011,6:00 PM
ARI,DAL,10/25/2011,8:00 PM
ARI,NJD,10/27/2011,8:00 PM
ARI,LAK,10/29/2011,7:00 PM
COL,ARI,11/2/2011,7:30 PM
ARI,NSH,11/3/2011,8:00 PM
ARI,EDM,11/5/2011,8:00 PM
ARI,MON,11/10/2011,7:00 PM
SJS,ARI,11/12/2011,8:30 PM
TOR,ARI,11/15/2011,5:00 PM
PHI,ARI,11/17/2011,5:00 PM
BUF,ARI,11/19/2011,5:00 PM
WSH,ARI,11/21/2011,5:00 PM
ARI,ANH,11/23/2011,7:00 PM
ARI,VAN,11/25/2011,7:00 PM
ARI,DAL,11/26/2011,6:00 PM
CHI,ARI,11/29/2011,6:30 PM
WPG,ARI,12/1/2011,6:30 PM
ARI,PHI,12/3/2011,6:00 PM
CHI,ARI,12/5/2011,6:00 PM
NSH,ARI,12/6/2011,6:00 PM
DET,ARI,12/8/2011,5:30 PM
ARI,MIN,12/10/2011,6:00 PM
ANH,ARI,12/14/2011,8:00 PM
ARI,EDM,12/15/2011,7:30 PM
ARI,NYR,12/17/2011,6:00 PM
FLA,ARI,12/20/2011,5:30 PM
CAR,ARI,12/21/2011,5:00 PM
ARI,STL,12/23/2011,7:00 PM
LAK,ARI,12/26/2011,8:00 PM
ARI,BOS,12/28/2011,7:00 PM
COL,ARI,12/29/2011,7:00 PM
MIN,ARI,12/31/2011,4:00 PM
STL,ARI,1/3/2012,6:00 PM
LAK,ARI,1/5/2012,8:30 PM
ARI,NYI,1/7/2012,6:00 PM
NYR,ARI,1/10/2012,5:00 PM
DET,ARI,1/12/2012,5:30 PM
CBJ,ARI,1/13/2012,5:00 PM
ARI,COL,1/16/2012,2:00 PM
ANH,ARI,1/18/2012,8:00 PM
ARI,DET,1/19/2012,7:00 PM
ARI,TBL,1/21/2012,6:00 PM
ARI,OTT,1/24/2012,7:00 PM
ARI,ANH,1/31/2012,7:00 PM
ARI,SJS,2/4/2012,6:00 PM
ARI,DET,2/6/2012,6:00 PM
DAL,ARI,2/7/2012,6:30 PM
ARI,CGY,2/9/2012,7:00 PM
ARI,CHI,2/11/2012,6:30 PM
VAN,ARI,2/13/2012,8:00 PM
LAK,ARI,2/16/2012,8:30 PM
ARI,DAL,2/18/2012,6:00 PM
ARI,LAK,2/21/2012,7:00 PM
CGY,ARI,2/23/2012,7:00 PM
EDM,ARI,2/25/2012,2:00 PM
ARI,VAN,2/28/2012,7:00 PM
ARI,CGY,3/1/2012,7:00 PM
ARI,CBJ,3/3/2012,6:00 PM
PIT,ARI,3/5/2012,5:00 PM
CBJ,ARI,3/6/2012,5:00 PM
ARI,MIN,3/8/2012,7:00 PM
ARI,SJS,3/10/2012,6:00 PM
ARI,NSH,3/12/2012,8:00 PM
VAN,ARI,3/14/2012,8:00 PM
CGY,ARI,3/15/2012,7:00 PM
EDM,ARI,3/18/2012,6:00 PM
DAL,ARI,3/20/2012,6:00 PM
ARI,COL,3/22/2012,8:00 PM
SJS,ARI,3/24/2012,8:00 PM
ARI,STL,3/25/2012,7:00 PM
ARI,SJS,3/29/2012,8:00 PM
ARI,ANH,3/31/2012,7:00 PM
ARI,CBJ,4/3/2012,8:00 PM
STL,ARI,4/6/2012,5:30 PM
MIN,ARI,4/7/2012,6:00 PM
