HOME,AWAY,DATE,TIME (PT)
LAK,NYR,10/7/2011,10:00 PM
LAK,BUF,10/8/2011,11:00 PM
NJD,LAK,10/13/2011,4:00 PM
PHI,LAK,10/15/2011,4:00 PM
LAK,STL,10/18/2011,7:30 PM
ARI,LAK,10/20/2011,7:00 PM
LAK,DAL,10/22/2011,7:30 PM
LAK,NJD,10/25/2011,7:30 PM
DAL,LAK,10/27/2011,5:30 PM
ARI,LAK,10/29/2011,6:00 PM
COL,LAK,10/30/2011,5:00 PM
LAK,EDM,11/3/2011,7:30 PM
LAK,PIT,11/5/2011,7:30 PM
SJS,LAK,11/7/2011,7:30 PM
LAK,NSH,11/8/2011,7:30 PM
LAK,VAN,11/10/2011,7:30 PM
LAK,MIN,11/12/2011,7:30 PM
LAK,ANH,11/16/2011,7:30 PM
ANH,LAK,11/17/2011,7:00 PM
LAK,DET,11/19/2011,1:00 PM
STL,LAK,11/22/2011,4:30 PM
DAL,LAK,11/23/2011,5:30 PM
LAK,CHI,11/26/2011,7:30 PM
LAK,SJS,11/28/2011,7:30 PM
LAK,FLA,12/1/2011,7:30 PM
LAK,MON,12/3/2011,0:30 PM
ANH,LAK,12/6/2011,7:00 PM
LAK,MIN,12/8/2011,7:30 PM
LAK,DAL,12/10/2011,7:30 PM
BOS,LAK,12/13/2011,4:00 PM
CBJ,LAK,12/15/2011,4:00 PM
DET,LAK,12/17/2011,4:00 PM
TOR,LAK,12/19/2011,4:00 PM
LAK,ANH,12/22/2011,7:00 PM
SJS,LAK,12/23/2011,7:30 PM
LAK,ARI,12/26/2011,7:00 PM
CHI,LAK,12/28/2011,5:30 PM
WPG,LAK,12/29/2011,5:30 PM
LAK,VAN,12/31/2011,7:00 PM
LAK,COL,1/2/2012,7:30 PM
LAK,ARI,1/5/2012,7:30 PM
LAK,CBJ,1/7/2012,1:00 PM
LAK,WSH,1/9/2012,7:30 PM
LAK,DAL,1/12/2012,7:30 PM
CGY,LAK,1/14/2012,7:00 PM
EDM,LAK,1/15/2012,5:00 PM
VAN,LAK,1/17/2012,7:00 PM
LAK,CGY,1/19/2012,7:30 PM
LAK,COL,1/21/2012,7:30 PM
LAK,OTT,1/23/2012,7:30 PM
LAK,CBJ,2/1/2012,7:30 PM
STL,LAK,2/3/2012,5:00 PM
CAR,LAK,2/4/2012,4:00 PM
TBL,LAK,2/7/2012,4:30 PM
FLA,LAK,2/9/2012,4:30 PM
NYI,LAK,2/11/2012,10:00 PM
DAL,LAK,2/12/2012,3:00 PM
LAK,ARI,2/16/2012,7:30 PM
LAK,CGY,2/18/2012,7:00 PM
ARI,LAK,2/21/2012,6:00 PM
COL,LAK,2/22/2012,6:00 PM
LAK,CHI,2/25/2012,5:00 PM
NSH,LAK,2/27/2012,5:00 PM
MIN,LAK,2/28/2012,4:30 PM
LAK,ANH,3/3/2012,7:30 PM
NSH,LAK,3/6/2012,5:00 PM
CBJ,LAK,3/8/2012,4:00 PM
DET,LAK,3/9/2012,4:30 PM
CHI,LAK,3/11/2012,5:00 PM
LAK,DET,3/13/2012,7:30 PM
ANH,LAK,3/16/2012,7:00 PM
LAK,NSH,3/17/2012,7:30 PM
LAK,SJS,3/20/2012,7:30 PM
LAK,STL,3/22/2012,7:30 PM
LAK,BOS,3/24/2012,6:00 PM
VAN,LAK,3/26/2012,7:00 PM
CGY,LAK,3/28/2012,6:30 PM
EDM,LAK,3/30/2012,6:30 PM
MIN,LAK,3/31/2012,5:00 PM
LAK,EDM,4/2/2012,7:30 PM
LAK,SJS,4/5/2012,7:30 PM
SJS,LAK,4/7/2012,7:30 PM
