HOME,AWAY,DATE,TIME (MT)
COL,DET,10/8/2011,7:00 PM
BOS,COL,10/10/2011,11:00 PM
CBJ,COL,10/12/2011,5:00 PM
OTT,COL,10/13/2011,5:30 PM
MON,COL,10/15/2011,5:00 PM
TOR,COL,10/17/2011,5:00 PM
COL,CHI,10/20/2011,7:00 PM
CHI,COL,10/22/2011,6:30 PM
CGY,COL,10/26/2011,8:00 PM
COL,EDM,10/28/2011,7:00 PM
COL,LAK,10/30/2011,6:00 PM
COL,ARI,11/2/2011,7:30 PM
DAL,COL,11/4/2011,6:30 PM
COL,CGY,11/6/2011,6:00 PM
DET,COL,11/8/2011,5:30 PM
COL,NYI,11/10/2011,7:00 PM
COL,CGY,11/12/2011,8:00 PM
PIT,COL,11/15/2011,5:30 PM
MIN,COL,11/17/2011,6:00 PM
COL,DAL,11/18/2011,7:00 PM
COL,SJS,11/20/2011,6:00 PM
COL,VAN,11/23/2011,7:30 PM
COL,EDM,11/26/2011,5:00 PM
COL,DAL,11/28/2011,7:00 PM
COL,NJD,11/30/2011,7:30 PM
COL,STL,12/2/2011,7:00 PM
COL,DET,12/4/2011,6:00 PM
VAN,COL,12/6/2011,8:00 PM
CGY,COL,12/8/2011,7:00 PM
EDM,COL,12/9/2011,7:30 PM
COL,SJS,12/13/2011,7:00 PM
SJS,COL,12/15/2011,8:30 PM
COL,WSH,12/17/2011,7:00 PM
COL,PHI,12/19/2011,7:00 PM
COL,STL,12/21/2011,7:30 PM
COL,TBL,12/23/2011,7:00 PM
MIN,COL,12/26/2011,4:00 PM
COL,WPG,12/27/2011,7:00 PM
COL,ARI,12/29/2011,7:00 PM
ANH,COL,12/31/2011,6:00 PM
LAK,COL,1/2/2012,8:30 PM
CHI,COL,1/6/2012,6:30 PM
STL,COL,1/7/2012,6:00 PM
COL,NSH,1/10/2012,7:00 PM
NSH,COL,1/12/2012,6:00 PM
DAL,COL,1/14/2012,1:00 PM
ARI,COL,1/16/2012,2:00 PM
COL,FLA,1/18/2012,7:30 PM
LAK,COL,1/21/2012,8:30 PM
ANH,COL,1/22/2012,6:00 PM
COL,MIN,1/24/2012,7:00 PM
EDM,COL,1/31/2012,7:30 PM
COL,MIN,2/2/2012,7:00 PM
COL,VAN,2/4/2012,1:00 PM
COL,CHI,2/7/2012,7:00 PM
COL,CAR,2/10/2012,7:00 PM
STL,COL,2/11/2012,6:00 PM
VAN,COL,2/15/2012,8:00 PM
EDM,COL,2/17/2012,7:30 PM
WPG,COL,2/19/2012,6:30 PM
COL,LAK,2/22/2012,7:00 PM
CBJ,COL,2/24/2012,5:00 PM
DET,COL,2/25/2012,5:00 PM
COL,ANH,2/27/2012,7:00 PM
COL,CBJ,3/1/2012,7:00 PM
COL,PIT,3/3/2012,7:00 PM
MIN,COL,3/4/2012,5:00 PM
COL,MIN,3/6/2012,7:00 PM
NSH,COL,3/8/2012,6:00 PM
COL,EDM,3/10/2012,1:00 PM
COL,ANH,3/12/2012,7:00 PM
BUF,COL,3/14/2012,5:30 PM
NJD,COL,3/15/2012,5:00 PM
NYR,COL,3/17/2012,5:00 PM
COL,CGY,3/20/2012,7:00 PM
ARI,COL,3/22/2012,8:00 PM
COL,VAN,3/24/2012,8:00 PM
SJS,COL,3/26/2012,8:30 PM
VAN,COL,3/28/2012,8:00 PM
CGY,COL,3/30/2012,7:00 PM
COL,CBJ,4/5/2012,7:00 PM
COL,NSH,4/7/2012,7:00 PM
