HOME,AWAY,DATE,TIME (CT)
DAL,CHI,10/7/2011,7:30 PM
CHI,DAL,10/8/2011,7:30 PM
CHI,WPG,10/13/2011,7:30 PM
CHI,BOS,10/15/2011,7:30 PM
ARI,CHI,10/18/2011,9:00 PM
COL,CHI,10/20/2011,8:00 PM
CHI,COL,10/22/2011,7:30 PM
CHI,ANH,10/25/2011,7:30 PM
CAR,CHI,10/28/2011,6:00 PM
CHI,CBJ,10/29/2011,7:30 PM
CHI,NSH,10/31/2011,7:30 PM
FLA,CHI,11/3/2011,6:30 PM
TBL,CHI,11/4/2011,6:30 PM
CHI,VAN,11/6/2011,6:00 PM
STL,CHI,11/8/2011,7:00 PM
CBJ,CHI,11/10/2011,6:00 PM
CHI,CGY,11/11/2011,7:30 PM
CHI,EDM,11/13/2011,6:00 PM
VAN,CHI,11/16/2011,9:00 PM
CGY,CHI,11/18/2011,8:00 PM
EDM,CHI,11/19/2011,9:00 PM
SJS,CHI,11/23/2011,9:30 PM
ANH,CHI,11/25/2011,3:00 PM
LAK,CHI,11/26/2011,9:30 PM
CHI,ARI,11/29/2011,7:30 PM
CHI,NYI,12/2/2011,7:30 PM
STL,CHI,12/3/2011,7:00 PM
CHI,ARI,12/5/2011,7:00 PM
NYI,CHI,12/8/2011,6:00 PM
CHI,SJS,12/11/2011,6:00 PM
MIN,CHI,12/14/2011,6:30 PM
CHI,ANH,12/16/2011,7:30 PM
CHI,CGY,12/18/2011,6:00 PM
PIT,CHI,12/20/2011,6:30 PM
CHI,MON,12/21/2011,6:30 PM
CHI,CBJ,12/26/2011,7:30 PM
CHI,LAK,12/28/2011,7:30 PM
CHI,DET,12/30/2011,7:30 PM
CHI,EDM,1/2/2012,7:30 PM
PHI,CHI,1/5/2012,6:00 PM
CHI,COL,1/6/2012,7:30 PM
CHI,DET,1/8/2012,6:30 PM
CHI,CBJ,1/10/2012,7:30 PM
CHI,MIN,1/12/2012,7:30 PM
DET,CHI,1/14/2012,11:30 PM
CHI,SJS,1/15/2012,6:00 PM
CHI,BUF,1/18/2012,6:30 PM
CHI,FLA,1/20/2012,7:30 PM
NSH,CHI,1/21/2012,7:00 PM
CHI,NSH,1/24/2012,7:30 PM
VAN,CHI,1/31/2012,9:00 PM
EDM,CHI,2/2/2012,8:30 PM
CGY,CHI,2/3/2012,8:00 PM
COL,CHI,2/7/2012,8:00 PM
SJS,CHI,2/10/2012,9:30 PM
ARI,CHI,2/11/2012,7:30 PM
NSH,CHI,2/14/2012,7:00 PM
NYR,CHI,2/16/2012,6:00 PM
CBJ,CHI,2/18/2012,0:00 PM
CHI,STL,2/19/2012,11:30 PM
CHI,DET,2/21/2012,7:00 PM
CHI,DAL,2/23/2012,7:30 PM
LAK,CHI,2/25/2012,7:00 PM
ANH,CHI,2/26/2012,6:00 PM
CHI,TOR,2/29/2012,7:00 PM
OTT,CHI,3/2/2012,6:00 PM
DET,CHI,3/4/2012,3:00 PM
STL,CHI,3/6/2012,7:00 PM
CHI,NYR,3/9/2012,7:30 PM
CHI,LAK,3/11/2012,7:00 PM
CHI,STL,3/13/2012,7:30 PM
DAL,CHI,3/16/2012,7:30 PM
CHI,WSH,3/18/2012,6:00 PM
CBJ,CHI,3/20/2012,6:00 PM
CHI,VAN,3/21/2012,7:00 PM
CHI,NSH,3/25/2012,6:30 PM
NJD,CHI,3/27/2012,6:00 PM
CHI,STL,3/29/2012,7:30 PM
NSH,CHI,3/31/2012,7:00 PM
CHI,MIN,4/1/2012,6:00 PM
MIN,CHI,4/5/2012,7:00 PM
DET,CHI,4/7/2012,0:00 PM
