HOME,AWAY,DATE,TIME (ET)
WSH,CAR,10/8/2011,7:00 PM
WSH,TBL,10/10/2011,7:00 PM
PIT,WSH,10/13/2011,7:00 PM
WSH,OTT,10/15/2011,7:00 PM
WSH,FLA,10/18/2011,7:00 PM
PHI,WSH,10/20/2011,7:00 PM
WSH,DET,10/22/2011,7:00 PM
EDM,WSH,10/27/2011,9:30 PM
VAN,WSH,10/29/2011,10:00 PM
WSH,ANH,11/1/2011,7:30 PM
CAR,WSH,11/4/2011,7:00 PM
NYI,WSH,11/5/2011,7:00 PM
WSH,DAL,11/8/2011,7:00 PM
NJD,WSH,11/11/2011,7:00 PM
WSH,NJD,11/12/2011,7:00 PM
NSH,WSH,11/15/2011,8:00 PM
WPG,WSH,11/17/2011,8:30 PM
TOR,WSH,11/19/2011,7:00 PM
WSH,ARI,11/21/2011,7:00 PM
WSH,WPG,11/23/2011,7:00 PM
WSH,NYR,11/25/2011,4:00 PM
BUF,WSH,11/26/2011,7:00 PM
WSH,STL,11/29/2011,7:00 PM
WSH,PIT,12/1/2011,7:00 PM
WSH,OTT,12/3/2011,7:00 PM
FLA,WSH,12/5/2011,7:30 PM
OTT,WSH,12/7/2011,7:00 PM
WSH,TOR,12/9/2011,7:00 PM
WSH,PHI,12/13/2011,7:00 PM
WPG,WSH,12/15/2011,8:30 PM
COL,WSH,12/17/2011,9:00 PM
WSH,NSH,12/20/2011,7:00 PM
NJD,WSH,12/23/2011,7:00 PM
BUF,WSH,12/26/2011,7:00 PM
WSH,NYR,12/28/2011,7:30 PM
WSH,BUF,12/30/2011,7:00 PM
CBJ,WSH,12/31/2011,7:00 PM
WSH,CGY,1/3/2012,7:00 PM
SJS,WSH,1/7/2012,10:30 PM
LAK,WSH,1/9/2012,10:30 PM
WSH,PIT,1/11/2012,7:30 PM
WSH,TBL,1/13/2012,7:00 PM
WSH,CAR,1/15/2012,5:00 PM
WSH,NYI,1/17/2012,7:00 PM
MON,WSH,1/18/2012,7:30 PM
CAR,WSH,1/20/2012,7:00 PM
PIT,WSH,1/22/2012,0:30 PM
WSH,BOS,1/24/2012,7:00 PM
TBL,WSH,1/31/2012,7:30 PM
FLA,WSH,2/1/2012,8:00 PM
MON,WSH,2/4/2012,2:00 PM
WSH,BOS,2/5/2012,0:30 PM
WSH,FLA,2/7/2012,7:00 PM
WSH,WPG,2/9/2012,7:00 PM
NYR,WSH,2/12/2012,0:30 PM
WSH,SJS,2/13/2012,7:30 PM
FLA,WSH,2/17/2012,7:30 PM
TBL,WSH,2/18/2012,7:00 PM
CAR,WSH,2/20/2012,7:30 PM
OTT,WSH,2/22/2012,7:00 PM
WSH,MON,2/24/2012,7:00 PM
TOR,WSH,2/25/2012,7:00 PM
WSH,NYI,2/28/2012,7:00 PM
WSH,NJD,3/2/2012,7:00 PM
WSH,PHI,3/4/2012,7:00 PM
WSH,CAR,3/6/2012,7:00 PM
WSH,TBL,3/8/2012,7:00 PM
BOS,WSH,3/10/2012,1:00 PM
WSH,TOR,3/11/2012,5:00 PM
NYI,WSH,3/13/2012,7:00 PM
WPG,WSH,3/16/2012,8:30 PM
CHI,WSH,3/18/2012,7:00 PM
DET,WSH,3/19/2012,7:30 PM
PHI,WSH,3/22/2012,7:00 PM
WSH,WPG,3/23/2012,7:00 PM
WSH,MIN,3/25/2012,5:00 PM
WSH,BUF,3/27/2012,7:00 PM
BOS,WSH,3/29/2012,7:00 PM
WSH,MON,3/31/2012,7:00 PM
TBL,WSH,4/2/2012,7:00 PM
WSH,FLA,4/5/2012,7:00 PM
NYR,WSH,4/7/2012,6:30 PM
