HOME,AWAY,DATE,TIME (CT)
CBJ,NSH,10/7/2011,6:00 PM
STL,NSH,10/8/2011,7:00 PM
NSH,ARI,10/13/2011,7:00 PM
NSH,NJD,10/15/2011,7:00 PM
EDM,NSH,10/17/2011,8:30 PM
VAN,NSH,10/20/2011,9:00 PM
CGY,NSH,10/22/2011,3:00 PM
NSH,SJS,10/25/2011,7:00 PM
NSH,TBL,10/27/2011,7:00 PM
NSH,ANH,10/29/2011,7:00 PM
CHI,NSH,10/31/2011,7:30 PM
ARI,NSH,11/3/2011,9:00 PM
SJS,NSH,11/5/2011,9:30 PM
LAK,NSH,11/8/2011,9:30 PM
ANH,NSH,11/9/2011,9:00 PM
NSH,MON,11/12/2011,6:00 PM
NSH,WSH,11/15/2011,7:00 PM
NSH,TOR,11/17/2011,7:00 PM
NSH,CBJ,11/19/2011,7:00 PM
NSH,EDM,11/22/2011,7:00 PM
MIN,NSH,11/23/2011,7:00 PM
DET,NSH,11/26/2011,6:00 PM
EDM,NSH,11/28/2011,8:30 PM
CGY,NSH,11/29/2011,8:30 PM
VAN,NSH,12/1/2011,9:00 PM
NSH,BUF,12/3/2011,7:00 PM
NSH,ARI,12/6/2011,7:00 PM
CBJ,NSH,12/8/2011,6:00 PM
NSH,ANH,12/10/2011,7:00 PM
NSH,CGY,12/13/2011,7:00 PM
NSH,DET,12/15/2011,7:00 PM
NSH,STL,12/17/2011,7:00 PM
WSH,NSH,12/20/2011,6:00 PM
NSH,CBJ,12/22/2011,7:00 PM
DAL,NSH,12/23/2011,7:30 PM
NSH,DET,12/26/2011,7:00 PM
NSH,MIN,12/28/2011,7:00 PM
STL,NSH,12/30/2011,7:00 PM
NSH,CGY,1/1/2012,5:00 PM
NSH,DAL,1/5/2012,7:00 PM
NSH,CAR,1/7/2012,7:00 PM
COL,NSH,1/10/2012,8:00 PM
NSH,COL,1/12/2012,7:00 PM
NSH,PHI,1/14/2012,7:00 PM
NYI,NSH,1/16/2012,0:00 PM
NYR,NSH,1/17/2012,6:30 PM
CBJ,NSH,1/19/2012,6:00 PM
NSH,CHI,1/21/2012,7:00 PM
NSH,CBJ,1/23/2012,7:00 PM
CHI,NSH,1/24/2012,7:30 PM
MIN,NSH,1/31/2012,7:00 PM
PHI,NSH,2/2/2012,6:00 PM
NSH,STL,2/4/2012,7:00 PM
NSH,VAN,2/7/2012,7:00 PM
OTT,NSH,2/9/2012,6:30 PM
BOS,NSH,2/11/2012,0:00 PM
NSH,CHI,2/14/2012,7:00 PM
DET,NSH,2/17/2012,6:30 PM
DAL,NSH,2/19/2012,6:00 PM
NSH,VAN,2/21/2012,7:00 PM
NSH,STL,2/23/2012,7:00 PM
NSH,SJS,2/25/2012,7:00 PM
NSH,LAK,2/27/2012,7:00 PM
CAR,NSH,2/28/2012,6:00 PM
FLA,NSH,3/3/2012,6:30 PM
NSH,LAK,3/6/2012,7:00 PM
NSH,COL,3/8/2012,7:00 PM
NSH,DET,3/10/2012,7:00 PM
ARI,NSH,3/12/2012,9:00 PM
SJS,NSH,3/15/2012,9:30 PM
LAK,NSH,3/17/2012,9:30 PM
ANH,NSH,3/18/2012,7:00 PM
NSH,EDM,3/20/2012,7:00 PM
PIT,NSH,3/22/2012,6:00 PM
NSH,WPG,3/24/2012,6:00 PM
CHI,NSH,3/25/2012,6:30 PM
STL,NSH,3/27/2012,7:00 PM
DET,NSH,3/30/2012,6:30 PM
NSH,CHI,3/31/2012,7:00 PM
NSH,MIN,4/3/2012,7:00 PM
NSH,DAL,4/5/2012,7:00 PM
COL,NSH,4/7/2012,8:00 PM
