HOME,AWAY,DATE,TIME (CT)
STL,NYR,10/9/2014,7:00 PM
STL,CGY,10/11/2014,6:00 PM
LAK,STL,10/16/2014,9:30 PM
ARI,STL,10/18/2014,8:00 PM
ANH,STL,10/19/2014,7:00 PM
STL,VAN,10/23/2014,7:00 PM
STL,CHI,10/25/2014,7:00 PM
DAL,STL,10/28/2014,7:30 PM
STL,ANH,10/30/2014,7:00 PM
STL,COL,11/1/2014,7:00 PM
NYR,STL,11/3/2014,6:00 PM
NJD,STL,11/4/2014,6:30 PM
STL,NJD,11/6/2014,7:00 PM
STL,NSH,11/8/2014,7:00 PM
STL,BUF,11/11/2014,7:00 PM
STL,NSH,11/13/2014,7:00 PM
STL,WSH,11/15/2014,7:00 PM
BOS,STL,11/18/2014,6:00 PM
MON,STL,11/20/2014,6:30 PM
OTT,STL,11/22/2014,2:00 PM
WPG,STL,11/23/2014,3:30 PM
STL,OTT,11/25/2014,7:00 PM
STL,EDM,11/28/2014,7:00 PM
MIN,STL,11/29/2014,7:00 PM
CHI,STL,12/3/2014,7:00 PM
NSH,STL,12/4/2014,7:00 PM
NYI,STL,12/6/2014,0:00 PM
STL,FLA,12/8/2014,7:00 PM
STL,NYI,12/11/2014,7:00 PM
COL,STL,12/13/2014,9:00 PM
STL,LAK,12/16/2014,7:00 PM
LAK,STL,12/18/2014,9:30 PM
SJS,STL,12/20/2014,9:30 PM
COL,STL,12/23/2014,7:00 PM
STL,DAL,12/27/2014,7:00 PM
STL,COL,12/29/2014,7:00 PM
NSH,STL,12/30/2014,7:00 PM
ANH,STL,1/2/2015,9:00 PM
SJS,STL,1/3/2015,9:30 PM
ARI,STL,1/6/2015,8:00 PM
STL,SJS,1/8/2015,7:00 PM
STL,CAR,1/10/2015,7:00 PM
STL,EDM,1/13/2015,7:00 PM
STL,DET,1/15/2015,7:00 PM
STL,TOR,1/17/2015,6:00 PM
STL,COL,1/19/2015,7:00 PM
STL,NSH,1/29/2015,7:00 PM
CAR,STL,1/30/2015,6:00 PM
WSH,STL,2/1/2015,0:00 PM
STL,TBL,2/3/2015,7:00 PM
BUF,STL,2/5/2015,6:00 PM
CBJ,STL,2/6/2015,6:00 PM
STL,CHI,2/8/2015,11:30 PM
STL,ARI,2/10/2015,7:00 PM
TBL,STL,2/12/2015,6:30 PM
FLA,STL,2/15/2015,4:00 PM
STL,DAL,2/17/2015,7:00 PM
STL,BOS,2/20/2015,7:00 PM
STL,PIT,2/21/2015,7:00 PM
STL,MON,2/24/2015,7:00 PM
WPG,STL,2/26/2015,7:00 PM
EDM,STL,2/28/2015,9:00 PM
VAN,STL,3/1/2015,8:30 PM
PHI,STL,3/5/2015,6:00 PM
TOR,STL,3/7/2015,6:00 PM
STL,WPG,3/10/2015,7:00 PM
STL,PHI,3/12/2015,7:00 PM
STL,MIN,3/14/2015,7:00 PM
DAL,STL,3/15/2015,5:00 PM
CGY,STL,3/17/2015,8:00 PM
WPG,STL,3/19/2015,7:00 PM
MIN,STL,3/21/2015,1:00 PM
DET,STL,3/22/2015,11:00 PM
PIT,STL,3/24/2015,6:00 PM
STL,CBJ,3/28/2015,7:00 PM
STL,VAN,3/30/2015,7:00 PM
STL,CGY,4/2/2015,7:00 PM
DAL,STL,4/3/2015,7:30 PM
CHI,STL,4/5/2015,6:30 PM
STL,WPG,4/7/2015,7:00 PM
STL,CHI,4/9/2015,7:00 PM
STL,MIN,4/11/2015,2:00 PM
