HOME,AWAY,DATE,TIME (CT)
DAL,CHI,10/9/2014,7:30 PM
NSH,DAL,10/11/2014,7:00 PM
CBJ,DAL,10/14/2014,6:00 PM
PIT,DAL,10/16/2014,6:00 PM
DAL,PHI,10/18/2014,7:00 PM
DAL,VAN,10/21/2014,7:30 PM
NJD,DAL,10/24/2014,6:00 PM
NYI,DAL,10/25/2014,6:00 PM
DAL,STL,10/28/2014,7:30 PM
DAL,ANH,10/31/2014,7:30 PM
MIN,DAL,11/1/2014,7:00 PM
DAL,LAK,11/4/2014,7:30 PM
DAL,NSH,11/6/2014,7:30 PM
DAL,SJS,11/8/2014,7:00 PM
ARI,DAL,11/11/2014,8:00 PM
LAK,DAL,11/13/2014,9:30 PM
DAL,MIN,11/15/2014,1:00 PM
CHI,DAL,11/16/2014,6:00 PM
DAL,CAR,11/18/2014,7:30 PM
DAL,ARI,11/20/2014,7:30 PM
DAL,LAK,11/22/2014,7:00 PM
DAL,EDM,11/25/2014,7:30 PM
DAL,MIN,11/28/2014,7:30 PM
COL,DAL,11/29/2014,8:00 PM
TOR,DAL,12/2/2014,6:30 PM
DET,DAL,12/4/2014,6:30 PM
DAL,MON,12/6/2014,6:00 PM
DAL,WPG,12/9/2014,7:30 PM
DAL,NJD,12/13/2014,7:30 PM
VAN,DAL,12/17/2014,9:00 PM
CGY,DAL,12/19/2014,8:00 PM
EDM,DAL,12/21/2014,5:00 PM
DAL,TOR,12/23/2014,6:00 PM
STL,DAL,12/27/2014,7:00 PM
DAL,NYR,12/29/2014,7:30 PM
DAL,ARI,12/31/2014,7:00 PM
DAL,MIN,1/3/2015,7:00 PM
CHI,DAL,1/4/2015,7:00 PM
DAL,CBJ,1/6/2015,7:30 PM
NSH,DAL,1/8/2015,7:00 PM
COL,DAL,1/10/2015,2:00 PM
DAL,OTT,1/13/2015,7:30 PM
DAL,WPG,1/15/2015,7:30 PM
DAL,WSH,1/17/2015,7:00 PM
CHI,DAL,1/18/2015,5:00 PM
DAL,BOS,1/20/2015,7:30 PM
MON,DAL,1/27/2015,6:30 PM
OTT,DAL,1/29/2015,6:30 PM
WPG,DAL,1/31/2015,6:00 PM
DAL,COL,2/3/2015,7:30 PM
DAL,TBL,2/5/2015,7:30 PM
BUF,DAL,2/7/2015,6:00 PM
NYR,DAL,2/8/2015,4:00 PM
BOS,DAL,2/10/2015,6:00 PM
DAL,FLA,2/13/2015,7:30 PM
COL,DAL,2/14/2015,8:00 PM
STL,DAL,2/17/2015,7:00 PM
DAL,SJS,2/19/2015,7:30 PM
DAL,DET,2/21/2015,7:00 PM
MIN,DAL,2/22/2015,7:00 PM
WPG,DAL,2/24/2015,7:00 PM
DAL,COL,2/27/2015,7:30 PM
DAL,ANH,3/1/2015,7:00 PM
DAL,NYI,3/3/2015,7:30 PM
FLA,DAL,3/5/2015,6:30 PM
TBL,DAL,3/7/2015,6:00 PM
PHI,DAL,3/10/2015,6:00 PM
CAR,DAL,3/12/2015,6:00 PM
WSH,DAL,3/13/2015,6:00 PM
DAL,STL,3/15/2015,5:00 PM
DAL,PIT,3/19/2015,7:30 PM
DAL,CHI,3/21/2015,7:00 PM
DAL,BUF,3/23/2015,7:30 PM
CGY,DAL,3/25/2015,9:00 PM
EDM,DAL,3/27/2015,8:30 PM
VAN,DAL,3/28/2015,9:00 PM
DAL,CGY,3/30/2015,7:30 PM
DAL,STL,4/3/2015,7:30 PM
NSH,DAL,4/4/2015,7:00 PM
SJS,DAL,4/6/2015,9:30 PM
ANH,DAL,4/8/2015,9:30 PM
DAL,NSH,4/11/2015,7:00 PM
