HOME,AWAY,DATE,TIME (CT)
MIN,COL,10/9/2014,8:00 PM
COL,MIN,10/11/2014,8:00 PM
ANH,MIN,10/17/2014,9:00 PM
LAK,MIN,10/19/2014,2:00 PM
MIN,ARI,10/23/2014,7:00 PM
MIN,TBL,10/25/2014,7:00 PM
NYR,MIN,10/27/2014,6:00 PM
BOS,MIN,10/28/2014,6:00 PM
MIN,SJS,10/30/2014,7:00 PM
MIN,DAL,11/1/2014,7:00 PM
MIN,PIT,11/4/2014,7:00 PM
OTT,MIN,11/6/2014,6:30 PM
MON,MIN,11/8/2014,6:00 PM
NJD,MIN,11/11/2014,6:00 PM
MIN,BUF,11/13/2014,7:00 PM
DAL,MIN,11/15/2014,1:00 PM
MIN,WPG,11/16/2014,4:00 PM
PHI,MIN,11/20/2014,6:00 PM
TBL,MIN,11/22/2014,6:00 PM
FLA,MIN,11/24/2014,6:30 PM
MIN,LAK,11/26/2014,7:00 PM
DAL,MIN,11/28/2014,7:30 PM
MIN,STL,11/29/2014,7:00 PM
MIN,MON,12/3/2014,6:00 PM
MIN,ANH,12/5/2014,7:00 PM
MIN,NYI,12/9/2014,7:00 PM
SJS,MIN,12/11/2014,9:30 PM
ARI,MIN,12/13/2014,7:00 PM
CHI,MIN,12/16/2014,7:30 PM
MIN,BOS,12/17/2014,7:00 PM
MIN,NSH,12/20/2014,7:00 PM
MIN,PHI,12/23/2014,6:00 PM
MIN,WPG,12/27/2014,6:00 PM
WPG,MIN,12/29/2014,7:00 PM
CBJ,MIN,12/31/2014,6:00 PM
MIN,TOR,1/2/2015,7:00 PM
DAL,MIN,1/3/2015,7:00 PM
MIN,SJS,1/6/2015,7:00 PM
MIN,CHI,1/8/2015,7:00 PM
MIN,NSH,1/10/2015,1:00 PM
CHI,MIN,1/11/2015,7:00 PM
PIT,MIN,1/13/2015,6:00 PM
BUF,MIN,1/15/2015,6:00 PM
MIN,ARI,1/17/2015,8:00 PM
MIN,CBJ,1/19/2015,7:00 PM
DET,MIN,1/20/2015,6:30 PM
EDM,MIN,1/27/2015,8:30 PM
CGY,MIN,1/29/2015,8:00 PM
VAN,MIN,2/1/2015,2:00 PM
MIN,CHI,2/3/2015,7:00 PM
MIN,COL,2/7/2015,7:00 PM
MIN,VAN,2/9/2015,7:00 PM
WPG,MIN,2/10/2015,7:00 PM
MIN,FLA,2/12/2015,7:00 PM
MIN,CAR,2/14/2015,7:00 PM
VAN,MIN,2/16/2015,9:00 PM
CGY,MIN,2/18/2015,8:30 PM
EDM,MIN,2/20/2015,8:00 PM
MIN,DAL,2/22/2015,7:00 PM
MIN,EDM,2/24/2015,7:00 PM
NSH,MIN,2/26/2015,7:30 PM
COL,MIN,2/28/2015,9:00 PM
MIN,OTT,3/3/2015,7:00 PM
WSH,MIN,3/5/2015,6:00 PM
CAR,MIN,3/6/2015,6:00 PM
MIN,COL,3/8/2015,5:00 PM
MIN,NJD,3/10/2015,7:00 PM
MIN,ANH,3/13/2015,7:00 PM
STL,MIN,3/14/2015,7:00 PM
NSH,MIN,3/17/2015,7:00 PM
MIN,WSH,3/19/2015,7:00 PM
MIN,STL,3/21/2015,1:00 PM
TOR,MIN,3/23/2015,6:30 PM
NYI,MIN,3/24/2015,6:00 PM
MIN,CGY,3/27/2015,7:00 PM
MIN,LAK,3/28/2015,7:00 PM
MIN,NYR,4/2/2015,7:00 PM
MIN,DET,4/4/2015,6:00 PM
MIN,WPG,4/6/2015,7:00 PM
CHI,MIN,4/7/2015,7:30 PM
NSH,MIN,4/9/2015,7:00 PM
STL,MIN,4/11/2015,2:00 PM
