HOME,AWAY,DATE,TIME (MT)
ARI,WPG,10/9/2014,8:00 PM
ARI,LAK,10/11/2014,7:00 PM
ARI,EDM,10/15/2014,8:30 PM
ARI,STL,10/18/2014,7:00 PM
NSH,ARI,10/21/2014,6:00 PM
MIN,ARI,10/23/2014,6:00 PM
ARI,FLA,10/25/2014,7:00 PM
TBL,ARI,10/28/2014,5:30 PM
FLA,ARI,10/30/2014,5:30 PM
CAR,ARI,11/1/2014,5:00 PM
WSH,ARI,11/2/2014,5:00 PM
ARI,TOR,11/4/2014,7:00 PM
ANH,ARI,11/7/2014,8:00 PM
ARI,NYI,11/8/2014,6:00 PM
ARI,DAL,11/11/2014,7:00 PM
CGY,ARI,11/13/2014,7:00 PM
VAN,ARI,11/14/2014,8:00 PM
EDM,ARI,11/16/2014,7:00 PM
ARI,WSH,11/18/2014,7:00 PM
DAL,ARI,11/20/2014,6:30 PM
SJS,ARI,11/22/2014,8:30 PM
ANH,ARI,11/23/2014,6:00 PM
ARI,COL,11/25/2014,7:00 PM
ARI,CGY,11/29/2014,8:00 PM
EDM,ARI,12/1/2014,7:30 PM
CGY,ARI,12/2/2014,7:00 PM
ARI,LAK,12/4/2014,7:00 PM
ARI,BOS,12/6/2014,6:00 PM
ARI,NSH,12/11/2014,7:00 PM
ARI,MIN,12/13/2014,6:00 PM
ARI,EDM,12/16/2014,7:00 PM
LAK,ARI,12/20/2014,2:00 PM
VAN,ARI,12/22/2014,8:00 PM
EDM,ARI,12/23/2014,6:00 PM
ARI,ANH,12/27/2014,6:00 PM
ARI,PHI,12/29/2014,7:00 PM
DAL,ARI,12/31/2014,6:00 PM
ARI,CBJ,1/3/2015,6:00 PM
ARI,STL,1/6/2015,7:00 PM
ARI,WPG,1/8/2015,7:00 PM
ARI,OTT,1/10/2015,5:00 PM
ARI,SJS,1/13/2015,7:00 PM
ARI,CGY,1/15/2015,7:00 PM
MIN,ARI,1/17/2015,7:00 PM
WPG,ARI,1/18/2015,5:00 PM
CHI,ARI,1/20/2015,6:30 PM
PHI,ARI,1/27/2015,5:00 PM
TOR,ARI,1/29/2015,5:30 PM
OTT,ARI,1/31/2015,1:00 PM
MON,ARI,2/1/2015,11:00 PM
CBJ,ARI,2/3/2015,5:00 PM
ARI,CAR,2/5/2015,7:00 PM
ARI,DET,2/7/2015,6:00 PM
CHI,ARI,2/9/2015,6:30 PM
STL,ARI,2/10/2015,6:00 PM
ARI,SJS,2/13/2015,7:00 PM
ARI,NYR,2/14/2015,6:00 PM
COL,ARI,2/16/2015,7:00 PM
ARI,TBL,2/21/2015,6:00 PM
NJD,ARI,2/23/2015,5:00 PM
NYI,ARI,2/24/2015,5:00 PM
NYR,ARI,2/26/2015,5:00 PM
BOS,ARI,2/28/2015,3:30 PM
ARI,ANH,3/3/2015,7:00 PM
ARI,VAN,3/5/2015,7:00 PM
ARI,MON,3/7/2015,5:00 PM
ARI,NSH,3/9/2015,8:00 PM
ARI,CHI,3/12/2015,8:00 PM
ARI,NJD,3/14/2015,7:00 PM
LAK,ARI,3/16/2015,8:30 PM
ARI,COL,3/19/2015,8:00 PM
ARI,PIT,3/21/2015,7:00 PM
ARI,VAN,3/22/2015,6:00 PM
DET,ARI,3/24/2015,5:30 PM
BUF,ARI,3/26/2015,5:00 PM
PIT,ARI,3/28/2015,11:00 PM
ARI,BUF,3/30/2015,8:00 PM
SJS,ARI,4/3/2015,8:00 PM
ARI,SJS,4/4/2015,7:00 PM
CGY,ARI,4/7/2015,7:00 PM
VAN,ARI,4/9/2015,8:00 PM
ARI,ANH,4/11/2015,7:00 PM
