HOME,AWAY,DATE,TIME (ET)
WSH,MON,10/9/2014,7:00 PM
BOS,WSH,10/11/2014,7:00 PM
WSH,SJS,10/14/2014,7:00 PM
WSH,NJD,10/16/2014,7:00 PM
WSH,FLA,10/18/2014,7:00 PM
EDM,WSH,10/22/2014,9:30 PM
CGY,WSH,10/25/2014,10:00 PM
VAN,WSH,10/26/2014,9:30 PM
WSH,DET,10/29/2014,7:30 PM
TBL,WSH,11/1/2014,7:00 PM
WSH,ARI,11/2/2014,7:00 PM
WSH,CGY,11/4/2014,7:00 PM
CHI,WSH,11/7/2014,8:30 PM
WSH,CAR,11/8/2014,8:00 PM
WSH,CBJ,11/11/2014,7:00 PM
WSH,NJD,11/14/2014,7:00 PM
STL,WSH,11/15/2014,8:00 PM
ARI,WSH,11/18/2014,9:00 PM
COL,WSH,11/20/2014,9:00 PM
WSH,BUF,11/22/2014,7:00 PM
NYI,WSH,11/26/2014,7:00 PM
WSH,NYI,11/28/2014,5:00 PM
TOR,WSH,11/29/2014,7:00 PM
WSH,VAN,12/2/2014,7:00 PM
CAR,WSH,12/4/2014,7:00 PM
NJD,WSH,12/6/2014,7:00 PM
TBL,WSH,12/9/2014,7:30 PM
WSH,CBJ,12/11/2014,7:00 PM
WSH,TBL,12/13/2014,7:00 PM
FLA,WSH,12/16/2014,7:30 PM
CBJ,WSH,12/18/2014,7:00 PM
NJD,WSH,12/20/2014,7:00 PM
WSH,OTT,12/22/2014,7:00 PM
NYR,WSH,12/23/2014,7:00 PM
PIT,WSH,12/27/2014,7:30 PM
NYI,WSH,12/29/2014,7:00 PM
WSH,CHI,1/1/2015,1:00 PM
WSH,FLA,1/4/2015,3:00 PM
TOR,WSH,1/7/2015,7:00 PM
PHI,WSH,1/8/2015,7:00 PM
WSH,DET,1/10/2015,7:00 PM
WSH,COL,1/12/2015,7:00 PM
WSH,PHI,1/14/2015,8:00 PM
NSH,WSH,1/16/2015,8:00 PM
DAL,WSH,1/17/2015,8:00 PM
WSH,EDM,1/20/2015,7:00 PM
CBJ,WSH,1/27/2015,7:00 PM
WSH,PIT,1/28/2015,8:00 PM
MON,WSH,1/31/2015,1:00 PM
WSH,STL,2/1/2015,1:00 PM
WSH,LAK,2/3/2015,7:00 PM
OTT,WSH,2/5/2015,7:30 PM
WSH,ANH,2/6/2015,7:00 PM
WSH,PHI,2/8/2015,3:00 PM
SJS,WSH,2/11/2015,10:30 PM
LAK,WSH,2/14/2015,10:00 PM
ANH,WSH,2/15/2015,8:00 PM
PIT,WSH,2/17/2015,7:00 PM
WSH,WPG,2/19/2015,7:00 PM
WSH,NYI,2/21/2015,0:30 PM
PHI,WSH,2/22/2015,0:30 PM
WSH,PIT,2/25/2015,8:00 PM
CAR,WSH,2/27/2015,7:00 PM
WSH,TOR,3/1/2015,7:00 PM
CBJ,WSH,3/3/2015,7:00 PM
WSH,MIN,3/5/2015,7:00 PM
WSH,BUF,3/7/2015,7:00 PM
WSH,NYR,3/11/2015,8:00 PM
WSH,DAL,3/13/2015,7:00 PM
WSH,BOS,3/15/2015,7:30 PM
BUF,WSH,3/16/2015,7:00 PM
MIN,WSH,3/19/2015,8:00 PM
WPG,WSH,3/21/2015,7:00 PM
WSH,NJD,3/26/2015,7:00 PM
WSH,NSH,3/28/2015,0:30 PM
NYR,WSH,3/29/2015,3:00 PM
WSH,CAR,3/31/2015,7:00 PM
MON,WSH,4/2/2015,7:30 PM
OTT,WSH,4/4/2015,7:00 PM
DET,WSH,4/5/2015,5:00 PM
WSH,BOS,4/8/2015,8:00 PM
WSH,NYR,4/11/2015,0:30 PM
