HOME,AWAY,DATE,TIME (PT)
LAK,SJS,10/8/2014,7:00 PM
SJS,WPG,10/11/2014,7:00 PM
WSH,SJS,10/14/2014,4:00 PM
NYI,SJS,10/16/2014,4:00 PM
NJD,SJS,10/18/2014,4:00 PM
NYR,SJS,10/19/2014,2:00 PM
BOS,SJS,10/21/2014,4:00 PM
SJS,CBJ,10/23/2014,7:30 PM
SJS,BUF,10/25/2014,1:00 PM
ANH,SJS,10/26/2014,5:00 PM
COL,SJS,10/28/2014,6:00 PM
MIN,SJS,10/30/2014,5:00 PM
SJS,NYI,11/1/2014,7:30 PM
SJS,VAN,11/6/2014,7:30 PM
DAL,SJS,11/8/2014,5:00 PM
CHI,SJS,11/9/2014,4:00 PM
FLA,SJS,11/11/2014,4:30 PM
TBL,SJS,11/13/2014,4:30 PM
CBJ,SJS,11/15/2014,4:00 PM
CAR,SJS,11/16/2014,2:00 PM
BUF,SJS,11/18/2014,4:30 PM
SJS,FLA,11/20/2014,7:30 PM
SJS,ARI,11/22/2014,7:30 PM
SJS,CGY,11/26/2014,7:30 PM
SJS,ANH,11/29/2014,7:30 PM
SJS,PHI,12/2/2014,7:00 PM
SJS,BOS,12/4/2014,7:30 PM
CGY,SJS,12/6/2014,7:00 PM
EDM,SJS,12/7/2014,6:00 PM
SJS,EDM,12/9/2014,7:30 PM
SJS,MIN,12/11/2014,7:30 PM
SJS,NSH,12/13/2014,7:30 PM
SJS,EDM,12/18/2014,7:30 PM
SJS,STL,12/20/2014,7:30 PM
ANH,SJS,12/22/2014,7:00 PM
LAK,SJS,12/27/2014,7:00 PM
SJS,VAN,12/30/2014,7:00 PM
ANH,SJS,12/31/2014,5:00 PM
SJS,STL,1/3/2015,7:30 PM
WPG,SJS,1/5/2015,5:00 PM
MIN,SJS,1/6/2015,5:00 PM
STL,SJS,1/8/2015,5:00 PM
SJS,NYR,1/10/2015,7:00 PM
ARI,SJS,1/13/2015,6:00 PM
SJS,TOR,1/15/2015,7:30 PM
SJS,CGY,1/17/2015,7:00 PM
SJS,NJD,1/19/2015,7:30 PM
SJS,LAK,1/21/2015,7:30 PM
SJS,ANH,1/29/2015,7:00 PM
SJS,CHI,1/31/2015,7:30 PM
SJS,EDM,2/2/2015,7:30 PM
CGY,SJS,2/4/2015,7:00 PM
VAN,SJS,2/5/2015,7:00 PM
SJS,CAR,2/7/2015,7:30 PM
SJS,CGY,2/9/2015,7:30 PM
SJS,WSH,2/11/2015,7:30 PM
ARI,SJS,2/13/2015,6:00 PM
SJS,TBL,2/15/2015,5:00 PM
NSH,SJS,2/17/2015,5:00 PM
DAL,SJS,2/19/2015,5:30 PM
SJS,LAK,2/21/2015,7:00 PM
SJS,DET,2/26/2015,7:30 PM
SJS,OTT,2/28/2015,7:00 PM
SJS,MON,3/2/2015,7:00 PM
VAN,SJS,3/3/2015,7:00 PM
SJS,VAN,3/7/2015,7:00 PM
SJS,PIT,3/9/2015,7:00 PM
SJS,NSH,3/12/2015,7:30 PM
SJS,CHI,3/14/2015,1:00 PM
WPG,SJS,3/17/2015,5:00 PM
TOR,SJS,3/19/2015,4:30 PM
MON,SJS,3/21/2015,4:00 PM
OTT,SJS,3/23/2015,4:30 PM
DET,SJS,3/26/2015,4:30 PM
PHI,SJS,3/28/2015,10:00 PM
PIT,SJS,3/29/2015,4:30 PM
SJS,COL,4/1/2015,7:30 PM
SJS,ARI,4/3/2015,7:00 PM
ARI,SJS,4/4/2015,6:00 PM
SJS,DAL,4/6/2015,7:30 PM
EDM,SJS,4/9/2015,6:30 PM
LAK,SJS,4/11/2015,0:00 PM
